htid,author,title,year,authgender,female_category,urban_gb_intensity
nyp.33433081593695,"Pain, Barry,",Wilmay and other stories of women,1898,m,high_female,105.63076657756316
njp.32101066121896,"Gore,",The debutante;,1846,f,high_female,105.41164798710255
mdp.39015014878428,"Gordon, Victor.",Mrs Rushworth : | a novel / | $c: by Victor Gordon.,1989,m,,105.20373601560097
uiuo.ark:/13960/t11n8pr8z,"Braddon, M. E.",Mount Royal,1882,f,,105.1829268292683
uc2.ark:/13960/t45q4zm6r,"Tomlinson, H. M.",London river,1921,m,mixed,105.03807630265972
nyp.33433082120100,"Dickens, Charles,",The works of Charles Dickens,1897,m,,105.03618793946744
mdp.39015053158724,,"Piece of flesh / | $c: edited by Zadie Smith ; consultant editor, Katie Kitamura.",2001,u,high_female,104.90494588439988
njp.32101066121813,"Gore,","The popular member, The wheel of fortune, etc",1844,f,high_female,104.78404662890075
uiuo.ark:/13960/t2x35cg1z,"Parker, Hastings,",Bentley Priory,1859,f,high_female,104.44268224280988
uiuo.ark:/13960/t85h8377h,"Norris, W. E.",A bachelor's blunder,1886,f,mixed,104.42270310215754
mdp.39015026262207,"Stevens, C.L. McCluer",Queens of frailty,1912,u,high_female,104.12111367943191
inu.32000005557592,"Burke, Thomas,","Dark nights, | $c: by Thomas Burke.",1944,m,high_male,103.96782110717209
mdp.39015030716776,"(Henry Major), Tomlinson, H. M.",London river.,1928,m,,103.92653338876082
uc2.ark:/13960/t90868h5r,"Richardson, Dorothy M.",Interim,1919,f,high_female,103.90689941812136
mdp.39015030747276,"Henrey, Robert, Mrs.,",An exile in Soho.,1952,f,high_female,103.76749544485206
uc1.b4101374,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,103.71850030731406
uiuo.ark:/13960/t23b6pf8z,"Smart, Hawley,",Beatrice and Benedick,1891,m,mixed,103.64379051760928
mdp.39015062063501,"Haddon, Mark.",The curious incident of the dog in the night-time / | $c: Mark Haddon.,2003,m,high_female,103.58739504961292
mdp.39015053238880,,London tales / | $c: edited by Julian Evans.,1983,u,high_female,103.57485568062388
uiuo.ark:/13960/t4cn7qv7s,"Riddell, J. H.,",A struggle for fame,1883,f,,103.48442967824512
mdp.39015009219885,"Gore,",The two aristocracies,1857,f,,103.4678990843091
mdp.39015057606397,"Ferris, Paul,",Cora Crane / | $c: Paul Ferris.,2003,m,,103.46115895657503
mdp.39015063588324,"Horn, Holloway.",The folly of innocence,1917,u,mixed,103.4527350316824
uc1.$b244850,"Sitwell, Osbert,","The true story of Dick Whittington; | a Christmas story for cat-lovers, | $c: by Osbert Sitwell.",1945,m,mixed,103.21038622412952
mdp.39015042816945,,Does the sun rise over Dagenham? : | and other stories : new writing from London : [with stories / | $c: by Nicola Barker ... et al.] ; foreword by Mark Lawson,1998,u,high_female,103.1879650247108
uc1.b4949045,"Tremain, Rose.",The cupboard / | $c: Rose Tremain.,1981,f,mixed,103.07650105154656
mdp.39015028472697,"Lessing, Doris May,",London observed : | Stories and sketches / | $c: Doris Lessing.,1992,f,high_female,102.97272448666872
uiuo.ark:/13960/t51g11k92,"Crowe, Catherine,",The story of Lilly Dawson,1847,f,high_female,102.91537319476312
mdp.39015063536539,"Collins, Mortimer,",[Works,1883,m,mixed,102.59917920656636
mdp.39015063748001,"Black, William,",White heather,1885,m,,102.54336428891231
uc1.b4973448,"Allbeury, Ted.",The choice / | $c: Ted Allbeury.,1986,m,,102.50880816425708
uiuo.ark:/13960/t7pn9d76w,"Collins, Mortimer,",Miranda,1873,m,mixed,102.24212663623403
uc1.b4374032,"Vaphopoulou-Richardson, C. E.",Greek terracottas / | $c: by C.E. Vafopoulou-Richardson.,1981,u,mixed,102.17486498321414
mdp.39015003941518,"Glanville, Brian.",The rise of Gerry Logan.,1963,m,high_male,102.14958251909752
nyp.33433075772529,"Willoughby, George,","The adventures, and other stories",1913,m,,102.091957010005
mdp.39015012970136,"Streatfeild, Noel.",Away from the vicarage.,1965,f,high_female,102.08421948107188
mdp.39015055183043,,Glasgow kiss : | a collection of the best short stories from Glasgow's writing groups.,2001,u,,101.85094505924984
njp.32101068178886,"Hatton, Joseph,",A modern Ulysses,1883,m,mixed,101.79360328996928
uiuo.ark:/13960/t8mc9k76v,"Tabor, Eliza.",Janita's cross,1864,f,high_female,101.74064981310686
mdp.39015014452190,"Mitchell, James Leslie,",The thirteenth disciple / | $c: J. Leslie Mitchell; introd. by Douglas F. Young.,1981,m,high_male,101.54598582500932
uc1.$b102592,"Hanley, James,",Stoker Haslett : | a tale / | $c: by James Hanely.,1932,m,mixed,101.42845068041586
nyp.33433075727499,"Fitz-Maurice, Gabrielle.",Mrs. Fitz-Maurice on leave,1908,u,high_female,101.16155138464872
uc1.$b299542,"Agate, James,","Gemel in London, | $c: by James Agate.",1928,m,,101.15157173980704
mdp.39015023536017,"Jerrold, Douglas William,",The barber's chair,1874,m,,100.95653770063836
uc1.32106015391391,"Frame, Ronald",The lantern bearers : | a novel / | $c: Ronald Frame,1999,m,mixed,100.83642521944851
uc2.ark:/13960/t9g44m417,"Cannan, Gilbert,",Time and eternity,1919,m,mixed,100.77068282782407
mdp.39015049677266,"Lane, Joel,",From blue to black / | $c: Joel Lane.,2000,m,high_male,100.75016387074848
inu.30000045098336,,The Time Out book of London short stories / | $c: edited by Maria Lexton.,1993,u,high_female,100.7222733964067
nyp.33433067304067,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,100.57832537088257
uiuo.ark:/13960/t4vh62w7z,"Braddon, M. E.",Lost for love,1874,f,high_female,100.44144635682754
uc1.32106018134871,"Hunt, Chris",Duval's gold / | $c: Chris Hunt,1997,m,high_male,100.37522466182484
uc1.$b111967,"Benson, E. F. (Edward Frederic),","The male impersonator, | $c: by E. F. Benson.",1929,m,high_female,100.21474588403724
njp.32101013498363,"Dunn, Henry Treffry,",Recollections of Dante Gabriel Rossetti and his circle (Cheyne Walk life),1904,m,high_male,99.8681740103064
uiuo.ark:/13960/t3qv41p8h,"Lewes, George Henry,","Rose, Blanche, and Violet",1848,m,mixed,99.69758399521452
mdp.39015073484456,"Henty, G. A.",Friends though divided,1883,m,high_male,99.69336737005877
uc1.32106005747230,,Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914 / | $c: edited and introduced by Michael Moorcock.,1975,u,high_male,99.56946723323097
uc1.32106018651312,"Markham, E. A. (Edward Archibald),",Meet me in Mozambique / | $c: E.A. Markham.,2005,m,high_male,99.5444378081486
uc2.ark:/13960/t5q81cb58,"Gissing, George,",Human odds and ends,1898,m,mixed,99.26038905230538
uiuo.ark:/13960/t9280q47h,"Gambier, James W.",Swifter than a weaver's shuttle,1887,m,,99.07814250021538
uc2.ark:/13960/t5r78880b,"Goldring, Douglas,",Polly,1917,m,high_female,98.92683171168464
uc1.$b245196,"Waugh, Alec,",Jill Somerset / | $c: by Alec Waugh.,1953,m,high_female,98.80079403206946
uiuo.ark:/13960/t6g16n64w,"Tottenham, G. L.","Harry Egerton, or, The younger son of the day",1869,u,,98.59502095144197
uc1.b3160554,"Moorcock, Michael,","Before Armageddon; an anthology of Victorian and Edwardian imaginative fiction published before 1914, vol. 1",1975,m,high_male,98.41274304432793
uiuo.ark:/13960/t9571t22d,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,98.33309543068307
mdp.39015031219481,,Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914 / | $c: edited and introduced by Michael Moorcock.,1975,u,high_male,98.3077031107366
mdp.39015077129032,"Fache, Abdulaziz Anako.",The preordained / | $c: Abdulaziz Anako Fache.,2008,u,,98.0172510361824
uc1.b3322035,"Erroll, Henry.",By woman's favour,1890,m,mixed,97.88327419552184
uc1.32106019365086,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,97.5477242980268
mdp.39015054151454,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,97.53808924117835
uiuo.ark:/13960/t9b574c1t,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,97.4293637113093
uiuo.ark:/13960/t5q81mg0j,"Collins, Mortimer,",Marquis and merchant,1871,m,mixed,97.33879410090177
uc1.$b105801,"Tomlinson, H. M. (Henry Major),","Morning light, | the islanders in the days of oak and hemp | $c: [by] H. M. Tomlinson ...",1946,m,,97.3385127035772
inu.30000124575808,"Saddler, Allen.",The long and the short / | $c: Allen Saddler.,2008,m,,97.31870196986476
mdp.39015079149228,"Knight, Alanna.",Murder in paradise / | $c: Alanna Knight.,2008,f,,97.2837356954507
mdp.39015062883080,"Cleave, Chris.",Incendiary / | $c: Chris Cleave.,2005,m,mixed,97.27422965085871
mdp.39015034434293,"Ackroyd, Peter,",Dan Leno and the Limehouse Golem / | $c: Peter Ackroyd.,1994,m,mixed,97.06725997666024
njp.32101075688976,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,96.96763492536044
uiuo.ark:/13960/t1fj2tw7b,"De Fonblanque, Albany,",A family tree,1876,m,high_male,96.94438747925952
inu.30000110620030,"Tombs, Kerry.",The Worcester whisperers : | a Victorian crime story / | $c: Kerry Tombs.,2008,u,mixed,96.84171066195997
uc1.b3321917,"Besant, Walter,",The changling,1899,m,,96.79872778814908
njp.32101068178878,"Hatton, Joseph,",A modern Ulysses,1883,m,mixed,96.7906265919511
uc1.31822038206421,"Sadleir, Michael,",The anchor,1918,m,mixed,96.73202614379085
uc2.ark:/13960/t3610z158,"Courlander, Alphonse,",Mightier than the sword,1912,m,,96.52182747993362
uc2.ark:/13960/t6zw1br9t,"Coulevain, Pierre de.",The unknown isle,1911,m,high_female,96.4876344897475
mdp.39015066896856,"Markham, E. A. (Edward Archibald),",At home with Miss Vanesa / | $c: E.A. Markham.,2006,m,,96.4119419337168
uiuo.ark:/13960/t76t0zs2q,"Collins, Mortimer,",Sweet Anne Page,1868,m,mixed,96.25702202865618
uiuo.ark:/13960/t0zp4jn9c,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,96.05763458074846
inu.30000042041305,"Spence, Alan,",Its colours they are fine / | $c: Alan Spence.,1992,m,,95.94009594009596
uiuo.ark:/13960/t7rn3q28p,"Braddon, M. E.",Dead-sea fruit,1868,f,mixed,95.90946146837383
umn.31951002375620f,"Griffith, George Chetwynd.",The world peril of 1910,1907,m,high_male,95.90763913393592
uiuo.ark:/13960/t3rv0tn8c,"Besant, Walter,",The ten years' tenant,1881,m,,95.86056644880172
mdp.39015056426698,"Hawes, James.","White powder, green light / | $c: James Hawes.",2002,m,high_female,95.8138248483771
uiuo.ark:/13960/t44q8dc1s,"Marryat, Florence,",A bankrupt heart,1894,f,high_female,95.80703336339045
hvd.hxk4kh,,Maurice Powell: an historical Welsh tale of England's troubles,1821,u,mixed,95.55661729574771
mdp.39015038896026,"Barne, Kitty,",Elizabeth Fry; | $c: illustrated by Ruth Gervis.,1953,f,high_female,95.37502313200189
mdp.39015001159428,"Burrowes, John.",Frontline report : | a journalist's notebook / | $c: John Burrowes.,1984,m,high_male,95.26644834772254
nyp.33433074881230,"Marshall, Emma,","Dayspring: A story of the time of William Tyndale, reformer, scholar, and martyr",1882,f,mixed,95.19823390862612
mdp.39015063170768,"Black, William,",Shandon bells,1883,m,,94.79721296193892
uc1.32106008858273,"Pritchett, V. S. (Victor Sawdon),",A careless widow : | & other stories / | $c: by V.S. Pritchett.,1989,m,,94.74355470529288
mdp.39015065739081,"Smith, Horace,","Adam Brown, the merchant",1843,m,,94.732853353543
uiuo.ark:/13960/t6pz5tn4k,"Riddell, J. H.,",Susan Drummond,1884,f,mixed,94.58853985164534
uiuo.ark:/13960/t5t732x5h,"Yates, Edmund Hodgson,",The forlorn hope,1867,m,,94.50871761446962
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,94.50830140485311
mdp.39015018653595,"(Herbert George), Wells, H. G.","Tono-Bungay, | $c: by H.G. Wells.",1925,m,high_female,94.41122567985336
mdp.39015051293119,"Sinclair, Iain.","Landor's tower, or The imaginary conversations / | $c: Iain Sinclair.",2001,m,high_male,94.40916674210776
uc2.ark:/13960/t7sn07q6m,"Yonge, Charlotte M.",The armourer's prentices,1884,f,high_male,94.3913281773339
mdp.39015002752197,"Ruskin, John,",Praeterita;,1899,m,,94.2729201037002
uc1.b3327449,"White, William Hale,",The revolution in Tanner's lane,1887,m,,94.22946924227216
mdp.39015014516200,"Holden, Ursula.",String horses / | $c: Ursula Holden.,1976,f,high_female,94.16847848665716
umn.31951002108018v,"Waugh, Alec,",So lovers dream.,1973,m,mixed,94.0951317730553
uiuo.ark:/13960/t5db8n46x,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,94.05964678980912
uiuo.ark:/13960/t1bk1n75t,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,94.0304121218634
mdp.49015002987437,,Queens of literature of the Victorian era,1886,u,high_female,93.89758655312184
uc1.b4593533,,Arab Jack,1870,u,high_male,93.88273817020251
uiuo.ark:/13960/t4jm2zc1t,"Burdett, C. D.,",At home,1828,f,,93.68819181789792
inu.30000110548389,"Prest, Thomas Peckett.",Sweeney Todd : | the demon barber of Fleet Street / | $c: edited by Robert L. Mack.,2007,m,,93.56475434542348
uiuo.ark:/13960/t43r1f081,"Murray, David Christie,",A rising star,1894,m,mixed,93.47541596560104
uc1.b3325125,"Stockton, Frank Richard,",The shadrach,1893,m,mixed,93.44318391197916
mdp.39015080896411,"Shawn, Wallace.",Grasses of a thousand colours / | $c: Wallace Shawn.,2009,m,mixed,93.43530470291032
mdp.39015080837456,"Matthews, Carole.",The difference a day makes / | $c: Carole Matthews.,2009,f,,93.41978700288564
mdp.39015047645901,"Surr, T. S.",A winter in London;,1806,m,,93.40156836800216
uiuo.ark:/13960/t3hx20m3v,"Tabor, Eliza.",Dimplethorpe,1880,f,,93.36341710106588
uc2.ark:/13960/t47p90b2t,"Barrett, Frank,",Little Lady Linton,1884,m,high_female,93.26582663976548
uc1.$b244281,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","Jorkens has a large whiskey, | $c: by Lord Dunsany.",1940,m,,93.2528174860405
uc2.ark:/13960/t7kp7vp6r,"Janis, Elsie,",Love letters of an actress,1915,f,mixed,93.25012552901514
uiuo.ark:/13960/t42r4bz28,"Marks, Mary A. M.",All the world's a stage,1879,f,mixed,93.17454132714428
mdp.39015062319531,"Sala, George Augustus,",The seven sons of Mammon,1862,m,mixed,93.02194472241403
uiuo.ark:/13960/t16m3n88k,"Griffiths, Arthur,",The queen's shilling,1872,m,,92.9035946544701
uc2.ark:/13960/t56d5w74w,"Matheson, Annie,",A plain friend,1920,f,high_female,92.86377598399886
uiuo.ark:/13960/t48p6k665,"Acton, Eugenia de,",The microcosm,1801,f,,92.84640551772924
uc1.32106012732951,"Sherrin, Ned",Scratch an actor / | $c: Ned Sherrin,1996,m,mixed,92.83313244443112
uc2.ark:/13960/t95719w6w,,Episodes in an obscure life,1871,u,mixed,92.81948466622114
uc1.b4098088,"Anderson, Sherwood,",Alice | and The lost novel / | $c: by Sherwood Anderson.,1929,m,high_female,92.79881217520416
pst.000065163054,"Bailey, Hilary,",Fifty-first state / | $c: Hilary Bailey.,2008,f,,92.74287039183864
mdp.39015070528545,"Hare, Kenneth,","Roads and vagabonds, | $c: written by Kenneth Hare, illustrated by Cecil Aldin.",1930,m,high_male,92.71396144378018
mdp.39015049548400,"Stevenson, Jane,",London bridges / | $c: Jane Stevenson.,2000,f,,92.66965840934247
umn.31951002134460i,,The crisis in the cotton industry; | report of the proceedings of the Provisional Emergency Cotton Committee.,1923,u,high_male,92.62242268041238
uiuo.ark:/13960/t84j13q2r,"Prickett,",Warwick Castle,1815,f,mixed,92.54974548819992
mdp.39015063239969,"Knight, Margaret,",Ginger Lily / | $c: Margaret Knight.,2004,f,mixed,92.43364584708834
mdp.39015047764249,"Elms, Robert,",In search of the crack / | $c: Robert Elms.,1988,m,high_male,92.42031787725122
uc2.ark:/13960/t77s7m05b,"Cardigan and Lancastre, Adeline Louis Maria de Horsey,",My recollections,1909,f,mixed,92.40591397849462
nyp.33433075752893,"Straus, Ralph,",The man apart,1906,m,,92.37433904567752
uc2.ark:/13960/t4vh5j85b,"Black, William,",The maid of Killeena,1874,m,high_male,92.3402290633424
mdp.39015016452875,"Bell, Josephine,",Jacobean adventure / | $c: Josephine Bell.,1969,f,high_male,92.21834163952438
njp.32101064912080,"Marks, Mary A. M.",Five-chimney farm,1877,f,high_female,92.14428119083918
dul1.ark:/13960/t9w09nr1z,"Hughs,",A mother's care rewarded,1824,f,high_female,92.1234454168586
nyp.33433074926571,"Bennett, Arnold,",Teresa of Watling street,1904,m,,92.05707538673978
mdp.39015066411953,"Miller, Miranda,",Loving Mephistopheles / | $c: Miranda Miller.,2007,f,high_female,92.0489437383706
mdp.39015079193598,"McCall Smith, Alexander,",La's orchestra saves the world / | $c: Alexander McCall Smith.,2008,m,,92.00188845981576
hvd.hnmy63,"Crombie, Alexander,","The strike, or, A dialogue between Andrew Plowman and John Treadle",1834,m,high_male,91.96811771919069
mdp.39015016415252,"Henrey, Robert, Mrs.,",Paloma.,1957,f,high_female,91.77481699021789
uiuo.ark:/13960/t7vm4vg0t,"Pirkis, Catherine Louisa,",At the moment of victory,1889,f,,91.76570648403052
mdp.39015043089849,"Duffy, Maureen.",Restitution / | $c: Maureen Duffy.,1998,f,,91.41899420060754
uc2.ark:/13960/t78s4zk39,"Wylde, Henry,",Severed ties,1889,f,,91.29854624622516
uiuo.ark:/13960/t0ht34k80,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,91.2927046985312
uiuo.ark:/13960/t7zk5mf2d,"Bates, E. Katherine",George Vyvian,1890,f,mixed,91.24247688231476
mdp.39015008802384,"Colegate, Isabel.",Orlando King.,1968,f,mixed,91.2169338614752
uc1.$b312483,"Shanks, Edward,","Elizabeth goes home, | $c: by Edward Shanks, with illustrations by Michael Rivett.",1942,m,high_female,91.2030511566205
uc1.b4107532,"Gissing, George,",Born in exile,1893,m,,91.17355650652443
njp.32101064787961,"Berkeley, Grantley F.","Sandron hall, or, The days of Queen Anne",1840,u,mixed,91.03003991317136
uiuo.ark:/13960/t3514nn9r,"Robertson, Anne I.",Yaxley and its neighbourhood,1865,f,high_female,91.02615336796768
njp.32101067173011,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,high_male,90.99605683753704
mdp.39015012414341,"Poliakoff, Stephen,","Runners ; &, Soft targets / | $c: Stephen Poliakoff.",1984,m,,90.96832089689848
umn.31951002087730d,"Oppenheim, E. Phillips (Edward Phillips),",The missing Delora.,1927,m,mixed,90.92562284051648
inu.32000009139157,"Hanley, James,",The German prisoner / | $c: by James Hanley ; with an introd. by Richard Aldington.,1930,m,high_male,90.89256498818396
