htid,author,title,year,authgender,female_category,ni_gb_fraction
uc1.32106014587650,"O'Connor, Joseph,",The salesman / | $c: Joseph O'Connor,1998,m,,0.0153846153846153
mdp.39015013294858,"Sergeant, Harriet.",Between the lines : | conversations in South Africa.,1984,f,,0.0153846153846153
uc1.$b312336,"Quennell, Peter,","The phoenix-kind, | a novel | $c: by Peter Quennell ...",1931,m,,0.0153846153846153
dul1.ark:/13960/t46q2nm8j,"Richards, Charles Napier.","Atalanta, or, Twelve months in the star",1909,m,,0.0153846153846153
mdp.39015045695718,"Chamberlain, Lesley.",In a place like that / | $c: Lesley Chamberlain.,1998,u,,0.0151515151515151
mdp.39015047574614,"Harkness, Lucy,",The happy pigs / | $c: Lucy Harkness.,1999,f,,0.0151515151515151
mdp.39015056812483,"Keyes, John.",The importance of being Micheál / | $c: John Keyes.,2002,m,,0.0151515151515151
mdp.39015061210301,,The book of St Andrews / | $c: edited by Robert Crawford.,2005,u,high_female,0.0144927536231884
uc2.ark:/13960/t3st7hr0r,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,0.0144927536231884
mdp.39015049980827,"Thorpe, Adam,",Shifts / | $c: Adam Thorpe.,2000,m,,0.0142857142857142
uc1.32106007348052,"Forbes, Bryan,",The endless game / | $c: Bryan Forbes.,1986,m,,0.0141509433962264
mdp.39015022004801,"Buchan, James.",Slide / | $c: James Buchan.,1991,m,high_female,0.0140845070422535
mdp.39015059982325,"Thirlwell, Adam,",Politics / | $c: Adam Thirlwell.,2003,m,,0.0140845070422535
mdp.39015031234167,"Hocking, Mary.",Family circle.,1972,f,,0.0140845070422535
mdp.39015029276758,,"Fabulous tricks : | stories by gay men / | $c: edited by David Rees, Peter Robins, and Dave Royle.",1992,u,,0.0138888888888888
uc1.$b396473,"Gainham, Sarah.",Takeover bid: | a tale.,1970,f,,0.0138888888888888
mdp.39015067683113,,Bedford Square 2 : | new writing from the Royal Holloway Creative Writing Programme / | $c: foreword by Andrew Motion.,2007,u,,0.0138888888888888
uc1.b4938155,"Grand, Sarah.","The Beth book : | being a study of the life of Elizabeth Caldwell Maclure, a woman of genius / | $c: by Sarah Grand ; with a new introduction by Elaine Showalter.",1980,f,high_female,0.0136986301369863
uc1.b3476894,"Braine, John.",Waiting for Sheila / | $c: John Braine.,1976,m,high_female,0.0136986301369863
mdp.39015053531409,"Cullen, Leo,",Let's twist again / | $c: Leo Cullen.,2001,m,,0.0135135135135135
mdp.39015030712239,"Sillitoe, Alan.","Men, women and children.",1973,m,mixed,0.0135135135135135
uc2.ark:/13960/t9765jt6p,"Harvey, William,",Irish life & humour in anecdote and story,1906,m,mixed,0.0135135135135135
mdp.39015058118673,,Contains small parts / | $c: introduced by Patricia Duncker ... [et al.],2003,u,,0.0133333333333333
mdp.39015045695635,"King, John,",England away / | $c: John King.,1998,m,high_male,0.0132743362831858
mdp.39015034114226,"Coe, Jonathan.",A touch of love / | $c: Jonathan Coe.,1989,m,mixed,0.0131578947368421
inu.30000126981137,"Page, Jeremy,",The wake / | $c: Jeremy Page.,2009,m,high_female,0.0129870129870129
mdp.39015016434519,"Graves, Charles,","The avengers, | $c: by Charles Graves. With 17 illustrations.",1942,m,high_male,0.0129870129870129
mdp.39015055583572,"Baker, Jo.",Offcomer / | $c: Jo Baker.,2001,f,high_female,0.0128205128205128
mdp.39015005724094,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,mixed,0.0126582278481012
mdp.39015056247094,"Atkinson, Kate.",Not the end of the world / | $c: Kate Atkinson.,2002,f,high_female,0.0126582278481012
uc1.b4281558,,Cracks in the image : | stories by gay men.,1981,u,high_male,0.0126582278481012
uc1.b3741287,"Sullivan, Anthony.",Mad Hannah Rafferty : | a novel / | $c: Tony Sullivan.,1990,m,high_female,0.0121951219512195
uc1.b5015727,"White, Jon Manchip,","The garden game, | $c: by Jon Manchip White.",1973,m,high_male,0.0121951219512195
uc1.32106006623703,"Sharpe, Tom.",The throwback / | $c: [by] Tom Sharpe.,1978,m,,0.0120481927710843
uc1.b5015395,"Driver, C. J.","Death of fathers, | $c: [by] C.J. Driver.",1972,u,mixed,0.0120481927710843
mdp.39015008225677,"Freeling, Nicolas.",No part in your death / | $c: Nicolas Freeling.,1984,m,,0.0120481927710843
mdp.39015080861803,,The mammoth book of best short SF novels / | $c: edited and with an introduction by Gardner Dozois.,2009,u,,0.0120481927710843
mdp.39015039745727,"Bosanquet, David.",Escape through China / | $c: by David Bosanquet.,1983,m,high_male,0.0120481927710843
mdp.39015038095322,"Omotoso, Kole,",Memories of our recent boom / | $c: Kole Omotoso.,1982,u,mixed,0.0120481927710843
umn.31951001772102w,"Karlsson, Elis.",Mother sea.,1964,m,high_male,0.0120481927710843
mdp.39015030715430,"Vansittart, Peter.",Landlord: | a novel.,1970,m,,0.0119047619047619
mdp.39015029860841,"Aldiss, Brian Wilson,",Remembrance day / | $c: Brian Aldiss.,1993,m,,0.0118110236220472
mdp.39015040061171,"Ní Dhuibhne, Éilís,",The inland ice and other stories / | $c: Éilís Ní Dhuibhne.,1997,u,high_female,0.0117647058823529
mdp.39015030707965,"Mulaisho, Dominic,",The smoke that thunders / | $c: Dominic Mulaisho.,1979,m,,0.0117647058823529
mdp.39015025279178,"Bowen, John,",The precious gift / | $c: John Bowen.,1992,m,high_female,0.0116279069767441
mdp.39015084104531,"Morrison, Ewan.",Ménage / | $c: Ewan Morrison.,2009,u,,0.0116279069767441
mdp.39015050127300,"King, John,",Human punk / | $c: John King.,2000,m,high_male,0.0116279069767441
uc1.32106007017228,"MacLean, Alistair.",San Andreas / | $c: Alistair MacLean.,1984,m,high_male,0.0116279069767441
mdp.39015013248656,"Mackenzie, Compton, Sir,","The red tapeworm, | $c: by Compton Mackenzie.",1941,m,,0.0114942528735632
mdp.39015051323247,"Beaty, David.",The blood brothers / | $c: David Beaty.,1987,m,,0.0113636363636363
mdp.39015045625079,"Blashford-Snell, John.",Mammoth hunt : | in search of the giant elephants of Nepal / | $c: John Blashford-Snell and Rula Lenska.,1997,m,,0.0113636363636363
inu.32000007466461,"Mackworth, Cecily.",I came out of France.,1942,u,,0.0113636363636363
inu.30000110627225,"Wynne-Jones, Ros.",Something is going to fall like rain / | $c: by Ros Wynne-Jones.,2009,u,high_male,0.0113636363636363
uc1.$b312867,"Wright, Dorothy.",Queens Wilde : | a novel / | $c: by Dorothy Wright.,1950,f,,0.0112359550561797
mdp.39015004056027,"Fielding, Gabriel,",Brotherly love [by] | $c: Gabriel Fielding [pseud.],1954,m,,0.0112359550561797
mdp.39015032979653,"MacKenna, John.",Clare : | a novel / | $c: John MacKenna.,1993,m,high_male,0.0112359550561797
mdp.39015063675980,"Bolger, Dermot,",The family on Paradise Pier / | $c: Dermot Bolger.,2005,m,,0.0111524163568773
uc1.$b295612,"Abraham, James Johnston,","The surgeon's log, impressions of the Far East.",1947,m,high_male,0.0111111111111111
mdp.39015077682931,"Esler, Gavin.",A scandalous man / | $c: Gavin Esler.,2008,m,,0.0109649122807017
mdp.39076005056150,"Fleming, Ian,",On Her Majesty's secret service.,1963,m,high_male,0.0108695652173913
mdp.39015040179494,"Pears, Tim,",In a land of plenty / | $c: Tim Pears.,1997,m,,0.0108695652173913
inu.30000101958589,,"Queen of the sheep / | $c: edited by Valery Thornton and Hamish Whyte, with Maoilios Caimbeul (Gaelic advisor).",2005,u,,0.010752688172043
mdp.39015043049900,"Ní Dhuibhne, Éilís,",The dancers dancing / | $c: Eilís Ní Dhuibhne.,1999,u,,0.0106382978723404
mdp.39015011487181,,The Best of the Fiction Magazine.,1986,u,,0.0106382978723404
uc1.32106012770910,"Gale, Patrick,",Dangerous pleasures : | a decade of stories / | $c: Patrick Gale,1996,m,high_female,0.0106382978723404
inu.30000095317008,"Mars, Alastair,","Unbroken, | the story of a submarine.",1953,u,high_male,0.0106382978723404
mdp.39015077136078,"Heaney, William.",Memoirs of a master forger / | $c: William Heaney.,2008,m,,0.0106382978723404
mdp.39015080874699,"Leather, Stephen.",Live fire / | $c: Stephen Leather.,2009,m,high_male,0.0105633802816901
uc1.$b794304,"Blake, George,",The five arches | [a novel],1947,m,mixed,0.0105263157894736
mdp.39015068803090,"Barker, Nicola,",Darkmans / | $c: Nicola Barker,2007,u,high_male,0.0105263157894736
mdp.39015029173054,"Theroux, Paul.",Travelling the world : | the illustrated travels of Paul Theroux / | $c: picture editor Jenny de Gex.,1990,m,,0.0105263157894736
mdp.39015048921046,"Corcoran, Patrick,",Last light breaking / | $c: Patrick Corcoran.,1998,m,mixed,0.0104166666666666
mdp.39015058132229,"Wong, David T. K.",The evergreen tea house / | $c: by David T.K. Wong.,2003,m,,0.0104166666666666
mdp.39015070685469,"Rendell, Ruth,",Not in the flesh / | $c: Ruth Rendell.,2007,f,,0.0103092783505154
mdp.39015004251164,"Emecheta, Buchi.",Destination Biafra : | a novel / | $c: by Buchi Emecheta.,1982,f,high_female,0.0103092783505154
uc1.b3123800,"Riddell, J. H.,",Daisies and buttercups,1882,f,mixed,0.0103092783505154
mdp.39015073624267,"Archibald, Malcolm.",Powerstone : | stealing the Scottish crown jewels / | $c: Malcolm Archibald.,2008,m,high_female,0.0103092783505154
mdp.39015050563843,"Hocking, Mary.",March house / | $c: Mary Hocking.,1981,f,high_female,0.0101010101010101
mdp.39015053114727,"Judd, Alan.",Legacy / | $c: Alan Judd.,2001,m,high_male,0.0100502512562814
mdp.39015034399488,"Carson, Michael,",The knight of the flaming heart / | $c: Michael Carson.,1995,m,,0.0099009900990099
uc1.$b116739,,The second English review book of short stories. | $c: Compiled by Horace Shipp. With a foreword by Douglas Jerrold.,1933,u,mixed,0.0097087378640776
mdp.39015005719573,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,,0.0096308186195826
uc1.b4584892,"Wilson, A. N.,",Kindly light / | $c: [by] A. N. Wilson.,1979,m,high_male,0.0096153846153846
mdp.39015012414341,"Poliakoff, Stephen,","Runners ; &, Soft targets / | $c: Stephen Poliakoff.",1984,m,,0.0095238095238095
mdp.39015069302829,"Faulks, Sebastian.",Engleby / | $c: Sebastian Faulks.,2007,m,,0.0095238095238095
mdp.39015014872488,"Oberman, Wendy.",Mothers & other loves / | $c: Wendy Oberman.,1989,f,,0.0093457943925233
mdp.39015055602943,"McSmith, Andy.",Innocent in the house / | $c: Andy McSmith.,2001,m,,0.0093457943925233
mdp.39015059175748,,North : | new Scottish writing : the Scotsman & Orange short story award 2004 / | $c: Edited by Jackie Kay.,2004,u,mixed,0.009090909090909
uc1.32106009715530,"Mortimer, John,",Rumpole à la carte / | $c: John Mortimer.,1990,m,mixed,0.009009009009009
uc1.b3741279,"Sinclair, Andrew,",A patriot for hire / | $c: [by] Andrew Sinclair,1978,m,mixed,0.009009009009009
mdp.39015082740211,"Campbell, Karen,",The twilight time / | $c: Karen Campbell.,2008,f,high_female,0.0089285714285714
mdp.39015082722607,"Rickman, Philip.",To dream of the dead / | $c: Phil Rickman.,2008,m,mixed,0.0088105726872246
mdp.39015040177266,"Granelli, Roger,",Dark edge / | $c: Roger Granelli.,1997,m,mixed,0.0087719298245614
mdp.39015019669392,"Gale, Patrick,",The cat sanctuary / | $c: Patrick Gale.,1990,m,high_female,0.0087719298245614
mdp.39015016948328,"Hood, Stuart,",The brutal heart : | a novel / | $c: Stuart Hood.,1989,m,mixed,0.0087719298245614
inu.30000037280801,"Robins, Peter.",Stony glances / | $c: Peter Robins.,1991,m,,0.008695652173913
mdp.39015067683493,"Seiffert, Rachel.",Afterwards / | $c: Rachel Seiffert.,2007,f,,0.0086206896551724
mdp.39015038531177,"Laurie, Hugh,",The gun seller / | $c: Hugh Laurie.,1996,m,high_male,0.0086206896551724
mdp.39015001749764,"Duffy, Maureen.","Londoners, an elegy / | $c: by Maureen Duffy.",1983,f,,0.0086206896551724
mdp.39015019124026,"Tabori, Paul,",The pen in exile; | an anthology [of exiled writers.,1954,m,high_female,0.0085470085470085
uc1.b3324549,"Lever, Charles James,",One of them,1861,m,high_male,0.0085470085470085
mdp.39015033263883,"Headley, Victor.",Excess.,1994,m,,0.0085470085470085
mdp.39015025248579,"Milsted, David,",Market forces / | $c: David Milsted.,1989,m,mixed,0.0085470085470085
inu.30000087891242,"Kazantzis, Judith.",Of love and terror / | $c: Judith Kazantzis.,2002,f,high_female,0.0085470085470085
uc1.b3554698,"Rutherfoord, Peggy.",Darkness and light; | an anthology of African writing. | $c: With a pref. by Trevor Huddleston.,1958,f,high_male,0.0084745762711864
uc1.b3469687,"Tabori, Paul,",The pen in exile; | an anthology [of exiled writers.,1954,m,high_female,0.0084033613445378
mdp.39015010346792,"Lessing, Doris May,",The good terrorist / | $c: Doris Lessing.,1985,f,high_female,0.0084033613445378
mdp.39015064950317,"Freud, Esther.",Love falls / | $c: Esther Freud.,2007,f,high_female,0.0084033613445378
mdp.39015054103141,"Drabble, Margaret,",The ice age / | $c: Margaret Drabble.,1977,f,mixed,0.00836820083682
mdp.39015058118558,,Going the distance / | $c: edited by Alan Beard.,2003,u,mixed,0.0083333333333333
mdp.39015078783324,"Hall, Catherine.",Days of Grace / | $c: Catherine Hall.,2009,f,high_female,0.0083333333333333
mdp.39015059246887,"Hawes, J. M. (James M.)",Speak for England / | $c: James Hawes.,2005,m,high_male,0.0081081081081081
mdp.39015050301905,"Griffiths, Niall,",Grits / | $c: Niall Griffiths.,2000,m,,0.0080971659919028
mdp.39015049615217,,Necrologue : | the Diva book of the dead and the undead / | $c: edited by Helen Sandler.,2003,u,high_female,0.0080645161290322
mdp.39015054021459,"Minney, Rubeigh James,",Fanny and the regent of Siam.,1962,m,,0.008
mdp.39015046883206,"Fowler, Bo,","Scepticism, Inc. / | $c: Bo Fowler.",1998,m,,0.008
mdp.39015016935176,"Brett, Simon.",The Booker book / | $c: by Simon Brett.,1989,m,high_female,0.0077519379844961
mdp.39015077127663,"Johnston, Paul,",The soul collector / | $c: Paul Johnston.,2008,m,mixed,0.0077519379844961
uc1.b4949065,"Wilson, A. N.,","Scandal, or, Priscilla's kindness / | $c: A.N. Wilson.",1983,m,,0.0077220077220077
mdp.39015002396060,"Rowe, Dorothy.",The construction of life and death / | $c: Dorothy Rowe.,1982,f,mixed,0.0076923076923076
uc1.b3295252,"Tute, Warren.",The admiral.,1963,m,mixed,0.0076335877862595
uc1.32106012237076,"Hawes, James",A white Merc with fins / | $c: James Hawes,1996,m,mixed,0.0076335877862595
uc1.$b803987,"Tanton, Ernest Coveney.",If twelve today / | $c: by Ernest C. Tanton.,1937,m,,0.0076335877862595
mdp.39015034428741,"De Botton, Alain.","The romantic movement : | sex, shopping and the novel / | $c: Alain de Botton.",1994,m,high_female,0.0075757575757575
uc1.32106015570499,"Williams, Nigel,",Fortysomething / | $c: Nigel Williams,1999,m,mixed,0.0075187969924812
inu.30000110619701,"Gardner, Frank,",Far horizons : | unusual journeys and strange encounters from a travelling life / | $c: Frank Gardner ; with a foreword by Michael Palin.,2009,m,,0.0074074074074074
inu.30000039139013,"Perriam, Wendy,",After purple / | $c: Wendy Perriam.,1993,f,,0.0074074074074074
uc2.ark:/13960/t8w953s70,"Lever, Charles James,",[Charles Lever's novels,1872,m,high_male,0.0073529411764705
inu.30000029797820,"Newman, Kim.",Jago / | $c: Kim Newman.,1991,f,mixed,0.0072992700729927
uc1.32106014207846,"McGrath, Melanie,","Hard, soft & wet : | the digital generation comes of age / | $c: Melanie McGrath",1997,f,mixed,0.0072992700729927
mdp.49015002625425,,The Diva book of short stories / | $c: edited by Helen Sandler.,2000,u,high_female,0.0072992700729927
uc1.b2831266,"Frankau, Pamela,",Over the mountains: | a novel.,1967,f,,0.0072463768115942
mdp.39015051280033,,Signals -- 3 : | thirty London magazine stories / | $c: selected by Jane Rye and with introduction by Alan Ross.,2001,u,,0.0071942446043165
mdp.39015064690491,"Duncan, Glen,",The bloodstone papers / | $c: Glen Duncan.,2006,m,mixed,0.0071942446043165
mdp.39015021881159,"Gardam, Jane.",The queen of the tambourine / | $c: Jane Gardam.,1991,f,,0.0071428571428571
inu.30000047782879,"Mackenzie, Compton, Sir,",Whisky galore.,1947,m,,0.0071428571428571
uc1.32106016344399,,The Oxford book of detective stories / | $c: edited by Patricia Craig,2000,u,,0.0070921985815602
mdp.39015080739181,"Campbell, Karen,",After the fire / | $c: Karen Campbell.,2009,f,mixed,0.0070422535211267
inu.39000003233025,"Price, Anthony.",Our man in Camelot / | $c: by Anthony Price.,1975,m,,0.0068965517241379
mdp.39015080902532,"Lewycka, Marina,",We are all made of glue / | $c: Marina Lewycka.,2009,f,,0.0068965517241379
mdp.39015042150519,"Dorman, Sean.",Sex and the Reverend Strong / | $c: Sean Dorman.,1998,m,,0.0068965517241379
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,high_female,0.0068965517241379
mdp.39015049970950,"Rendell, Ruth,",The bridesmaid.,1989,f,,0.0068493150684931
mdp.49015000982687,"Wyndham, John,",The kraken wakes / | $c: John Wyndham [pseud.],1978,m,high_female,0.0068493150684931
inu.30000006000214,"O'Faoláin, Seán,",The collected stories / | $c: Sean O'Faolain.,1980,u,mixed,0.0067567567567567
uc1.32106007940551,"Weldon, Fay.",The hearts and lives of men / | $c: Fay Weldon.,1987,f,,0.0067567567567567
mdp.39015056479077,"Dunne, Catherine,",Another kind of life / | $c: Catherine Dunne.,2003,f,high_female,0.0067567567567567
inu.30000110626037,"Gooch, Ivan A. V.",The new lords of tomorrow / | $c: Ivan A. V. Gooch.,2009,m,,0.0067567567567567
mdp.39015055109303,"Stuart, Francis,","Black list, section H / | $c: Francis Stuart.",1971,m,mixed,0.0066666666666666
mdp.39015050968109,"Zinik, Zinoviĭ.",The mushroom-picker : | a novel / | $c: by Zinovy Zinik ; translated from the Russian by Michael Glenny.,1987,u,,0.0066225165562913
mdp.39015010916305,"Mackenzie, Compton, Sir,","The west wind of love, | being volume three of ""The four winds of love.""",1949,m,,0.0065645514223194
mdp.39015005188258,"Wilson, A. N.,",The sweets of Pimlico / | $c: A. N. Wilson.,1977,m,high_female,0.0065359477124183
mdp.39015060606376,"Griffiths, Niall,",Wreckage / | $c: Niall Griffiths.,2005,m,high_male,0.0065359477124183
wu.89070944517,"Howarth, David Armine,",Dawn of D-day.,1959,m,high_male,0.0065359477124183
uc1.b5015140,"Colegate, Isabel.",News from the city of the sun / | $c: Isabel Colegate.,1979,f,,0.0065359477124183
