htid,author,title,year,authgender,female_category,geo_range
coo.31924087514372,,"The Vintage book of office life, or, Love among the filing cabinets / | $c: edited, with an introduction, by Jeremy Lewis.",1998,u,,328662.6501924749
njp.32101068186079,"Kennedy, Patrick,",Legendary fictions of the Irish Celts,1891,m,,328546.2522083677
wu.89018185587,"Detmers, Theodor.",The raider Kormoran.,1959,m,high_male,328537.42071983276
mdp.39015050488306,"Faulks, Sebastian.",On green dolphin street / | $c: Sebastian Faulks.,2001,m,,328433.90302510606
mdp.39015053238294,,Vogue's gallery.,1962,u,,328407.3330902228
mdp.39015055894474,"Houellebecq, Michel.",Platform / | $c: Michel Houellebecq ; translated from the French by Frank Wynne.,1999,m,high_female,328243.56209931127
mdp.39015060383638,"Atkinson, Kate.",Case histories / | $c: Kate Atkinson.,2004,f,high_female,328153.422020347
uc2.ark:/13960/t24b30766,"Sinclair, Francis.",Where the sun sets,1905,m,mixed,327986.6913344823
uiuo.ark:/13960/t9086nd5z,"Gibbon, Charles,",The braes of Yarrow,1881,m,,327623.9485204197
mdp.39015054164069,"Knox, Elizabeth.",Black oxen / | $c: Elizabeth Knox.,2001,f,,327012.20131737704
inu.39000005013748,"Philip, Neil.",The Cinderella story / | $c: Neil Philip,1989,m,high_female,326876.0815199613
mdp.39015063964426,"Wildridge, Oswald.",Clipper folk,1920,m,high_male,326794.7883319108
uc1.32106008238773,"Vázquez Montalbán, Manuel.",Southern seas / | $c: Manuel Vazquez Montalban ; translated by Patrick Camiller.,1986,m,high_male,326704.91635949933
wu.89082441312,"White, Graham,","""The long road to the sky"" : | night fighter over Germany  / | $c: Graham White.",2006,m,high_male,326123.34762871295
mdp.39015080846713,,Tell-tales 4 : | [the global village] / | $c: edited by Courttia Newland and Monique Roffey.,2009,u,,325889.73869125225
mdp.39015026430721,"Meares, Ainslie.",Strange places and simple truths.,1969,u,high_male,324680.1236705179
mdp.39015066080386,"Littlewood, Joan.",Joan's book : | Joan Littlewood's peculiar history as she tells it.,1994,f,,324626.6115710547
uva.x001478014,"Kingsley, Charles,",Westward ho!,1878,m,mixed,324527.54617963394
mdp.39015059975865,"Raban, Jonathan,",Waxwings / | $c: Jonathan Raban.,2003,m,,324455.1727886735
mdp.39015062086981,,A Century of short stories / | $c: collected and introduced by Aidan Higgins.,1977,u,mixed,324308.72746437165
uiuo.ark:/13960/t4xh07n58,"Oliphant,",Kirsteen,1890,f,high_female,323601.28755254456
mdp.39015022050424,"Hood, Stuart,",A den of foxes / | $c: Stuart Hood.,1991,m,mixed,322277.631852237
uc1.$b785355,"Cleary, Jon,",A flight of chariots / | $c: Jon Cleary,1964,m,mixed,321920.63400821935
uc1.32106012156532,,Oxford book of Scottish short stories / | $c: edited by Douglas Dunn,1995,u,,321814.811314978
mdp.39015048573060,"Everett, Peter,",The voyages of Alfred Wallis / | $c: Peter Everett.,1999,m,mixed,320616.9854148696
uc1.b4948851,,"The Most beautiful lies : | a collection of stories by five major contemporary fiction writers, Bail, Carey, Lure, Moorhouse and Wilding / | $c: edited by Brian Kiernan.",1977,u,mixed,320577.8800114913
mdp.49015001075341,,One step in the clouds : | an omnibus of mountaineering novels and short stories / | $c: compiled by Audrey Salkeld and Rosie Smith.,1991,u,,320196.2286232991
uc1.b4540804,"Brooke-Rose, Christine,",Amalgamemnon / | $c: Christine Brooke-Rose.,1984,f,,319991.72869356995
mdp.39015055116340,"De Bernières, Louis.",The war of Don Emmanuel's nether parts / | $c: Louis de Bernières.,1991,m,,319871.9913086374
mdp.39015048708005,"Caute, David.",The occupation: | a novel.,1971,m,,319719.8808955459
inu.30000038180539,"Bush, Duncan.",Glass shot / | $c: Duncan Bush.,1993,m,mixed,319697.4895773856
uc1.32106019462990,"Atkinson, Kate",Behind the scenes at the museum / | $c: Kate Atkinson,1995,f,,318776.73167472705
uc1.32106009789477,,One step in the clouds : | an omnibus of mountaineering novels and short stories / | $c: compiled by Audrey Salkeld and Rosie Smith.,1991,u,,318693.5568382635
uc1.$b662558,,"Countryside tales from ""Blackwood.""",1947,u,high_male,318236.5347066143
mdp.39015029088732,"Aldiss, Brian Wilson,",A Tupolev too far : | and other stories / | $c: Brian Aldiss.,1993,m,mixed,317951.43045017525
mdp.39015056165007,"Wilson, Edward.",A river in May / | $c: Edward Wilson.,2002,m,high_male,316998.48557330214
mdp.39015013328771,"Holtby, Winifred,","Mandoa, Mandoa! | A comedy of irrelevance.",1971,f,,316933.62254100095
mdp.39015006960036,"Oliphant,",The heir presumptive and the heir apparent,1892,f,high_female,316886.1416263788
mdp.39015058207419,"Scott, Lawrence",Witchbroom / | $c: Lawrence Scott,1993,m,high_female,316878.4751710654
mdp.39015001519902,,"The Most beautiful lies : | a collection of stories by five major contemporary fiction writers, Bail, Carey, Lure, Moorhouse and Wilding / | $c: edited by Brian Kiernan.",1977,u,,316634.1080402677
inu.30000111060913,"Joyce, James,",Ulysses / | $c: James Joyce.,1937,m,,316507.7775358205
mdp.39015070739381,"Weldon, Fay.",The spa decameron / | $c: Fay Weldon.,2007,f,high_female,315963.75650710583
mdp.39015007020632,"Aksenov, Vasiliĭ,","The burn : | a novel in three books : late sixties, early seventies / | $c: Vassily Aksyonov ; translated from the Russian by Michael Glenny.",1984,u,mixed,315942.22813115275
uc1.32106015570499,"Williams, Nigel,",Fortysomething / | $c: Nigel Williams,1999,m,mixed,315912.99591703084
nyp.33433044709628,"Mac Kenna, Stephen J.",Brave men in action;,1878,m,high_male,315783.4341550015
mdp.39015054132066,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,high_female,315726.45800564135
mdp.39015063959723,"Weatherly, F. E.",Oxford days;,1879,m,high_male,315583.44309148233
uc1.b4089288,"(Alan Alexander), Milne, A. A.","Those were the days: | The day's play, The holiday round, Once a week, The sunny side.",1929,m,,315293.67764151725
mdp.39015053247840,"Dutton, Geoffrey,",Modern Australian writing.,1966,m,high_female,315123.9531508782
mdp.39015060383257,"Boyd, William,",Fascination / | $c: William Boyd.,2004,m,mixed,314855.88651042624
mdp.39015060000554,"Baylis, Matthew.",The last Ealing comedy / | $c: Matthew Baylis.,2003,m,mixed,314790.097103551
mdp.39015056247094,"Atkinson, Kate.",Not the end of the world / | $c: Kate Atkinson.,2002,f,high_female,314167.39748001524
mdp.39015001526873,"Huxley, Elspeth Joscelin Grant,",The prince buys the manor : | an extravaganza / | $c: by Elspeth Huxley.,1982,m,,313574.08138688735
mdp.39015064913398,"Jacobson, Howard.",Kalooki nights / | $c: Howard Jacobson.,2006,m,,312639.15604842507
uva.x030581135,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,312407.6327785381
uc1.32106015455881,,The Penguin book of erotic stories by women / | $c: edited by Richard Glyn Jones and A. Susan Williams,1995,u,,312205.8722578859
mdp.39015062842300,"Drewe, Robert,",Grace / | $c: Robert Drewe.,2005,m,,311670.0120266183
mdp.39015008396809,"Boycott, Rosie.",A nice girl like me : | a story of the seventies.,1984,f,high_female,311646.931669667
mdp.39015005487122,"Waugh, Evelyn,","Sword of honour, a final version of the novels: | Men at arms (1952), Officers and gentlemen (1955), and Unconditional surrender (1961)",1965,m,,311637.8125445898
mdp.39015008883988,"Hill, Herbert,","Black voices; | new writing by American Negroes. | $c: Selected and edited, with an introduction and biographical notes, by Herbert Hill.",1964,m,,311366.41667808435
mdp.39015047773745,"Cope, Jack,",The student of Zend.,1972,m,,311351.0761858693
uc1.32106016491844,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,high_female,311086.02278557944
mdp.39015064872602,"Hope, Christopher.",My mother's lovers / | $c: Christopher Hope.,2006,m,,310762.91348474676
uc1.b5015632,"Lucas, F. L. (Frank Laurence),","The woman clothed with the sun, and other stories / | $c: by F.L. Lucas.",1937,m,mixed,310676.39285387384
inu.30000118579634,,"Countryside tales from ""Blackwood.""",1947,u,high_male,310533.37999233184
mdp.39076006275007,"Queen, Ellery.",Rogues' gallery; | the great criminals of modern fiction.,1947,m,high_male,310474.7917722531
wu.89012609285,"Abbott, J. H. M.",Plain and veldt,1903,u,high_male,310451.93872570986
mdp.39015005325850,"Burgess, Anthony,",The end of the world news : | an entertainment / | $c: Anthony Burgess.,1982,m,,310236.9585986366
uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",The unforgotten prisoner / | $c: R. C. Hutchinson.,1983,u,high_male,310000.1008427645
inu.39000004007436,,The Penguin complete rivals of Sherlock Holmes / | $c: collected and introduced by Hugh Greene.,1983,u,,309961.4440303368
inu.30000045098336,,The Time Out book of London short stories / | $c: edited by Maria Lexton.,1993,u,high_female,309942.2266081953
mdp.39015043787715,"Barnacle, Hugo.",Day one / | $c: Hugo Barnacle.,1998,m,,309864.4132967311
mdp.39015059168727,"Woodward, Gerard,",I'll go to bed at noon / | $c: Gerard Woodward,2004,m,,309838.6435944404
mdp.39015021852382,,The film addict's archive / | $c: edited by Philip Oakes.,1977,u,mixed,309745.4797926822
uiuo.ark:/13960/t63498z20,"Williams, F.,",Seymour and his friends;,1857,u,,309568.77200351964
uc1.b4948632,"Sillitoe, Alan.",The lost flying boat / | $c: Alan Sillitoe.,1983,m,high_male,309380.4759977344
mdp.39015024907951,"Sillitoe, Alan.",Leonard's war : | a love story / | $c: Alan Sillitoe.,1991,m,,309223.4310042551
mdp.39015060001313,"Fallowell, Duncan.",A history of facelifting : | a novel / | $c: by Duncan Fallowell.,2003,m,mixed,309100.00949186453
mdp.39015063959954,"Thackeray, William Makepeace,",Roundabout papers,1907,m,,308894.1451828935
hvd.hn6c1g,"Byron, George Gordon Byron,",The life of Lord Byron,1844,m,high_male,308853.1720038753
inu.39000000514427,"Orwell, George,",The Penguin complete novels of George Orwell.,1983,m,mixed,308807.46987755055
uc1.$b76936,"Masters, David,","Divers in deep sea; | more romances of salvage, | $c: by David Masters.",1938,m,high_male,308483.0991419997
mdp.39015061751619,"Wilson, A. N.,",My name is Legion / | $c: A.N. Wilson.,2004,m,mixed,308303.3378240411
njp.32101075688943,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,308222.4260677286
inu.30000026288948,"Bellamy, Guy,",A village called Sin / | $c: Guy Bellamy.,1992,m,,307935.6855023271
uc1.$b783896,"Lodwick, John,",Equator.,1957,m,high_male,307887.23553275777
uc2.ark:/13960/t4hm57z03,"Bresciani, Antonio,",Lionello,1861,m,,307602.39851179085
mdp.39015030744695,"Hayes, Douglas.",A player's hide.,1972,m,,307455.79723841423
mdp.39015019641359,,Green.,1990,u,high_female,307281.0240163356
uiuo.ark:/13960/t8hd8gh7q,"Southey, Robert,",The doctor,1865,m,high_male,307034.28981189535
mdp.39015029551549,"Hamilton-Paterson, James.",The view from Mount Dog / | $c: James Hamilton-Paterson.,1986,m,,306875.42191452277
wu.89006595086,"Corbett, Edmund V.,",Waves of battle.,1959,m,high_male,306634.06801111094
mdp.39015012988666,,The Penguin book of modern British short stories / | $c: edited with an introduction by Malcolm Bradbury.,1987,u,,306483.89384881634
uc1.32106008803774,"Burgess, Anthony,",The devil's mode / | $c: Anthony Burgess.,1989,m,high_male,306268.8713538913
inu.30000042720155,"Miller, Henry,",Nexus / | $c: Henry Miller.,1960,m,,306052.4917133998
mdp.39015064001541,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,305612.31907524064
mdp.39015043787566,"Langley, Lee,",False pretences / | $c: Lee Langley.,1998,m,high_female,304965.5886643991
mdp.39015008801824,"Moorcock, Michael,",A cure for cancer; | $c: illustrated by Malcolm Dean.,1971,m,,304693.4476448868
mdp.39015034428626,"Mount, Ferdinand,",Umbrella : | a Pacific tale / | $c: Ferdinand Mount.,1994,m,,304408.3717887051
uc1.b4422521,"Masters, John,",By the green of the spring : | a novel / | $c: by John Masters.,1981,m,mixed,304364.41323691397
uc1.b3477285,"Aldiss, Brian Wilson,",The Penguin science fiction omnibus : | an anthology / | $c: edited by Brian Aldiss.,1973,m,high_male,304362.7824407594
uc1.b3295252,"Tute, Warren.",The admiral.,1963,m,mixed,304046.4519090053
uc1.b3327270,"Yonge, Charlotte M.",Two penniless princesses,1893,f,,303649.2348304615
mdp.39015007024626,"Vonnegut, Kurt.",Jailbird / | $c: Kurt Vonnegut.,1981,m,,303634.14520740835
uc1.32106007166918,"Allbeury, Ted.",Pay any price / | $c: Ted Allbeury.,1983,m,high_male,303570.24716311746
uc1.$b714821,"Haliburton, Thomas Chandler,",The old judge;,1849,m,,303223.2183582488
uc1.$b470335,"Urwin, George Glencairn.","The American novel today, | $c: compiled by G. G. Urwin.",1967,m,,303148.8425100576
mdp.39015008808803,"Thackeray, William Makepeace,",Works,1883,m,,303123.473891972
njp.32101061960942,"Solly, Henry,",James Woodford,1881,m,,302584.8435704547
uiuo.ark:/13960/t3xs63x11,"Hall, S. C.,",A woman's story,1857,f,high_female,302207.5047627006
uc1.$b395646,,An Everyman anthology of excerpts grave and gay | from Everyman's library to celebrate its diamond jubilee 1966; | $c: introduced by J. B. Priestley.,1966,u,,301812.7062852072
mdp.39015034428741,"De Botton, Alain.","The romantic movement : | sex, shopping and the novel / | $c: Alain de Botton.",1994,m,high_female,301662.8986140424
uc1.b4536200,"Mohr, U. (Ulrich)",Atlantis : | the story of a German surface raider / | $c: by Ulrich Mohr ; as told to A. V. Sellwood.,1955,m,high_male,301030.1330873328
mdp.39015049982922,"Rendell, Ruth,",Piranha to scurfy / | $c: Ruth Rendell.,2000,f,high_female,300844.67408719426
nyp.33433073355822,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,300558.60394562
inu.39000001211882,"Thomas, Gordon,",Desire and denial : | sexuality and vocation - a church in crisis / | $c: Gordon Thomas.,1986,m,,300039.1460399004
mdp.39015060124271,"Brink, André P. (André Philippus),",Before I forget / | $c: Andre Brink.,2004,u,,299831.4933761383
uiuo.ark:/13960/t6640131x,"Besant, Walter,",The world went very well then,1887,m,high_male,299544.34599605325
nc01.ark:/13960/t1hh7b15j,"Stables, Gordon,",For life and liberty,1896,m,high_male,299401.5068717083
mdp.39015051293119,"Sinclair, Iain.","Landor's tower, or The imaginary conversations / | $c: Iain Sinclair.",2001,m,high_male,299384.0972050392
uc1.$b556319,"Hendry, Frank Coutts.","Around the Horn and home again, | and other tales, | $c: by Shalimar (F.C. Hendry) ...",1929,m,high_male,299308.04180267145
mdp.39015060827642,"O'Farrell, John.",May contain nuts / | $c: John O'Farrell.,2005,m,,299221.5597231485
uc1.$b250035,"Ward, A. C. (Alfred Charles),","Grim and gay; | an anthology, heroic, dramatic, comic, | $c: selected by A. C. Ward.",1942,m,,299126.6880761077
mdp.39015034025976,"Anderson, Barbara,",All the nice girls / | $c: Barbara Anderson.,1994,f,high_female,299066.74528918276
mdp.39015066055040,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,299017.64626170025
uiuo.ark:/13960/t7gq76w22,"Coke, Henry J.","High and low; or, Life's chances and changes",1854,m,,298849.87004792294
uc1.32106015546069,"Wallington, Mark","Happy birthday, Mr Shakespeare / | $c: Mark Wallington",1999,m,mixed,298583.6777258157
mdp.39015000625940,"Kosinski, Jerzy,",The devil tree.,1973,m,high_female,298422.1557592166
uc1.b3548195,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,high_male,298307.8580890029
mdp.39015057027115,,Birthday stories : | selected and introduced by Haruki Murakami.,2004,u,mixed,297480.8532568062
njp.32101072857822,,Holiday stories from Belgravia,1881,u,,297351.218780273
mdp.39015034410103,"Aldiss, Brian Wilson,",Somewhere East of life : | another european fantasia / | $c: Brian Aldiss.,1994,m,high_male,297207.04389973724
inu.30000007194081,"Rabelais, François,","Five books of the lives, heroic deeds and sayings of Gargantua and his son Pantagruel; | $c: translated into English by Sir Thomas Urquhart of Cromarty and Peter Antony Motteux.",1970,u,high_male,296785.5310229338
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,296590.9252851906
uc2.ark:/13960/t92807b9c,"Crutchley, William Caius,",My life at sea;,1912,m,high_male,296567.81692536216
uiuo.ark:/13960/t1kh0xv97,"Davidson, Hugh Coleman,",The old Adam,1888,m,high_male,296531.5839518338
mdp.39015054151512,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,296276.58825263375
mdp.39015040179494,"Pears, Tim,",In a land of plenty / | $c: Tim Pears.,1997,m,,296245.5345891975
mdp.39015060814046,"Brøgger, Suzanne.",The jade cat / | $c: Suzanne Brøgger ; translated from the Danish by Anne Born.,2004,f,mixed,296157.8677122333
uc2.ark:/13960/t3cz33z70,"Dell, Ethel M.",The safety curtain,1917,f,,295859.87443515455
uc1.$b795586,"Roberts, Lynette,",The Endeavour; | Captain Cook's first voyage to Australia.,1954,f,high_male,295255.710291641
mdp.49015001168658,,The Penguin book of ghost stories / | $c: edited by J.A. Cuddon.,1984,u,mixed,295026.3416918587
mdp.39015066885149,"Malouf, David,",Every move you make / | $c: David Malouf.,2007,m,mixed,294892.6068534634
