htid,author,title,year,authgender,female_category,gb_fraction
uiuo.ark:/13960/t51g17v2r,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,0.5555555555555554
uc2.ark:/13960/t6834182f,"Philips, F. C.",Social vicissitudes,1886,m,,0.5553145336225597
uc1.b4266971,"Brown, Harold,",Most splendid of men : | life in a mining community 1917-25 / | $c: Harold Brown,1981,m,high_male,0.5549738219895289
njp.32101064918947,"Mayhew, Augustus,",Faces for fortunes,1865,m,,0.5549738219895286
mdp.39015010481243,"Mortimer, John,",Paradise postponed / | $c: John Mortimer.,1985,m,,0.554945054945055
njp.32101063581225,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,,0.5549132947976878
uiuo.ark:/13960/t3902hh03,"Grant, James,",The white cockade =,1867,m,high_male,0.5548387096774194
mdp.39015060403766,"Fairbanks, Tash.",Fearful Symmetry / | $c: by Tash Fairbanks.,1996,u,high_female,0.5547945205479455
uc1.32106005120107,"Conrad, Joseph,","The secret agent, | a simple tale.",1923,m,mixed,0.5547945205479452
uc1.$b236276,"Hinde, Thomas,",For the good of the company / | $c: Thomas Hinde.,1961,m,,0.5547445255474455
mdp.39015051379041,"Wills, C. J.",Laura Ruthven's widowhood,1892,m,high_female,0.5547445255474451
uc1.$b787324,"Raymond, Ernest,",A chorus ending / | $c: by Ernest Raymond.,1951,m,high_female,0.5547445255474451
mdp.39015043101347,"Barnes, Julian.","England, England / | $c: Julian Barnes.",1998,m,mixed,0.554726368159204
mdp.39015080739181,"Campbell, Karen,",After the fire / | $c: Karen Campbell.,2009,f,mixed,0.5546875
mdp.49015002277755,"Sheppard-Jones, Elisabeth.",Stories of Wales / | $c: told for children by Elisabeth Sheppard-Jones ; with illustrations by Paul Hogarth.,1976,f,,0.5546874999999999
nyp.33433081587606,"Lang, Cosmo Gordon,",The young Clanroy,1897,m,,0.5546874999999999
mdp.39015037444828,"Johnston, Jennifer,",The illusionist / | $c: Jennifer Johnston.,1995,f,,0.5546874999999998
uc1.b3435551,"Storey, David,",Saville / | $c: David Storey.,1976,m,,0.5545851528384279
mdp.39015078809665,"Hayder, Mo.",Skin / | $c: Mo Hayder.,2009,u,,0.5545454545454541
uiuo.ark:/13960/t5v703b5g,"Tabor, Eliza.",The blue ribbon,1873,f,high_female,0.5544554455445544
umn.31951002096203z,"Moore, Reginald Arthur,",Silence comes after : | twenty-two stories.,1947,m,,0.5543478260869567
uc2.ark:/13960/t42r3rm9r,"De Fonblanque, Albany,",Pious frauds,1880,m,high_male,0.5543478260869565
njp.32101063607202,"Lawrence, Charles Edward,",Mr. Ambrose,1922,m,mixed,0.5542168674698797
umn.319510021168086,"Tegner, Henry.",The old man hunts / | $c: by a Northumbrian gentleman. Drawings by Peter Biegel.,1959,m,,0.5542168674698794
uc1.32106015497305,"Gregory, Philippa",Virgin earth / | $c: Philippa Gregory,1999,f,high_male,0.5541899441340782
uc2.ark:/13960/t9j38pr1x,"Murray, Hilda Louisa Janey Woulf Murray, Baroness.",Echoes of sport,1910,f,,0.5540540540540541
mdp.39015008402094,"(Colwyn Edward), Vulliamy, C. E.",Edwin & Eleanor : | family documents: 1854-56.,1945,u,mixed,0.5539568345323741
uiuo.ark:/13960/t3tt53s18,"Donelan, A. M.",What 'tis to love,1873,u,mixed,0.553846153846154
njp.32101067631307,"Brown, Thomas,",Bath,1818,m,,0.5538461538461539
mdp.39015000550809,"Houghton, Claude,","Three fantastic tales, | $c: by Claude Houghton [pseud.] With a frontispiece by John Farleigh, and a preface by Clemence Dane.",1934,m,high_male,0.5538461538461539
nyp.33433075765499,"Vachell, Horace Annesley,",Brothers,1905,m,mixed,0.5538057742782153
mdp.39015002385782,"Leverson, Ada.",The little Ottleys: | Love's shadow. Tenterhooks. Love at second sight. | $c: With a foreword by Celia MacInnes.,1962,f,high_female,0.5537974683544306
nyp.33433066630538,"Surtees, Robert Smith,","Ask mamma; or, The richest commoner in England",1872,m,,0.5537459283387622
uiuo.ark:/13960/t9t15ck9g,"Farjeon, B. L.",Basil and Annette,1890,m,,0.5536723163841807
uva.x030581118,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,0.5536231884057972
uiuo.ark:/13960/t0ks76v3s,"Marsh-Caldwell, Anne,","Time, the avenger",1851,f,,0.5535714285714287
uiuo.ark:/13960/t4qj7zt1d,"Merrick, Leonard,",Violet Moses,1891,m,high_female,0.5535714285714286
uiuo.ark:/13960/t9b574c1t,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,0.5535714285714286
uc2.ark:/13960/t1vd6qr18,"Reynolds, Fred,",An absent hero,1914,f,high_female,0.5535714285714286
uc2.ark:/13960/t8x924504,"Vernède, R. E.",The judgement of Illingborough,1908,u,,0.5535714285714285
hvd.hxgeyk,"Byron, Medora Gordon.",Celia in search of a husband,1809,f,high_female,0.5535714285714285
uiuo.ark:/13960/t3708nx0s,"MacDonald, George,",St. George and St. Michael,1876,m,,0.5535714285714285
mdp.39015031310439,"Boas, Louise Schutz,","A great rich man; | the romance of Sir Walter Scott, | $c: by Louise Schutz Boas.",1929,f,high_male,0.5535055350553505
mdp.39015014966595,"Chaplin, Sid.",Sam in the morning / | $c: Sid Chaplin ; foreword by Alan Plater.,1989,m,mixed,0.5534883720930233
uiuo.ark:/13960/t9d50xj8x,"Bunbury, Selina,",Sir Guy d'Esterre,1858,f,mixed,0.5534591194968553
uiuo.ark:/13960/t9g450k2g,"Beale, Anne.",Country landlords,1860,f,high_female,0.5533333333333333
uiuo.ark:/13960/t39z9w75s,"Hook, Theodore Edward,",The man of sorrow;,1808,m,mixed,0.5531914893617021
uiuo.ark:/13960/t78s5647p,"Harrison, F. Bayford.",The ideal artist;,1893,m,,0.5531914893617021
uc1.b4023336,"Podgórecki, Adam.",Si-Tien's last day / | $c: Adam Podgórecki ; translated from Polish by Margaret Watson.,1991,m,high_male,0.553191489361702
nyp.33433074889860,"Landor, Walter Savage,",Citation and examination of William Shakespeare Euseby Treen Joseph Carnaby and Silas Gough clerk,1834,m,high_male,0.5530303030303031
uc1.$b104153,"(John Boynton), Priestley, J. B.",Benighted.,1927,m,,0.5529411764705884
uc1.$b243502,"Meyerstein, Edward Harry William,",Phoebe Thirsk.,1953,m,mixed,0.5529411764705883
mdp.39015009047831,"Innes, Michael,",Carson's conspiracy / | $c: by Michael Innes.,1984,m,mixed,0.5529411764705882
uc2.ark:/13960/t41r6ss59,"Gray, M. C.",Lisette's venture,1874,u,high_female,0.5529411764705882
mdp.39015064564647,"Woodrooffe, Anne Cox,",Shades of character,1844,f,high_female,0.5528455284552845
mdp.39015019469199,"Stacey, Tom,",Decline / | $c: Tom Stacey.,1991,m,,0.5526992287917737
uiuo.ark:/13960/t21c2k61d,"Oliphant,",The son of his father,1887,f,mixed,0.5526315789473685
uiuo.ark:/13960/t1dj6191h,"Lee, Holme,",The Wortlebank diary,1860,f,,0.5526315789473685
hvd.hwadvc,"Scott, Walter,",The Waverley novels,1829,m,,0.5526315789473684
uiuo.ark:/13960/t3bz6kg7b,"Grey,",Aline,1848,f,,0.5526315789473684
uiuo.ark:/13960/t6b28f04k,"Muir, Alan.",Children's children,1879,m,high_female,0.5526315789473683
uc1.b4538445,"Berridge, Elizabeth.",People at play : | a novel / | $c: Elizabeth Berridge.,1982,f,high_female,0.5526315789473683
uc1.b3321917,"Besant, Walter,",The changling,1899,m,,0.5525000000000001
njp.32101074876358,,The New Decameron ...,1919,u,,0.5524475524475524
uc1.b4089288,"(Alan Alexander), Milne, A. A.","Those were the days: | The day's play, The holiday round, Once a week, The sunny side.",1929,m,,0.5524079320113314
njp.32101064710401,"Parry, Edward Abbott,",The first book of Krab,1897,m,,0.5523809523809525
mdp.39015048767860,"Kennedy, A. L.",Everything you need / | $c: A. L. Kennedy.,1999,u,,0.552325581395349
uiuo.ark:/13960/t3320g902,"Braddon, M. E.",The day will come,1889,f,,0.5523012552301255
njp.32101064710922,"Pickering, Ellen,",The quiet husband,1840,f,mixed,0.5522388059701493
uiuo.ark:/13960/t0qr54j70,"Craik, Dinah Maria Mulock,",Agatha's husband;,1853,f,high_female,0.5522388059701492
uiuo.ark:/13960/t5z60xn13,"Hamley, W. G.",The house of Lys,1879,u,,0.5522388059701492
mdp.39015014233087,"Amis, Kingsley.",Difficulties with girls / | $c: Kingsley Amis.,1988,m,,0.5521472392638038
uiuo.ark:/13960/t70v92n03,"Pardoe,",The poor relation,1858,f,high_female,0.5520833333333334
uiuo.ark:/13960/t78s50f4s,"Balfour, Alexander,","The foundling of Glenthorn, or, The smuggler's cave",1823,m,mixed,0.5520833333333333
mdp.39015046888734,"Bruen, Ken.",Her last call to Louis MacNeice / | $c: Ken Bruen.,1998,m,,0.5520833333333331
mdp.39015039731644,"Mottram, R. H. (Ralph Hale),",Dazzle.,1932,m,mixed,0.5520000000000002
uc1.b4101374,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,0.552
uc1.32106014862152,"Blythe, Daniel",Losing faith / | $c: Daniel Blythe,1998,m,,0.552
uc1.b3123812,"Hood, Tom,",A golden heart,1867,m,high_female,0.5519999999999998
mdp.39015005315364,"Wilson, A. N.,",Wise virgin / | $c: A.N. Wilson.,1982,m,high_female,0.5519713261648747
mdp.39015051332560,"Bargate, Verity.",Tit for tat / | $c: Verity Bargate.,1981,u,,0.5517241379310345
nyp.33433074870514,"Hickey, Emily Henrietta,",Lois,1908,f,high_female,0.5517241379310345
hvd.hn2gsw,"Hughs,",Something new from Aunt Mary,1820,f,high_male,0.5517241379310345
nyp.33433074923354,"Halse, George.",Agatha,1861,m,,0.5517241379310344
mdp.39015074279566,"Roberts, Bethan,",The pools / | $c: Bethan Roberts.,2007,u,mixed,0.5517241379310344
njp.32101075688927,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,0.551622418879056
nyp.33433074970611,"Charlton, Randal.",Mave,1906,u,,0.5516014234875446
