htid,author,title,year,authgender,female_category,urban_metric_gb
mdp.39015048850542,"Unsworth, Barry,",Losing Nelson / | $c: Barry Unsworth.,1999,m,mixed,0.5437085501925896
njp.32101066121276,"Cannan, Gilbert,",Sembal,1922,m,,0.5436926925966521
mdp.39015049689121,"Rankin, Robert,",Waiting for Godalming / | $c: Robert Rankin.,2000,m,high_male,0.5436599200595117
mdp.39015015340154,"Barstow, Stan,",Give us this day / | $c: Stan Barstow.,1989,m,high_female,0.5434219649871711
uiuo.ark:/13960/t8gf19p2v,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,0.5431214992286311
nyp.33433075746606,"Sergeant, Adeline,",The surrender of Margaret Bellarmine,1894,f,mixed,0.5429930533954016
inu.39000000391446,"MacGill, Patrick,",The rat-pit / | $c: by Patrick MacGill.,1982,m,high_female,0.5428503805346163
mdp.39015025010243,"McCrum, Robert.",Mainland / | $c: Robert Mccrum.,1991,m,high_male,0.5428105339710703
inu.30000110590472,"Astaire, Simon.",Private privilege / | $c: Simon Astaire.,2008,m,mixed,0.5426490156364462
mdp.39015037445619,"Shakespeare, Nicholas,",The dancer upstairs / | $c: Nicholas Shakespeare,1995,m,,0.5422176068793213
mdp.39015049020368,"Lu, Wenfu.",The gourmet and other stories of modern China/ | $c: Lu Wenfu.,1987,u,high_male,0.5416616347123718
mdp.39015030038767,"Cost, March,","Rachel; | an interpretation, | $c: by March Cost [pseud.]",1947,m,mixed,0.5416086459037573
mdp.39015004734599,"Defoe, Daniel,",Moll Flanders / | $c: Daniel Defoe.,1942,m,,0.5414510174723604
mdp.39015016455811,"Abse, Dannie.",Some corner of an English field | a novel.,1956,m,,0.541285769354237
uc1.$b252042,"Lovelace, Earl,",While gods are falling.,1965,m,,0.5411974269710038
inu.39000002315450,"Gibbons, Stella,","Nightingale wood, | $c: by Stella Gibbons.",1938,f,high_female,0.5411699153084587
mdp.39015080896494,"Nicholson, Geoff,",Gravity's Volkswagen / | $c: Geoff Nicholson.,2009,m,high_male,0.5411346964205342
uiuo.ark:/13960/t2d80011r,"Robertson, Anne I.",Yaxley and its neighbourhood,1865,f,high_female,0.5409747800077366
uc1.b4105402,"Reade, William Winwood,",The outcast,1875,m,,0.5409488082892537
mdp.39015034285349,"Smith, Patrick.",An unmarried man / | $c: Patrick Smith.,1994,m,high_female,0.5409303892440378
inu.30000111060913,"Joyce, James,",Ulysses / | $c: James Joyce.,1937,m,,0.5407192474753587
mdp.39015019831984,"Dickens, Monica,",Closed at dusk / | $c: Monica Dickens.,1990,f,high_female,0.5405547422868455
uiuo.ark:/13960/t9b574r5p,"Murray, David Christie,",Joseph's coat,1881,m,,0.5404006039479076
uc1.32106020071673,"Vine, Barbara,",Gallowglass / | $c: Barbara Vine.,1990,f,mixed,0.540355448492303
mdp.39015046486091,"Faulks, Sebastian.",Charlotte Gray / | $c: Sebastian Faulks.,1998,m,,0.5401658923077935
mdp.39015048704574,"Esfandiary, Fereídoun M.",Identity card | $c: [by] F. M. Esfandiary.,1968,u,,0.5400522785451327
uiuo.ark:/13960/t9w09n469,"Oliphant,","Lilliesleaf: being a concluding series of Passages in the life of Mrs. Margaret Maitland, of Sunnyside",1855,f,high_female,0.5398995887107145
mdp.39015067677479,"Dunlop, Margaret.",Water for tea / | $c: Margaret Dunlop.,2005,f,high_female,0.53983431006427
nyp.33433074936976,"Lyall, Edna,","Hope, the hermit;",1898,f,mixed,0.539707752295993
mdp.39015030851730,"Bhattacharya, Bhabani.",So many hungers! / | $c: by Bhabani Bhattacharya.,1947,u,,0.5394183050481407
uc1.$b674232,"Oppenhejm, Ralph.",Spain in the looking-glass; | translated by K. John.,1955,m,mixed,0.5393631237229144
mdp.39015037287151,"Tabucchi, Antonio,",Declares Pereira : | a true account / | $c: Antonio Tabucchi ; translated from the Italian by Patrick Creagh.,1995,m,high_male,0.5391322275376139
mdp.39015054251098,"Hadley, Tessa.",Accidents in the home / | $c: Tessa Hadley.,2002,f,high_female,0.5387193334708513
nyp.33433075761290,"Dickinson, H. N.",Things that are Caesar's,1906,u,,0.5384501577553066
mdp.39015073677190,"Hoban, Russell.",My tango with Barbara Strozzi / | $c: Russell Hoban.,2007,m,,0.5382846775487069
nyp.33433076051048,"Payne, Will,",Jerry the dreamer,1896,m,high_male,0.5382288269935832
mdp.39015060398990,"Freeman, Sandra.",The other side / | $c: Sandra Freeman.,2004,f,high_female,0.5378077554963118
mdp.39015061750793,"Lam, Po Wah.",The locust hunter / | $c: by Po Wah Lam.,2004,u,,0.5377355685682146
uiuo.ark:/13960/t17m0nz2t,"Gore,",The opera,1832,f,mixed,0.5375795385199555
uiuo.ark:/13960/t04x5p04f,"Fothergill, John M.",Gaythorne Hall,1884,m,mixed,0.537499752905146
uiuo.ark:/13960/t2g73rh40,,"Edith Vernon, or, Contrasts of character",1855,m,high_female,0.5373378995187039
mdp.39015050494759,"Drabble, Margaret,",The peppered moth / | $c: Margaret Drabble.,2000,f,high_female,0.5372976730087584
uc1.$b244777,"Stuart, Francis,",The pilgrimage.,1955,m,mixed,0.5371531988237053
mdp.39015078770099,"Cross, Neil.",Burial / | $c: Neil Cross.,2009,m,mixed,0.5368978753321502
mdp.39015030042694,"Lyon, Julia Hart.","Women must love,",1937,f,,0.536732003621482
uiuo.ark:/13960/t4xh01128,"Hargreaves, C. Y.",Poste restante,1894,u,mixed,0.5366639361001169
uc1.32106018625274,"Tsushima, Yūko.",The shooting gallery and other stories / | $c: Yūko Tsushima ; selected and translated by Geraldine Harcourt.,1988,u,mixed,0.5360344231547187
mdp.39015049689139,"Trevor, William,",The hill bachelors / | $c: William Trevor.,2000,m,mixed,0.5359869138487622
mdp.39015024534599,"Maitland, Julia Charlotte,",Cat and dog;,1882,m,high_female,0.535937653183817
uc2.ark:/13960/t6rx95r8s,"Graham, Stephen,",Undiscovered Russia,1912,m,mixed,0.5358866480001552
mdp.39015078807792,"Lasdun, James.",It's beginning to hurt / | $c: James Lasdun.,2009,m,mixed,0.535784725202099
uc2.ark:/13960/t3hx1810q,"Russell, George William Erskine,",Mr. Woodhouse's correspondence,1903,m,high_female,0.5357418959204534
uiuo.ark:/13960/t2m61s89t,"Besant, Walter,",All sorts and conditions of men,1882,m,,0.5357085173444227
uiuo.ark:/13960/t9v12jj5b,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,0.5356903894196023
inu.30000109963805,"Marr, Michael.",Baber's apple / | $c: by Michael Marr.,2006,m,mixed,0.5354063029810197
inu.30000095304378,"Curram, Roland,",Man on the beach / | $c: Roland Curram.,2004,m,,0.5353338853446026
uc1.$b300923,"Hopkins, Gerard,",Something attempted / | $c: Gerard Hopkins.,1929,m,high_female,0.5349553425033386
njp.32101075688984,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,0.5346852791655533
uiuo.ark:/13960/t52f89c1f,"James, G. P. R.",A whim and its consequences,1850,m,,0.5346125709498046
mdp.39015059376627,,The New British novelist;,1830,u,high_male,0.5345885622558711
mdp.39015019221657,"Kang, Sin-jae,",The waves / | $c: Kang Shin-jae ; translated by Tina L. Sallee.,1989,u,high_male,0.5343264356922097
mdp.39015011574202,"Pasternak, Boris Leonidovich,",The last summer / | $c: translated from the Russian by George Reavey.,1959,u,high_female,0.5341523955916908
mdp.39015008817226,"Déry, Tibor,",The giant. | Behind the brick wall. Love.,1964,u,,0.5340935534131074
uc1.b3739526,"Seeber, Gerd Christian,",Patriots / | $c: Gerd Christian Seeber.,1985,m,,0.5336719201505208
inu.30000000704563,"A. L. O. E.,",Idols in the heart,1860,f,high_female,0.5335969311799933
uiuo.ark:/13960/t9m33b51w,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,0.5335589508338634
uva.x030581135,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,0.5334790461604073
mdp.39015046834175,"Malaparte, Curzio,",Kaputt. | $c: Translated from the Italian by Cesare Foligno.,1948,u,,0.5334661954054749
uc1.b3401748,"Disraeli, Benjamin,",Endymion,1880,m,,0.5330661517300899
mdp.39015059392251,"Davidson, John,",The pilgrimage of Strongsoul,1896,m,high_male,0.5327595249366044
mdp.39015028403825,"Bakr, Salwá.",The wiles of men and other stories / | $c: Salwa Bakr ; translated from the Arabic by Denys Johnson-Davies.,1992,u,mixed,0.532478835659685
nyp.33433076078934,"Scott, Walter,",The handy volume  Waverly,1877,m,high_male,0.5324714330763185
uc2.ark:/13960/t1hh6dj28,"A. L. O. E.,",The rambles of a rat,1864,f,high_male,0.532350839306075
uc1.$b111157,,To the hustings : | election scenes from English fiction / | $c: H.G. Nicholas.,1956,u,high_male,0.5322627692583339
inu.32000005270824,,"The Abduction, or, The adventures of Major Sarney",1825,u,,0.5322488323837067
uiuo.ark:/13960/t1rf6b62f,"Ollier, Charles,",Ferrers,1842,m,,0.5317261579399695
uc1.32106015431940,"Keates, Jonathan,",Smile please / | $c: Jonathan Keates,2000,m,,0.5315433312648801
mdp.39015041369060,"Everett, Peter",Matisse's war / | $c: Peter Everett.,1997,m,mixed,0.5314552114522894
nyp.33433074892765,"Masefield, John,",A mainsail haul,1905,m,high_male,0.5311388238739345
mdp.39015076156614,"Adeniran, Sade.",Imagine this / | $c: Sade Adeniran.,2007,u,mixed,0.5308149732638282
mdp.39015008910344,"(Herbert George), Wells, H. G.","The invisible man. | a grotesque romance, | $c: by H. G. Wells ...",1924,m,,0.5307019900786838
mdp.39015059414659,"McKenna, Stephen,","The commandment of Moses; | a novel, | $c: by Stephen McKenna.",1923,m,,0.5302119895519632
uc1.$b106091,"Leslie, Doris.",The Peverills / | $c: by Doris Leslie,1946,f,high_female,0.5300884971861127
uc1.32106013098154,,The Oxford book of Hebrew short stories / | $c: edited by Glenda Abramson,1996,u,,0.5299990847906086
uiuo.ark:/13960/t8kd28g17,"Fetherstonhaugh,",Kingsdene,1878,f,high_female,0.5299907982162373
mdp.39015065828926,"Pakenham, Simons.",Pigtails and pernod.,1962,u,,0.5299437859955493
mdp.39015077131541,"Cottam, Francis,",Dark echo / | $c: F.G. Cottam.,2008,m,high_female,0.5298015085874404
uc1.$b251000,"Vaizey, John,",Barometer man / | $c: a novel by John Vaizey.,1966,m,,0.5296202899657814
inu.30000100855364,"Plivier, Theodor,",Berlin | $c: [by] Theodor Plievier; [translated from the German by Louis Hagen],1969,m,high_male,0.5294530722713939
mdp.39015080887147,"Welsh, Irvine.",Reheated cabbage : | tales of chemical degeneration / | $c: Irvine Welsh.,2009,m,,0.5291846180307511
mdp.39015013254548,"Leitch, Maurice,",The hands of Cheryl Boyd and other stories / | $c: Maurice Leitch.,1987,m,,0.5290761333945216
uc1.b3476894,"Braine, John.",Waiting for Sheila / | $c: John Braine.,1976,m,high_female,0.5289007739437772
nyp.33433074937008,"Bateman, J. C.,","The two families; or, The power of religion",1864,f,,0.5287153276498103
mdp.39015059159650,"Parsons, Tony,",The family way / | $c: Tony Parsons.,2004,m,,0.528677584200976
mdp.39015082715627,"Lathrop, John.",The desert contract / | $c: John Lathrop.,2008,m,,0.5284337658865721
inu.39000005523688,"mashhadī. Galīn Khānum,","The wonderful sea horse, | and other Persian tales. | $c: Translated by L.P. Elwell-Sutton; illus. by Neville Main.",1950,u,high_male,0.5282930800379055
inu.30000081609376,"Tomlinson, Dennis C.",The voice of heaven : | Ulbic stories of wise men and heroes / | $c: [Dennis C. Tomlinson].,2005,m,,0.5282351021814837
uc2.ark:/13960/t50g3kq2j,"Mackenzie, Donald A.",Stories of Russian folk-life,1916,m,,0.5281932586397963
nyp.33433074936844,"Barter-Snow, Laura A.","Honor's quest; or, How they came home",1906,f,,0.5281870955933583
mdp.39015054064426,"Himes, Chester B.,",The heat's on | $c: [by] Chester Himes.,1966,m,,0.5281565203019928
uc1.32106013037087,"Gurnah, Abdulrazak,",Admiring silence / | $c: Abdulrazak Gurnah,1996,u,,0.5280400793413749
uiuo.ark:/13960/t3zs3cv3k,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,0.5278201273981855
mdp.39015059168495,"Hill, Susan,",The various haunts of men : | a Simon Serrailler crime novel / | $c: Susan Hill.,2004,f,high_female,0.5277981372704041
mdp.39015017929707,"Hamilton-Paterson, James.",The bell boy / | $c: James Hamilton-Paterson.,1990,m,mixed,0.5276141877408886
mdp.39015025036651,"Croall, James.",Fourteen minutes : | the last voyage of the Empress of Ireland / | $c: James Croall.,1978,m,high_male,0.5271193808602039
uc1.$b242791,"Kelly, Mary,",The spoilt kill.,1961,f,high_female,0.5270307227602433
uc1.$b252101,"Manning, Arthur.",Tainted money.,1963,m,mixed,0.5263012987324718
uc1.32106014786138,"Wurlitzer, Rudolph",Quake / | $c: Rudolph Wurlitzer,1995,m,mixed,0.5261969165545299
mdp.39015047519601,"Petley, Dexter,",Joyride.,1999,m,,0.5261946887247726
uc1.$b312720,"Upward, Edward.",Journey to the border | $c: [by] Edward Upward.,1938,m,,0.5259826056027774
uc2.ark:/13960/t6k07392m,"Barker, Bernard.",Eliot the younger;,1878,m,mixed,0.5259037370854246
mdp.39015040177167,"Headley, Victor",Here comes the bride / | $c: Victor Headley,1997,m,mixed,0.5258999392158812
mdp.39015014872488,"Oberman, Wendy.",Mothers & other loves / | $c: Wendy Oberman.,1989,f,,0.5255658489717575
uc1.b3322649,"Burdett, C. D.,",English fashionables abroad,1827,f,high_female,0.5255011313661156
mdp.39015017748248,"Boylan, Clare.",Concerning virgins : | a collection of short stories / | $c: by Clare Boylan.,1989,f,high_female,0.5254432696176259
uiuo.ark:/13960/t4fn1n48c,"Hatton, Joseph,",Bitter sweets,1865,m,,0.5254203695393803
mdp.39015064983318,"Crofts, Lewis,",The pornographer of Vienna / | $c: Lewis Crofts.,2007,m,,0.5253728516261502
mdp.39015080826236,"Yarwood, Michael.",Voices of yesterday / | $c: by Michael Yarwood.,2009,m,high_male,0.5250988170724067
mdp.39015074796239,"Thackeray, William Makepeace,","The Fitz-Boodle papers, and other sketches",1911,m,,0.5249210757827504
wu.89013829759,"Boothby, Guy,",Uncle Joe's legacy,1902,u,high_male,0.5248229728639049
mdp.39015022267762,"Harrison, Carey.",Cley / | $c: Carey Harrison.,1991,m,,0.5247669623443603
inu.30000111288241,"Rhodes, Danny.",Asboville / | $c: Danny Rhodes.,2006,m,,0.5247142096283386
uc1.$b244982,"Stoll, Dennis Gray,","The dove found no rest, | a novel of peasant India, | $c: by Dennis Gray Stoll ...",1946,m,high_female,0.5243450119038999
uiuo.ark:/13960/t13n2tk4s,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,0.5240708804716159
inu.30000087202325,"Johnson, Jason,",Wound Licker / | $c: Jason Johnson.,2005,m,high_male,0.5240420962893975
mdp.39015008011788,"Maclaren-Ross, J. (Julian),",The funny bone.,1956,m,high_male,0.523617962357506
inu.30000044733792,"Mellah, Fawzi,",Elissa / | $c: Fawzi Mellah ; translated by Howard Curtis.,1990,u,,0.5235408793327638
pst.000014156694,,The Book of the sleuth : | fourteen classic tales of mystery & suspense / | $c: edited by Alan K. Russell.,1986,u,,0.5228438050348602
uc1.b3933598,"Pullar, Philippa,",The shortest journey / | $c: by Philippa Pullar.,1981,f,,0.52275095872214
mdp.39015010551755,"Navarre, Yves,",Sweet tooth / | $c: by Yves Navarre ; translated by Donald Watson.,1976,m,,0.5226878656393689
mdp.39015063761194,"Black, William,",Macleod of Dare,1878,m,,0.5226817699187447
mdp.39015052310482,"Misra, Amaresh.",The minister's wife / | $c: Amaresh Misra.,2002,u,,0.5226741341745028
inu.30000047607704,"Wilson, Colin,",Ritual in the dark / | $c: by Colin Wilson.,1960,m,high_male,0.5225499195268068
uc1.$b243163,"Henderson, Robert,","The enameled wishbone, | and other touchstones.",1964,m,high_male,0.522435871124998
mdp.39015061153113,"Le Sueur, Meridel.",The girl / | $c: Meridel Le Sueur.,1978,f,high_female,0.5220229159027729
uiuo.ark:/13960/t3jw8p60j,"Coleridge, Christabel R.",An English squire,1881,f,mixed,0.5217808797272159
uc1.$b322999,"Hay, Ian.",A safety match / | $c: by Ian Hay [i.e. J. H. Beith].,1923,m,,0.5216262913635566
mdp.39015047667145,"Black, William,",Green pastures and Piccadilly,1877,m,high_female,0.521603337425033
mdp.39015066188932,"Thackeray, William Makepeace,",Works,1883,m,high_male,0.5214756011820191
mdp.39015011518480,"Heeresma, Heere.",A day at the beach; | $c: translated from the Dutch by James Brockway.,1967,u,,0.5209789753205649
mdp.39015040378302,"Gardam, Jane.",Missing the midnight : | hauntings & grotesques / | $c: Jane Gardam.,1997,f,,0.5209369912951392
mdp.39015065597034,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,0.5208795918234435
uc2.ark:/13960/t8qb9xt9n,"Young, Filson,",Titanic,1912,m,high_male,0.5208223357883934
mdp.39015047458388,"Bailey, Paul,",Kitty and Virgil / | $c: Paul Bailey.,1998,m,mixed,0.5207472160203633
uc1.b3123811,"Hood, Tom,",A golden heart,1867,m,high_female,0.520692279033697
uiuo.ark:/13960/t8cg07c40,"Roosevelt, Blanche,",The copper queen,1886,f,high_female,0.5205381078179141
mdp.39015080881223,"Black, Tony.",Gutted / | $c: Tony Black.,2009,m,high_male,0.5201399926066579
mdp.39015062688018,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,high_female,0.5200609075829046
mdp.39015038129477,"Mosley, Nicholas,",Children of darkness and light / | $c: Nicholas Mosley.,1996,m,high_female,0.5200498649922185
wu.89058974940,Ólafur Gunnarsson.,Troll's cathedral / | $c: Ólafur Gunnarsson ; translated from the Icelandic by David McDuff and Jill Burrows.,1996,u,high_male,0.5199355860972069
uc1.$b244106,"Niland, D'Arcy,",The big smoke / | $c: D'Arcy Niland.,1959,u,,0.5196715191521711
mdp.39015016732045,"Pudney, John,",The pick of today's short stories.,1949,m,mixed,0.5196603393108487
uiuo.ark:/13960/t1zc8641b,"Banks, G. Linnaeus",God's providence house,1865,f,mixed,0.5195104875778943
uiuo.ark:/13960/t4cn7mt35,"Chalcraft, Harriette Amiel.",Lucy Aylmer,1857,f,high_female,0.5193179826564289
mdp.39015019773806,"Cole, Barry.",The search for Rita.,1970,m,mixed,0.5189453706514575
uiuo.ark:/13960/t4gm8gc63,Blue Tunic,From the peasantry to the peerage,1860,u,,0.5187685783859234
nyp.33433084128275,"Travers, Graham,","Mona Maclean, medical student;",1898,m,high_female,0.5185414753829503
uc1.b2795239,"Carew, Jan.",The last barbarian / | $c: Jan Carew.,1961,u,mixed,0.5185179661065826
uc1.b4974542,"Molteno, Marion.",A language in common / | $c: Marion Molteno.,1987,u,high_female,0.5184324919594957
uc1.b3331938,,The little merchant,1855,u,high_male,0.5178329136157058
mdp.39015063536133,"Collins, Mortimer,",[Works,1883,m,mixed,0.5175659038493983
uc1.32106007348052,"Forbes, Bryan,",The endless game / | $c: Bryan Forbes.,1986,m,,0.517269472061103
mdp.39015051280033,,Signals -- 3 : | thirty London magazine stories / | $c: selected by Jane Rye and with introduction by Alan Ross.,2001,u,,0.5169548564916522
uc1.32106019491643,"Oulton, Caroline",Unsafe attachments / | $c: Caroline Oulton,2008,f,high_female,0.5168105360701223
uiuo.ark:/13960/t9571xm8q,,Lady Selina Clifford,1851,f,high_female,0.5167493614343484
mdp.39015002711649,"Powys, Theodore Francis,",Captain Patch : | twenty-one stories / | $c: by T.F. Powys.,1935,m,mixed,0.516625293271623
uc2.ark:/13960/t55d8qw45,"Tagore, Rabindranath,",The king of the dark chamber,1914,m,high_female,0.5165388834587508
uc1.$b794304,"Blake, George,",The five arches | [a novel],1947,m,mixed,0.5164548451793695
hvd.hxjg13,"Furbo, Francesco,","Andrew of Padua, the improvisatore",1820,m,,0.5163683561178651
uiuo.ark:/13960/t2s475k5m,"Kevill-Davies, Albert.",Miss Blanchard of Chicago,1892,m,mixed,0.5163474766748002
