htid,author,title,year,authgender,period,diff
mdp.39015030701141,"Kersh, Gerald,",Night and the city.,1946,m,1901-1950,-0.25378671225241495
uc1.$b245069,"Malet, Oriel.","The green leaves of summer, | $c: by Oriel Malet [pseud.]",1950,u,1901-1950,-0.25372938595110756
wu.89005070131,"Gould, Nathaniel,",Breaking the record,1916,m,1901-1950,-0.25316249252707124
nyp.33433075767693,"Whitelaw, David.",MacStodger's affinity;,1906,m,1901-1950,-0.2531624925270712
mdp.39015016434865,"Green, F. L. (Frederick Lawrence),",Clouds in the wind.,1950,m,1901-1950,-0.2531624925270712
uc1.32106005120107,"Conrad, Joseph,","The secret agent, | a simple tale.",1923,m,1901-1950,-0.25240145751946086
umn.31951002096203z,"Moore, Reginald Arthur,",Silence comes after : | twenty-two stories.,1947,m,1901-1950,-0.25195476305847236
njp.32101063607202,"Lawrence, Charles Edward,",Mr. Ambrose,1922,m,1901-1950,-0.25182380444139546
uc2.ark:/13960/t9j38pr1x,"Murray, Hilda Louisa Janey Woulf Murray, Baroness.",Echoes of sport,1910,f,1901-1950,-0.25166099102556977
mdp.39015008402094,"(Colwyn Edward), Vulliamy, C. E.",Edwin & Eleanor : | family documents: 1854-56.,1945,u,1901-1950,-0.25156377150388975
mdp.39015000550809,"Houghton, Claude,","Three fantastic tales, | $c: by Claude Houghton [pseud.] With a frontispiece by John Farleigh, and a preface by Clemence Dane.",1934,m,1901-1950,-0.25145309081766953
nyp.33433075765499,"Vachell, Horace Annesley,",Brothers,1905,m,1901-1950,-0.25141271124973097
uc2.ark:/13960/t1vd6qr18,"Reynolds, Fred,",An absent hero,1914,f,1901-1950,-0.25117836554294426
uc2.ark:/13960/t8x924504,"Vernède, R. E.",The judgement of Illingborough,1908,u,1901-1950,-0.25117836554294415
mdp.39015031310439,"Boas, Louise Schutz,","A great rich man; | the romance of Sir Walter Scott, | $c: by Louise Schutz Boas.",1929,f,1901-1950,-0.25111247202686615
uc1.$b104153,"(John Boynton), Priestley, J. B.",Benighted.,1927,m,1901-1950,-0.25054811344210404
njp.32101074876358,,The New Decameron ...,1919,u,1901-1950,-0.25005448941906805
uc1.b4089288,"(Alan Alexander), Milne, A. A.","Those were the days: | The day's play, The holiday round, Once a week, The sunny side.",1929,m,1901-1950,-0.2500148689828471
mdp.39015039731644,"Mottram, R. H. (Ralph Hale),",Dazzle.,1932,m,1901-1950,-0.24960693697151587
nyp.33433074870514,"Hickey, Emily Henrietta,",Lois,1908,f,1901-1950,-0.24933107490255013
nyp.33433074970611,"Charlton, Randal.",Mave,1906,u,1901-1950,-0.24920836045906025
uc2.ark:/13960/t5v69br7s,"Dickinson, H. N.",The business of a gentleman,1914,u,1901-1950,-0.24917644369797298
uc1.$b244994,"Mackenzie, Compton, Sir,","Figure of eight, | $c: by Compton Mackenzie.",1936,m,1901-1950,-0.24897679998521438
nyp.33433075727499,"Fitz-Maurice, Gabrielle.",Mrs. Fitz-Maurice on leave,1908,u,1901-1950,-0.24888898825356698
mdp.39015063918216,"Fletcher, J. S. (Joseph Smith),","The Kang-he vase, | $c: by J. S. Fletcher.",1925,m,1901-1950,-0.24833157465267508
uc2.ark:/13960/t4rj4bq28,"Caffyn, Kathleen Mannington Hunt.",He for God only,1903,f,1901-1950,-0.24816873472432444
inu.39000001640825,"Doyle, Arthur Conan, Sir,",Tales of adventure and medical life / | $c: A. Conan Doyle.,1920,m,1901-1950,-0.24794250744131435
uc2.ark:/13960/t3rv0kp5g,"Tearle, Christian",The pilgrim from Chicago,1913,m,1901-1950,-0.24793011333347315
mdp.39015002748807,"Hunt, Violet,","The wife of Rossetti; | her life and death, | $c: by Violet Hunt; with thirty illustrations ...",1932,u,1901-1950,-0.24779633091090958
uc2.ark:/13960/t7br8pv5b,"Thomas, Edward,",Rest and unrest,1910,m,1901-1950,-0.24760693697151565
njp.32101066164078,"Laceby, Arthur.",The stage struggles of a bad actor,1904,m,1901-1950,-0.24690271161940286
mdp.39015000550536,"Houghton, Claude,","The passing of the third floor back,",1935,m,1901-1950,-0.24522598459056338
mdp.39015068383564,"Dale, W. V. Y.",I rest my claims.,1948,u,1901-1950,-0.24485103145970466
mdp.39015059389539,"Barber, Margaret Fairless,",The gathering of Brother Hilarius,1902,u,1901-1950,-0.24477674829227047
inu.32000002526954,"Strong, L. A. G. (Leonard Alfred George),",Trevannion / | $c: by L.A.G. Strong.,1948,m,1901-1950,-0.24477674829227036
mdp.39015059414741,"McKenna, Stephen,","Vindication; | a novel, | $c: by Stephen McKenna.",1923,m,1901-1950,-0.24451312459626606
mdp.39015063964228,"Thomson, Basil,","Mr. Pepper, | investigator, | $c: by Basil Thomson.",1925,m,1901-1950,-0.24444238000949037
inu.32000004617686,"Gibbons, Stella,",Bassett / | $c: by Stella Gibbons.,1934,f,1901-1950,-0.24427360363818246
mdp.39015002385790,"Leverson, Ada.",Love's shadow / | $c: by Ada Leverson.,1950,f,1901-1950,-0.24427360363818235
mdp.39015004037472,"Thompson, Flora.",Still glides the stream. | $c: Drawings by Lynton Lamb.,1948,f,1901-1950,-0.24427360363818235
umn.319510020777820,"Oppenheim, E. Phillips (Edward Phillips),",Passers-by.,1924,m,1901-1950,-0.24427360363818218
nyp.33433074928833,"Belloc, Hilaire,","Emmanuel Burden, merchant, of Thames St., in the city of London, exporter of hardware",1904,m,1901-1950,-0.24414159043686223
uc2.ark:/13960/t13n2ck6c,"Quiller-Couch, Arthur,",Hocken and Hunken;,1912,m,1901-1950,-0.24399868954883536
mdp.39015038669662,"Sutcliffe, Halliwell,",The open road,1910,m,1901-1950,-0.24399868954883525
uc1.32106014535824,"Woolf, Virginia,","The death of the moth,",1942,f,1901-1950,-0.24379167592733897
uc1.$b105433,"Stonier, George Walter,",The memoirs of a ghost / | $c: G. W. Stonier.,1947,m,1901-1950,-0.24306148242606118
mdp.39015015186334,"Green, Henry,","Loving, | a novel.",1945,m,1901-1950,-0.24306148242606096
mdp.39015039590446,"Mitchell, James Leslie,",Cloud howe.,1933,m,1901-1950,-0.24265198201656074
mdp.39015058486674,"Strong, L. A. G. (Leonard Alfred George),",English domestic life during the last 200 years; | an anthology selected from the novelists.,1950,m,1901-1950,-0.24255075719623476
uc1.$b244757,"Macaulay, Rose, Dame.","What not, | a prophetic comedy.",1924,f,1901-1950,-0.24251711661223424
uc1.$b244852,"Sitwell, Sacheverell,","Far from my home : | stories, long & short / | $c: by Sacheverell Sitwell.",1931,u,1901-1950,-0.24243452317841224
inu.32000007494240,"James, M. R. (Montague Rhodes),",The collected ghost stories of M.R. James.,1931,u,1901-1950,-0.24222232158690016
uc2.ark:/13960/t1bk1p43x,"Whibley, Charles,",A book of scoundrels,1911,m,1901-1950,-0.24219292423266214
uc1.$b254024,"Harrison, Michael,","Under thirty, an anthology; | $c: edited by Michael Harrison.",1939,m,1901-1950,-0.24205138141596017
mdp.39015030717311,"Tomelty, Joseph.",Red is the port light.,1948,m,1901-1950,-0.24205138141596017
uc2.ark:/13960/t6h12x16q,"Brodie-Innes, J. W.",The tragedy of an indiscretion,1916,u,1901-1950,-0.24162499566226048
uc1.32106019365680,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.24146658609432287
mdp.39015063934395,"Matheson, C. M.",The generation between,1915,u,1901-1950,-0.24129625735986515
mdp.39015008957238,"Jameson, Storm,",The lovely ship.,1927,f,1901-1950,-0.24108519784108096
uc1.$b101909,"Heppenstall, Rayner,",Saturnine / | $c: by Rayner Heppenstall.,1943,u,1901-1950,-0.24077240459741506
uc2.ark:/13960/t4gm87x4d,"Belloc, Hilaire,",Mr. Clutterbuck's election,1908,m,1901-1950,-0.24071038524737776
mdp.39015050556292,"Herbert, A. P. (Alan Patrick),","The old flame, | $c: by A. P. Herbert.",1925,m,1901-1950,-0.24071038524737753
nyp.33433074893052,"Maxwell, Gerald,",The fear of life,1908,m,1901-1950,-0.24063364320296965
mdp.39015010387036,"Winsor, Kathleen.",Forever Amber.,1944,f,1901-1950,-0.24048786952771894
mdp.39015064136289,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The story of Mona Sheehy, | $c: by Lord Dunsany.",1939,m,1901-1950,-0.23977561167031075
uc1.32106019365730,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.23966301173787075
uc1.$b244114,"Mottram, R. H. (Ralph Hale),",Home for the holidays / | $c: by R. H. Mottram.,1932,m,1901-1950,-0.23927360363818245
mdp.39015065370176,"Sutcliffe, Halliwell,",Lasses-love,1919,m,1901-1950,-0.23927360363818234
mdp.39015010366766,"Summers, Montague,",Victorian ghost stories.,1933,u,1901-1950,-0.23900821085686597
uc1.$b301165,"Leslie, Shane,",The Cantab / | $c: Shane Leslie.,1926,u,1901-1950,-0.23889134064124057
mdp.39015048494036,"Dixon, W. Macneile (William Macneile),","Cinderella's garden, | $c: by W. Macneile Dixon, with illustrations by George Morrow.",1927,m,1901-1950,-0.23814747751205634
uc2.ark:/13960/t9q242h30,"Makino, Yoshio,",My idealed John Bullesses,1912,m,1901-1950,-0.23804811344210375
uc2.ark:/13960/t1td9pw00,"Delagreve, C. J.",The curious friends,1918,u,1901-1950,-0.23792951761667708
nyp.33433074920582,"Bailey, H. C.",THe master of gray,1903,m,1901-1950,-0.23790544443420214
uc1.32106005852287,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.23789129716108925
uc1.b3827542,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1927,m,1901-1950,-0.23767662338266565
uc1.b3139721,"Sansom, William,","The body, | a novel.",1949,m,1901-1950,-0.23760693697151547
uc1.b3073043,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.23673737175412424
osu.32435063997621,"Weyman, Stanley John,","Laid up in lavender, | $c: by Stanley J. Weyman.",1927,m,1901-1950,-0.23646704059845847
mdp.39015030113305,"Young, Francis Brett,",The young physician,1919,m,1901-1950,-0.23626030355505678
uc1.b3548451,"Barrie, J. M. (James Matthew),","J.M. Barrie's Peter Pan & Wendy, | $c: retold by May Byron for little people ; with the approval of the author ; pictures by Mabel Lucie Attwell.",1925,m,1901-1950,-0.23606847543305415
wu.89000607614,"Alington, Cyril,",Shrewsbury fables,1922,m,1901-1950,-0.23606847543305387
wu.89006404990,"Orczy, Emmuska Orczy,",The case of Miss Elliott,1909,f,1901-1950,-0.23583323666570538
uc1.$b244543,"Hon., Sackville-West, Edward,",Simpson : | a life.,1931,m,1901-1950,-0.23575954741328276
uc1.31158010982378,"Bennett, Arnold,",Leonora,1910,m,1901-1950,-0.23515634408614006
nyp.33433074857370,"Gaskell, Catherine Milnes.",Old Shropshire life,1904,f,1901-1950,-0.23484097952470717
uc1.b4082652,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,1901-1950,-0.23464397400855286
umn.319510020906512,"Oppenheim, E. Phillips (Edward Phillips),",The great awakening.,1925,m,1901-1950,-0.23464397400855264
mdp.39015000550999,"Houghton, Claude,","Six lives and a book, | by Claude Houghton [pseud.]",1943,m,1901-1950,-0.23464397400855264
nyp.33433076079825,"Von Hutten,",Kingsmead,1919,f,1901-1950,-0.23457191751626277
uc1.$b752378,"Jaques, E. T.",Rambles with an American,1910,u,1901-1950,-0.23440896742836864
mdp.39015001989113,"Sir, Walpole, Hugh,","The thirteen travellers, | $c: by Hugh Walpole.",1934,m,1901-1950,-0.23419230282517434
njp.32101067707461,"Blackwood, Algernon,",The bright messenger,1921,m,1901-1950,-0.23368941119831976
mdp.39015008510227,"(George Bagshawe), Harrison, G. B.","More new tales from Shakespeare, | $c: told by G. B. Harrison ... Illustrated by C. Walter Hodges.",1945,m,1901-1950,-0.23318746131608498
wu.89006531800,"Strang, Herbert.",Humphrey Bold;,1909,m,1901-1950,-0.23290105461857435
uc1.$b803406,"Kilpatrick, Florence A. (Florence Antoinette),","Six marriages, | $c: by Florence A. Kilpatrick.",1937,f,1901-1950,-0.23269465626976127
uc1.$b750777,,English domestic life during the last 200 years : | an anthology selected from the novelists / | $c: by L.A.G. Strong.,1942,u,1901-1950,-0.23249065790174828
uc1.$b243334,"Humphreys, Emyr.",The little kingdom / | $c: by Emyr Humphreys.,1946,m,1901-1950,-0.23249065790174828
mdp.39015049694121,"Nichols, Beverley,",Green grows the city : | the story of a London garden / | $c: Beverley Nichols.,1939,m,1901-1950,-0.23249065790174794
uc2.ark:/13960/t2b858c9p,"Agate, James,",Responsibility;,1919,m,1901-1950,-0.23232915919373787
mdp.39015008877360,"Mackenzie, Compton,",The vanity girl,1920,m,1901-1950,-0.23218140505662227
uc2.ark:/13960/t16m3420t,"Tregarthen, John Coulson,",The story of a hare,1912,m,1901-1950,-0.23208969559220516
uc2.ark:/13960/t5p84hj20,"[Kitchin, Frederick Harcourt]",The lost naval papers,1917,m,1901-1950,-0.23195808200968354
mdp.39015073446208,"Lucas, Barbara,",The trembling of the sea / | $c: by Barbara Lucas.,1936,f,1901-1950,-0.23158751949578726
uc1.b3272213,"Farrar, C.D.",Birdroom and aviary: | trials and triumphs of a Yorkshire parson | $c: by C.D. Farrar.,1927,u,1901-1950,-0.23150524205626133
uc2.ark:/13960/t7br8rp8c,"Tremlett, Horace,",Looking for Grace,1915,f,1901-1950,-0.23094027030484915
uc2.ark:/13960/t0js9km06,"Stern, G. B.",Twos and threes,1916,u,1901-1950,-0.23094027030484898
mdp.39015002713603,"Renault, Mary.",Return to night.,1947,f,1901-1950,-0.23094027030484898
nyp.33433074961578,"Onions, Oliver,",Back o' the moon and other stories,1906,m,1901-1950,-0.23094027030484898
uc1.$b236158,"Davies, Rhys,",Rings on her fingers / | $c: Rhys Davies.,1930,m,1901-1950,-0.23031721734534727
uc2.ark:/13960/t0dv1fp6r,"Acorn, George.",One of the multitude,1911,m,1901-1950,-0.23007446943904808
uc1.b3073048,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.23001434437892287
inu.30000020640763,"Christie, Agatha,",The mysterious Mr. Quin / | $c: Aghatha Christie.,1930,f,1901-1950,-0.22962664140501327
uc2.ark:/13960/t1bk1cf94,"Grier, Sydney C.,",England hath need of thee,1916,m,1901-1950,-0.22916839876553557
uc2.ark:/13960/t4wh2jp9t,"Crofton, Helen Rose Anne Milman,",From the heart of the rose,1901,f,1901-1950,-0.22885693697151588
mdp.39015063753480,"Armstrong, Martin,","The bazaar and other stories, | $c: by Martin Armstrong.",1924,m,1901-1950,-0.22885693697151566
mdp.39015000632110,"Lawrence, D. H. (David Herbert),","The trespasser, | $c: by D. H. Lawrence.",1924,m,1901-1950,-0.22885693697151566
mdp.39015063933264,"Lawler, O'Dermid W.",East London visions,1910,u,1901-1950,-0.22835127354109463
nyp.33433074854609,"Fox-Davies, Arthur Charles,",The Dangerville inheritance,1906,m,1901-1950,-0.22797130944115135
uc1.b3073042,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.22783949511105078
mdp.39015005141190,"(Pelham Grenville), Wodehouse, P. G.",Full moon.,1947,m,1901-1950,-0.22766158178025886
mdp.39015059412513,"Monkhouse, Allan Noble,","Marmaduke, | $c: by Allan Monkhouse.",1924,m,1901-1950,-0.22701870167739807
mdp.39015002753351,"Hon., Sackville-West, Edward,",Simpson : | a life.,1931,m,1901-1950,-0.22656446592904456
uc1.b3578704,"Anstey, F.,",Humour & fantasy ... | $c: by F. Anstey [pseud.],1931,u,1901-1950,-0.22643397474487548
uc1.b4663482,"Grierson, Elizabeth Wilson.",The Scottish fairy book,1918,f,1901-1950,-0.22634256915542367
uc2.ark:/13960/t45q4wg3p,"Catling, Thomas,",The press album,1909,m,1901-1950,-0.22626935735368126
uc1.$b249257,"Birmingham, George A.",Two scamps / | $c: by George A. Birmingham.,1950,m,1901-1950,-0.22622646559104437
uc1.32106019365672,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.22617836554294435
uc1.$b244575,"Raymond, Ernest,","A family that was, | $c: by Ernest Raymond.",1929,m,1901-1950,-0.22604730394399275
uc2.ark:/13960/t18k7667m,"Wales, Hubert.",The spinster,1912,m,1901-1950,-0.22577595105602288
inu.32000000355802,"Young, Francis Brett,",Portrait of Clare. | $c: By Francis Brett Young.,1927,m,1901-1950,-0.22571596593233334
mdp.39015054151397,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.22564432014908564
inu.32000004070688,"Sitwell, Edith, Dame,","I live under a black sun, | a novel | $c: by Edith Sitwell.",1937,f,1901-1950,-0.22555724753052186
mdp.39015010348038,"Darwin, Bernard,",At odd moments;,1941,m,1901-1950,-0.22451911827463178
wu.89098526122,"Steele, Richard,",Toasts rakes and cits,1920,m,1901-1950,-0.22439265125722996
uc1.$b302231,"Harrison, Grace Elizabeth Simon,",Son to Susanna : | the private life of John Wesley / | $c: by G. Elsie Harrison.,1937,f,1901-1950,-0.22427360363818238
uc1.$b300923,"Hopkins, Gerard,",Something attempted / | $c: Gerard Hopkins.,1929,m,1901-1950,-0.22392272644519978
uc1.b4102318,"Lawrence, D. H. (David Herbert),","Pornography and so on, | $c: by D. H. Lawrence.",1936,m,1901-1950,-0.22392272644519967
uc2.ark:/13960/t6736pk76,"Tallents, Stephen George,",The dancer,1922,m,1901-1950,-0.22324796261254137
uc1.b4692439,"Vince, Charles,",Wayfarers in Arcady,1921,m,1901-1950,-0.22303066578507486
uc2.ark:/13960/t77s7m05b,"Cardigan and Lancastre, Adeline Louis Maria de Horsey,",My recollections,1909,f,1901-1950,-0.22248255886206314
nyp.33433074950530,"Hine, Muriel.",The hidden valley,1919,f,1901-1950,-0.22227061410156035
uc1.31822038206421,"Sadleir, Michael,",The anchor,1918,m,1901-1950,-0.22206345871064603
mdp.39015030745551,"Gifford, Humfrey,","A posie of gilloflowers each differing from other in colour and odour, | yet all sweet, | $c: by Humfrey Gifford, gent.",1933,u,1901-1950,-0.22187878163170993
uiug.30112046430838,"Lawrence, D. H. (David Herbert),","The Prussian officer, and other stories, | $c: by D.H. Lawrence.",1932,m,1901-1950,-0.22141646078103966
uc2.ark:/13960/t8hd7rt7p,"Marston, E.",Easy-chair memories and rambling notes,1911,u,1901-1950,-0.22109686985742183
uc1.b3548197,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,1901-1950,-0.22086275092500407
inu.39000003086944,"Cannan, Gilbert,",Pugs and peacocks,1921,m,1901-1950,-0.22033420969878847
mdp.39015078570689,"Fraser, William C.",The yelpin' stane : | stories of Scottish village life / | $c: by William C. Fraser.,1928,m,1901-1950,-0.21999499667300826
mdp.39015014138898,"Huxley, Aldous,",Limbo | $c: [by] Aldous Huxley.,1946,m,1901-1950,-0.21973083077682554
mdp.39015016455787,"Brahms, Caryl,",You were there | $c: [by] Caryl Brahms [pseud.] & S. J. Simon [pseud.],1950,f,1901-1950,-0.21934606740629825
uc2.ark:/13960/t3qv3k86d,"Bailey, H. C.",The fool,1921,m,1901-1950,-0.21891019511687904
inu.39000003355935,"Cross, John Keir,",The other passenger : | 18 strange stories / | $c: by John Keir Cross ; with 8 colour plates by Bruce Angrave.,1944,m,1901-1950,-0.21873369753489608
uc2.ark:/13960/t00z72z0g,"Capes, Bernard Edward Joseph,",Bag and baggage,1913,m,1901-1950,-0.21861534033286034
nyp.33433074870696,"Hill, William Kirkpatrick.","Edwin Trafford, altruist",1908,m,1901-1950,-0.21844027030484897
uc1.$b63937,"Swinnerton, Frank,",The doctor's wife comes to stay.,1949,m,1901-1950,-0.21760693697151556
wu.89094356276,"Herbert, A. P. Sir, (Alan Patrick),",The trials of Topsy.,1928,m,1901-1950,-0.21760693697151556
