htid,author,title,year,authgender,female_category,transit
mdp.39015046879600,"Warner, Alan.",The Sopranos / | $c: Alan Warner.,1998,m,,109.73004466886775
mdp.39015029174540,"Goodman, Martin,",On bended knees / | $c: Martin Goodman.,1992,m,,109.45409768778218
mdp.39015077129537,"Frewin, Anthony,",The Reich stuff / | $c: Anthony Frewin.,2008,m,mixed,109.27976747068035
mdp.39015005658656,"Sillitoe, Alan.",Travels in Nihilon.,1971,m,high_male,109.2719977070794
mdp.39015064948279,"Gardiner, Michael,",Escalator / | $c: Michael Gardiner.,2006,m,mixed,109.07504363001745
uc1.b4095409,"Kennedy, Margaret,",A long week-end / | $c: by Margaret Kennedy.,1927,f,high_female,109.05125408942203
mdp.39015067689664,"Guo, Xiaolu,",A concise Chinese-English dictionary for lovers / | $c: Xiaolu Guo.,2007,u,,108.9910737690217
mdp.39015002743238,"Rose, Geoffrey,",A clear road to Archangel: | a story of 1917. -,1973,m,high_male,108.837614279495
mdp.39015004257146,"Ekwensi, Cyprian.","Restless city and Christmas gold, with other stories / | $c: Cyprian Ekwensi.",1975,m,,108.3323729399562
uc1.32106011414197,"Simenon, Georges,",Madame Maigret's friend / | $c: Georges Simenon ; translated from the French by Helen Sebba,1967,m,high_male,108.3025864126145
mdp.39015053238880,,London tales / | $c: edited by Julian Evans.,1983,u,high_female,108.14433460771023
mdp.39015069332974,"Williams, Niall,",Boy in the world / | $c: Niall Williams.,2007,m,,108.13419364063701
mdp.39015050766685,"Rivas, Manuel,",The carpenter's pencil / | $c: Manuel Rivas ; translated from the Galician by Jonathan Dunne.,2001,m,mixed,107.54689665156873
mdp.39015001171431,"Brown, Michael,",The weaver and the abbey : | the quest for a secret monastery in the Andes / | $c: Michael Brown.,1982,m,,107.50885221971258
mdp.39015029497784,"Millar, George Reid.","Maquis, | $c: by George Millar.",1945,m,high_male,107.36212868349213
mdp.39015030727252,"Comfort, Alex,",Letters from an outpost.,1947,m,high_male,107.34946225871221
mdp.39015008818588,"Sykes, John,",A Japanese family / | $c: by John Sykes.,1957,m,,107.07231073123003
mdp.39015001697328,"Hughes, M. V. (Mary Vivian),","A London family, 1870-1900; | a trilogy | $c: by M. V. Hughes.",1946,f,,106.973058637084
mdp.39015029728089,"Klíma, Ivan.",My golden trades / | $c: Ivan Klíma ; translated from the Czech by Paul Wilson.,1992,m,,106.73328034517996
uc1.b3446055,"Konsalik, Heinz G.,",Front-line theatre / | $c: Heinz G. Konsalik ;translated from the German by Charles Lewis.,1978,m,mixed,106.68912753562154
uiuo.ark:/13960/t54f29n2v,"Marks, Mary A. M.",All the world's a stage,1879,f,mixed,106.52511464991153
mdp.39015028406018,"Beeding, Francis.","The seven sleepers, | $c: by Francis Beeding.",1928,m,,106.48737811371181
mdp.39015059172737,"Ferguson, Alex.",The pineapple king of Jarrow & other stories / | $c: Alex Ferguson.,2004,m,,106.45974047481045
mdp.39015001032708,"Waterhouse, Keith.","Maggie Muggins, or, Spring in Earl's court / | $c: Keith Waterhouse.",1981,m,high_female,106.457370085479
nyp.33433074867494,"Jackson, Wilfrid Scarborough.",Nine points of the law,1903,u,high_male,106.2858091837582
uc1.b4265616,"Sykes, John,",A Japanese family / | $c: by John Sykes.,1957,m,,106.22321526684004
mdp.39015020212307,"Burrows, E.",The triumphs of steam;,1859,f,high_male,106.05859737504971
mdp.39015063348778,"Ismailov, Hamid,",The railway / | $c: Hamid Ismailov.,2006,m,,106.04638225374639
mdp.39015031306197,"Warner, Sylvia Townsend,","Winter in the air, and other stories.",1955,f,,106.02998777536611
mdp.39015039745800,"Tierney, Jane.",Tōbō : | one woman's escape.,1985,f,high_female,105.98031794095382
uc1.$b721006,"Pryce-Jones, Alan,",People in the south | $c: [by] Alan Pryce-Jones.,1932,m,high_female,105.76993216135385
uc1.$b119620,"Rathbone, Julian,",Hand out.,1968,m,,105.70228598810498
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,high_male,105.57364366074594
uc1.b4084813,"Innes, Michael,",The secret vanguard / | $c: by Michael Innes.,1940,m,,105.5065760948114
mdp.39015031222816,"Callow, Philip.",The bliss body.,1969,m,mixed,104.9859731855498
mdp.39015028410010,"Beeding, Francis.",The two undertakers / | $c: by Francis Beeding.,1933,m,mixed,104.76689366160294
uc2.ark:/13960/t6ww7b84s,"Topham, Anne,",Daphne in the Fatherland,1913,f,mixed,104.74919326226157
mdp.39015050291916,"Hopkins, John,",All I wanted was company / | $c: John Hopkins.,1999,m,,104.71018350903347
mdp.39015032438205,"Antunes, António Lobo,",Act of the damned / | $c: António Lobo Antunes ; translated from the Portuguese by Richard Zenith.,1993,u,high_female,104.62281856030373
uiuo.ark:/13960/t95721m3x,"Reid, Mayne,",The child wife,1868,m,,104.56149522938178
uc1.$b104086,"Lanham, Peter.",Blanket boy's moon / | $c: by Peter Lanham  ; based on an original story by A.S. Mopeli-Paulus.,1953,m,high_male,104.46385462845103
uc1.$b684901,"Altman, Phyllis.",The law of the vultures / | $c: by Phyllis Altman.,1954,f,high_male,104.45524319905536
mdp.39015047113249,"Ekman, Kerstin,",Witches' rings / | $c: Kerstin Ekman ; translated by Linda Schenck.,1997,f,,104.34691872244589
uc1.$b105433,"Stonier, George Walter,",The memoirs of a ghost / | $c: G. W. Stonier.,1947,m,high_female,104.2783935168633
mdp.39015082749253,"Finn, Robert.",Underlife : | Adept / | $c: Robert Finn.,2008,m,mixed,103.93940136788174
mdp.39015029517003,"Levy, Deborah.",Swallowing geography / | $c: Deborah Leby.,1993,f,mixed,103.56090177646777
uc1.$b722659,"Buick, Harry Arthur,",The Gringoes of Tepehuanes.,1967,m,high_male,103.47376201034737
uc1.$b244545,"Innes, Michael,",The journeying boy / | $c: by Michael Innes.,1949,m,high_male,103.32027069910923
mdp.39015003976985,"Andrews, Kevin.",The flight of Ikaros; | a journey into Greece.,1959,m,mixed,103.27694970133423
mdp.39015030735503,"Belloc, Hilaire,","But soft-we are observed! / | $c: by Hilaire Belloc, with thirty-seven drawings by G. K. Chesterton.",1928,m,,103.25940558498698
uc2.ark:/13960/t83j3cg3v,"Patterson, J. H.",The man-eaters of Tsavo and other East African adventures,1907,u,,103.1951302348669
uc1.32106011676373,"Doherty, Berlie",The vinegar jar / | $c: Berlie Doherty,1994,u,mixed,103.14770524693107
mdp.39015016452412,"Braithwaite, E. R. (Edward Ricardo)",Choice of straws.,1965,m,mixed,102.92953285827394
mdp.39015037260877,"Price, David,",Alphabet city : | a novel / | $c: by David Price.,1984,m,high_male,102.82587539707313
mdp.39015019555542,"Birtha, Becky,",Lovers' choice.,1988,f,high_female,102.67852735296731
mdp.39015040122403,"Dikobe, Modikwe,",The Marabi dance. -,1973,u,,102.3465543326708
mdp.39015026723000,"Zglinitzki, Helen de,","Death in the morning, | $c: Helen Nicholson (Baroness de Zglinitzki)",1937,f,,102.30397067286174
mdp.39015030855608,"Bates, H. E. (Herbert Ernest),",Sally go round the moon.,1932,m,,102.1763563911311
mdp.39015054057859,"Hart, Kitty.",I am alive.,1961,f,high_female,101.99051488211596
mdp.39015026729890,"Power, Rhoda D",Under Cossack & Bolshevik,1919,f,high_female,101.8741853810544
uiuo.ark:/13960/t3dz0v47h,"Phillpotts, Eden,",Some every-day folks,1894,m,,101.85110338695335
uc1.$b299889,"Courage, James,",The young have secrets : | a novel / | $c: by James Courage.,1954,m,mixed,101.81876260256743
uc1.b4097246,"Rive, Richard,","Emergency, | a novel.",1964,m,,101.78389671613007
mdp.39015058118558,,Going the distance / | $c: edited by Alan Beard.,2003,u,mixed,101.74207346192978
mdp.39015051321019,"Bainbridge, Beryl,",Sweet William / | $c: Beryl Bainbridge.,1975,f,high_female,101.66701631513547
uc1.b3435551,"Storey, David,",Saville / | $c: David Storey.,1976,m,,101.61423681139934
mdp.39015019555567,"Davy, Ross,",Kenzo : | a Tokyo story / | $c: Ross Davy.,1985,m,,101.60427807486631
mdp.39015002381344,"Bentley, E. C. (Edmund Clerihew),","Elephant's work, an enigma.",1950,m,high_male,101.239124703401
inu.30000055651669,"Nkhana, Miriam.",The money road / | $c: Miriam Nkhana.,1996,f,,101.09223567676857
uc1.32106012960461,"Livesey, Margot,",Criminals : | a novel / | $c: by Margot Livesey,1996,f,,101.02991662579696
uc1.b3796911,"Anant, Victor,",The revolving man.,1959,m,,100.85844288317612
mdp.39015077129032,"Fache, Abdulaziz Anako.",The preordained / | $c: Abdulaziz Anako Fache.,2008,u,,100.81774392293043
mdp.39015051363185,"Pyke, Geoffrey.",To Ruhleben--and back;,1916,u,high_male,100.53391661119187
uc1.b5015714,"Robey, George,",An honest living / | $c: by George Robey.,1924,m,,100.4675605703466
nyp.33433075767693,"Whitelaw, David.",MacStodger's affinity;,1906,m,high_male,100.3814495081309
mdp.39015013268829,"Anthony, Michael,",The year in San Fernando. | $c: Introd. by Paul Edwards & Kenneth Ramchand.,1970,m,high_female,100.35785498289955
uc1.$b243098,"Heygate, John, Sir.","Kurumba, | a novel.",1949,m,high_male,100.35300645801112
mdp.39015015453874,"Kharrāṭ, Idwār,",City of saffron / | $c: Edwar al-Kharrat ; translated by Frances Liardet.,1989,u,,100.1482193646597
mdp.39015000545619,"Petry, Ann,",Country place.,1948,f,,99.9687597625742
uc2.ark:/13960/t4sj1fg8f,"Bashford, H. H.",Vagabonds in Périgord,1914,m,mixed,99.88784522641245
mdp.39015005040806,"Faulkner, William,",Pylon / | $c: William Faulkner.,1967,m,high_male,99.70674486803519
uc1.32106018531399,,Afsaneh : | short stories by Iranian women / | $c: edited and translated by Kaveh Basmenji,2005,u,mixed,99.57773996344615
mdp.39015000646805,"Faulkner, William,",Pylon : | a novel / | $c: by William Faulkner.,1935,m,high_male,99.35806894670706
uva.x000676502,"Thornton, Marcellus Eugene.",My  budie  and I,1899,m,,99.32678512305485
mdp.39015048700812,"Carim, Enver.",A dream deferred.,1973,u,,99.14822659876515
uc1.$b103176,"Mitchell, Yvonne.",The bed-sitter / | $c: Yvonne Mitchell.,1959,f,high_female,99.0486720567572
inu.30000103141283,"Kotting, Mark.",Nappy rash / | $c: Mark Kotting.,2005,m,,98.98144896069479
uc1.b3739439,"Zwi, Rose.",Exiles : | a novel / | $c: by Rose Zwi.,1984,f,,98.78866282488534
uc1.32106014707779,"Jergović, Miljenko,",Sarajevo Marlboro / | $c: Miljenko Jergović ; translated from the Bosnian by Stela Tomašević,1997,u,high_male,98.69841465671458
mdp.39015050498776,"Gardam, Jane.",The flight of the maidens / | $c: Jane Gardam.,2000,f,high_female,98.62440396555864
uc2.ark:/13960/t3bz61w0q,"Macfarlan, Alexander.",The inscrutable lovers,1919,m,high_female,98.30872580968159
mdp.39015056210316,"Townsend, Sue.",Number Ten / | $c: Sue Townsend.,2002,f,,98.2680260410269
mdp.39015008727953,"Endō, Shūsaku,",Stained glass elegies : | stories / | $c: by Shusaku Endo ; translated by Van C. Gessel.,1984,m,mixed,98.24504737295435
mdp.39015045695718,"Chamberlain, Lesley.",In a place like that / | $c: Lesley Chamberlain.,1998,u,,98.1344441885383
mdp.39015065134689,"Mrabet, Mohammed,",Love with a few hairs;,1967,m,mixed,98.1076131507805
inu.30000068200595,"Gee, Sue.",Spring will be ours / | $c: Sue Gee.,1995,f,,98.09412165758195
uc1.32106006702077,"Forbes, Colin.",The leader and the damned / | $c: Colin Forbes.,1983,m,,98.07789247594626
inu.39000000674551,"MacCarthy, Mary,",A pier and a band. | $c: With an introductory appreciation by David Garnett.,1950,f,,98.03801424002157
mdp.39015058230999,"Meeks, Brian.",Paint the town red / | $c: Brian Meeks.,2003,m,,97.95964062806124
mdp.39015030913548,"Warburton, Ernest.",Behind Boche bars,1920,m,high_male,97.26898615787505
wu.89016145146,"Black, Jack.","You can't win, | $c: by Jack Black; with a foreword by Robert Herrick.",1927,m,mixed,97.16144633809304
nnc1.cu55085962,,The chronicles of Kartdale,1898,u,high_male,97.05776323451929
mdp.39015053778448,"Jagendorf, Zvi,",Wolfy and the strudelbakers / | $c: by Zvi Jagendorf.,2001,m,high_male,96.98899826288361
mdp.39015024775598,"Dickens, Monica,",Scarred / | $c: Monica Dickens.,1991,f,,96.94084154467255
mdp.39015001075228,"Greig, Francis.",The bite : | and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,96.92847949406512
uc1.$b684919,"Atkins, John,","Rain and the river, | a novel.",1954,m,,96.81617623718375
uc1.$b674881,"Shelley, Gerard",The speckled domes; | episodes of an Englishman's life in Russia.,1925,m,,96.79452548172159
inu.39000005640136,"Greig, Francis.",The bite and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,96.77624063967508
mdp.39015000607815,"Raworth, Tom.",A serial biography.,1969,m,high_male,96.77169621429124
uc1.32106016735224,"McNamee, Eoin,",The blue tango / | $c: Eoin McNamee,2002,u,mixed,96.7555345217437
mdp.39015001531022,"McKee, Ilse,",Tomorrow the world.,1960,f,,96.67120342928374
uiuo.ark:/13960/t1kh19p4h,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,96.60960661775805
uc2.ark:/13960/t3610z158,"Courlander, Alphonse,",Mightier than the sword,1912,m,,96.52182747993362
uc1.b4095578,"Green, Henry,","Party going, | a novel.",1947,m,high_female,96.49275634238846
uc2.ark:/13960/t20c4w069,"Goldring, Douglas,",The permanent uncle,1912,m,,96.42055210672302
uc1.b4508870,"Endō, Shūsaku,","Wonderful fool | $c: [by] Shusaku Endo; a novel, translated from the Japanese by Francis Mathy.",1974,u,mixed,96.41297277204721
mdp.39015055109303,"Stuart, Francis,","Black list, section H / | $c: Francis Stuart.",1971,m,mixed,96.41209283107224
uc1.32106015770412,"Goodwin, Jo-Ann",Danny boy / | $c: Jo-Ann Goodwin,2000,u,,96.34003262207045
mdp.39015046392869,"Ilʹf, Ilʹi͡a,",Diamonds to sit on : | a Russian comedy of errors / | $c: by Ilya Ilf and Eugene Petrov ; translated from the Russian by Elizabeth Hill and Doris Mudie.,1940,u,high_male,96.315422763228
mdp.39015014858552,"Warner, Sylvia Townsend,","A stranger with a bag, | and other stories.",1966,f,,96.26596523578382
inu.30000110565540,"Bowen, Jim W.",Just another mzungu passing through / | $c: Jim Bowen.,2008,m,mixed,96.242917122818
uiuo.ark:/13960/t5q81zc29,"Wynne, Catherine Simpson.",The story of a kiss,1887,f,,96.15384615384616
inu.32000002903799,"Proust, Marcel,",Remembrance of things past / | $c: [Marcel Proust ; translated by C.K. Scott Moncrieff].,1949,m,,95.9530394536321
mdp.39015028409194,"Sembène, Ousmane,","Niiwam ; and, Taaw : | [two novellas] / | $c: Sembene Ousmane.",1992,u,,95.94382183028151
uc1.32106016638337,"Hansson, Carola",Steinhof / | $c: Carola Hansson ; translated by Irene Scobbie,2002,f,,95.94298245614036
mdp.39015053230317,"Wakefield, Tom.","Trixie Trash, star ascending / | $c: Tom Wakefield.",1977,m,high_female,95.82975348622034
mdp.39015066090047,"Hamilton, Hugo.",Last shot / | $c: Hugo Hamilton.,2006,m,high_female,95.6457657149129
uc1.$b703625,"Vilmorin, Louise de,",Julietta / | $c: by Louise de Vilmorin ; [authorised trans. by Alison Brothers].,1952,f,high_female,95.60229445506693
mdp.39015026073620,"Rathnamal, Sita.",Beyond the jungle: | a tale of South India; | $c: illustrated by Robert Micklewright.,1968,u,mixed,95.51428111118783
mdp.39015061542075,"Nemet-Nejat, Murat.",The bridge / | $c: Murat Nemet-Nejat.,1977,u,,95.51098376313276
mdp.39015027338022,"Lomnitz, Alfred.","""Never mind, Mr. Lom!"" or, The uses of Adversity, with illustrations by the author.",1941,m,high_male,95.38206817118382
njp.32101066455278,"Bodkin, M. McDonnell",The quests of Paul Beck,1908,m,high_male,95.36019665391666
uc1.b3123813,"Hood, Tom,",A golden heart,1867,m,high_female,94.80407158539019
uc1.b4362249,"Grynberg, Henryk.","Child of the shadows, | including The grave.",1969,u,,94.66708740927737
inu.32000006722955,"Buchanan, Meriel,","Petrograd, the city of trouble, 1914-1918",1918,u,high_male,94.6271050521251
inu.30000050306194,"Sawaya, Alen.",Domicile of solace / | $c: Alen Sawaya.,1994,m,high_male,94.62054378983107
mdp.39015050017907,"Mercer, Asja.","One woman's war, | $c: by Asja Mercer, in collaboration with Robert Jackson.",1958,u,,94.50421634195988
uc1.32106019391561,"Rohan, Zina,",The officer's daughter / | $c: Zina Rohan,2007,f,high_female,94.18650610109913
uc1.b3810796,"Boyd, Martin,","When blackbirds sing, | a novel.",1962,m,mixed,93.93668080609415
mdp.39015060459230,,'Blackwood' tales from the outposts ...,1932,u,high_male,93.70624745063886
uc1.b4974562,"Potter, Dennis.",Ticket to ride / | $c: Dennis Potter.,1986,m,,93.41825902335457
uc1.$b119560,"Barwin, Victor.",Millionaires and tatterdemalions; | stories of Jewish life in South Africa.,1952,m,,93.32296411509832
uiuo.ark:/13960/t2h70sq7q,"Gibbon, Charles,",Of high degree,1883,m,mixed,92.96457385703377
inu.30000107316949,"Abdolah, Kader,",My father's notebook / | $c: Kader Adbolah ; translated from the Dutch by Susan Massotty.,2006,u,mixed,92.9394471051259
mdp.39015048888138,"Lynch, Malcolm.",The streets of Ancoats.,1985,m,high_male,92.93371834445219
mdp.39015004264944,"Upward, Edward.","The railway accident, and other stories.",1969,m,high_male,92.76534536850772
inu.32000000952236,"Cowan, Lore.",Children of the Resistance: | the young ones who defied the Nazi terror.,1968,f,,92.62475396549728
mdp.39015049863890,"Katiyo, Wilson.",A son of the soil / | $c: Wilson Katiyo.,1976,m,high_male,92.62216544235069
njp.32101068177078,"Drury, W. P.",Bearers of the burden,1904,u,high_male,92.61709446943635
uc1.$b783870,"Greenwall, Harry J. (Harry James),",Such is life / | $c: Harry J. Greenwall.,1948,m,mixed,92.51579148854718
mdp.39015015527248,"Ashford, Kent.",The Singalong tribe / | $c: Kent Ashford.,1986,m,,92.41406062818743
uc1.b4097323,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The last revolution, a novel.",1951,m,high_female,92.23300970873787
uc1.$b244777,"Stuart, Francis,",The pilgrimage.,1955,m,mixed,92.12438839642148
