htid,author,title,year,authgender,female_category,urban_global_fraction
mdp.39015014942588,"Forster, Margaret,",Have the men had enough? : | a novel / | $c: by Margaret Forster.,1989,f,high_female,0.3391304347826087
mdp.39015033161558,"Bordeaux, Henry,",A mind awakened,1915,m,high_female,0.3391304347826085
mdp.39015063994258,"Galt, John,",Stanley Buxton;,1832,m,,0.3390804597701149
mdp.39015030855376,"Barstow, Stan,",A season with Eros; | short stories.,1971,m,,0.3389830508474576
uc1.$b168142,"Holthusen, Hans Egon,",The crossing; | $c: translated by Robert Kee and Susi Hughes.,1959,m,,0.3389830508474576
uiuo.ark:/13960/t21c2pn1g,"Collins, Wilkie,",The moonstone,1868,m,mixed,0.3389830508474576
uc1.32106005649857,"Klíma, Ivan.",My merry mornings : | stories from Prague / | $c: by Ivan Klíma ; translated by George Theiner.,1985,m,,0.3389830508474576
uc2.ark:/13960/t1dj5hp5s,"Broughton, Rhoda,",Dear Faustina,1897,f,high_female,0.3389830508474576
mdp.39015047773414,"Cook, David,",Missing persons : | a novel / | $c: by David Cook.,1986,m,high_female,0.3389121338912134
uc1.b3327179,"Roberts, Morley,",The reputation of George Saxon,1892,m,high_male,0.3388888888888888
nyp.33433082120548,"Louvet de Couvray, Jean-Baptiste,",The amours of the Chevalier de Faublas,1898,m,,0.3388429752066116
uc1.b3321286,"Cooper, Thomas,",Wise saws and modern instances,1845,m,high_male,0.3387978142076502
mdp.39015030760345,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,mixed,0.3387978142076502
uc1.32106015768440,"Russell Taylor, Elisabeth, ",Will Dolores come to tea? / | $c: Elisabeth Russell Taylor,2000,f,high_female,0.3387755102040816
njp.32101064789652,"Picken, Andrew,",The dominies legacy,1830,m,,0.3387096774193548
nyp.33433081852653,"James, Henry,",Washington Square ; The Pension Beaurepas ; A bundle of letters,1881,m,high_female,0.3386727688787186
uiuo.ark:/13960/t0dv26t3k,"Wood, Kate,",Sir Cyrus of Stonycleft,1867,f,,0.3384615384615385
uiuo.ark:/13960/t9086nf4x,"Gissing, Algernon,",A masquerader,1892,m,mixed,0.3384615384615385
nnc1.1002365359,"Sinclair, Catherine,",Modern flirtations,1841,f,,0.3384615384615384
nyp.33433074946967,"Cobb, Thomas,",Mr. Passingham,1899,m,,0.3384615384615383
mdp.39015002661265,"Bowen, Elizabeth,","A day in the dark, | and other stories.",1965,f,high_female,0.3383838383838384
uiuo.ark:/13960/t7hq4bq34,"Hamley, W. G.",The house of Lys,1879,u,,0.3383838383838383
uc2.ark:/13960/t1sf2nz58,"Marriott, Charles,",The column,1901,m,,0.3383458646616542
uc2.ark:/13960/t4fn1267r,"Hine, Muriel.",April Panhasard,1913,f,mixed,0.3383458646616541
uc1.b4449967,"Epstein, Seymour,",The successor / | $c: Seymour Epstein.,1962,m,,0.3383084577114428
uc1.$b119758,"Jacot de Boind, Bernard Louis,",The tulip tree: | a novel | $c: by B. L. Jacot.,1967,m,mixed,0.3383084577114427
inu.30000055995835,"Verdelle, A. J.",This rain coming / | $c: A. J. Verdelle.,1995,f,,0.3383084577114427
nyp.33433074944301,"Cox, George Valentine,",Jeannette Isabelle,1837,m,,0.3382352941176471
uc1.$b397607,"Rey, Henri François.",The mechanical pianos. | $c: Translated from the French by Peter Wiles.,1965,u,,0.3382352941176471
uiuo.ark:/13960/t9g45bv5n,"Reade, Charles,",A terrible temptation,1871,m,,0.3382352941176471
uiuo.ark:/13960/t0dv21x0d,"Jephson, R. Mounteney",The girl he left behind him,1876,m,,0.3382352941176471
mdp.39015062626398,"Rawle, Graham.",Woman's world : | a novel / | $c: Graham Rawle.,2005,m,mixed,0.338235294117647
njp.32101067646032,"Hofland,",William and his Uncle Ben,1829,f,high_male,0.338235294117647
uiuo.ark:/13960/t1rf6b62f,"Ollier, Charles,",Ferrers,1842,m,,0.338235294117647
mdp.39015063749637,"Crawford, F. Marion",An American politician,1884,m,mixed,0.3381294964028776
mdp.39015057600408,"McEwen, Todd.",Who sleeps with Katz? / | $c: Todd McEwen.,2003,m,high_male,0.3381014304291287
inu.30000027212327,"Power, M. S.,",Crucible of fools / | $c: M.S. Power.,1991,u,mixed,0.3380281690140845
uc1.b3325626,"Marsh-Caldwell, Anne,",Two old men's tales,1834,f,,0.3380281690140845
uiuo.ark:/13960/t5m90sg4k,"Oliphant,",Harry Muir,1853,f,,0.3380281690140845
uc1.32106017645752,"More, Veronica",Into the rising sun / | $c: Veronica More,2005,f,,0.3379310344827587
mdp.39015063932456,"Lyons, A. Neil",Simple Simon,1914,m,,0.3379310344827587
mdp.39015017425524,"Winder, Robert.",The marriage of time & convenience / | $c: Robert Winder.,1994,m,,0.3379310344827585
wu.89092544279,"Lucas, E. V. (Edward Verrall),","Encounters and diversions, | $c: by E. V. Lucas.",1930,m,,0.3378378378378379
uc2.ark:/13960/t4qj7c31z,"Conway, Hugh,","At what cost, and other stories",1885,m,,0.3378378378378379
inu.30000027270366,"Freemantle, Brian.","Clap hands, here comes Charlie / | $c: Brian Freemantle.",1991,m,high_male,0.3378378378378378
mdp.39015061562594,"Barnes, Betsey.",Unforgiving heights / | $c: Betsey Barnes.,2003,f,,0.3378378378378378
inu.30000007265501,"Braddon, M. E.",Eleanor's victory,1863,f,high_female,0.3378378378378378
njp.32101068142304,"Wordsworth, Elizabeth,",Thornwell Abbas,1876,f,,0.3378378378378378
uc1.$b792447,"Enright, D. J. (Dennis Joseph),","Heaven knows where, | a novel.",1957,m,high_male,0.3377483443708611
hvd.hnp65z,"Smallwood, Edward.","Manuella, the executioner's daughter",1837,m,mixed,0.337748344370861
mdp.39015013790400,"O'Flaherty, Liam,",Insurrection.,1950,m,,0.3377483443708609
mdp.39015063920576,"Jewsbury, Maria Jane,",The three histories,1830,f,,0.3376623376623377
uiuo.ark:/13960/t6xw4ws68,"Conway, Hugh,",Bound together,1884,m,,0.3376623376623377
mdp.39015053230010,"Ulasi, Adaora Lily.",Many thing you no understand.,1970,f,high_male,0.3376623376623377
nyp.33433074954516,,The cruelest wrong of all,1862,u,,0.3376623376623376
inu.30000037367020,"Edwards, Nicky.",Stealing time / | $c: Nicky Edwards.,1990,m,high_female,0.3376623376623376
uc1.$b391720,"Audemars, Pierre.",A thorn in the dust.,1967,m,,0.3376623376623376
uiuo.ark:/13960/t7tm7kq3x,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,0.3376623376623376
mdp.39015063548252,"Barr, Robert,","From whose bourne, etc",1893,m,,0.337620578778135
uiuo.ark:/13960/t9w09r522,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,0.3374999999999999
uiuo.ark:/13960/t3320m00p,"Tabor, Eliza.",A double wedding,1888,f,,0.3374999999999999
uc1.32106002032487,"McEwan, Ian.","In between the sheets, and other stories / | $c: Ian McEwan.",1978,m,,0.3374999999999999
mdp.39015079340884,"Rogers, John.",Marriage secrets / | $c: John Rogers.,2008,m,,0.3374999999999999
mdp.39015060659714,"Swarup, Vikas.",Q and A / | $c: Vikas Swarup.,2005,u,mixed,0.3374485596707818
nyp.33433074951371,"Dalton, James,",The gentleman in black,1831,m,high_male,0.3374233128834356
inu.30000005351618,"Trollope, Anthony,",The warden,1894,m,,0.3374233128834356
njp.32101068176278,"Cartwright, Robert,",Ambrose the sculptor,1854,f,,0.3373493975903615
nyp.33433075742191,"Reynolds, Beatrice.",My first season,1864,f,,0.3373493975903615
uiuo.ark:/13960/t4xh06m7c,"Meteyard, Eliza,",The Lady Herbert's gentlewomen,1862,f,high_female,0.3373493975903614
mdp.39015080823209,"James, Eloisa.",Duchess by night / | $c: Eloisa James.,2009,f,high_female,0.3373493975903613
uc2.ark:/13960/t7rn3286j,"Holl, Henry.",The golden bait,1871,m,,0.3373493975903613
uiuo.ark:/13960/t0ks6zj9c,"Bothmer, Marie,",Aut Caesar aut nihil,1883,f,high_female,0.3372781065088758
nyp.33433076087901,"Irving, Washington,",Tales of a traveller,1824,m,,0.3372781065088757
uc2.ark:/13960/t3tt4h93j,"Scott, Jane Jobson,",The skeleton in the cupboard,1860,f,,0.3372093023255814
mdp.39015014135506,"Morrison, Nancy Brysson.","The other traveller, | a novel.",1957,f,,0.3372093023255814
uc2.ark:/13960/t83j3b321,,The amulet,1865,u,,0.3372093023255813
mdp.39015054151454,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,0.3371868978805397
inu.30000110611484,"Collins, Warwick.",F-woman / | $c: Warwick Collins.,2009,m,,0.3371428571428571
uc2.ark:/13960/t2j67bc22,"Blessington, Marguerite,",The memoirs of a femme de chambre,1846,f,high_female,0.3370786516853933
uiuo.ark:/13960/t7rn3hh5k,"Black, Clementina.",Orlando,1880,f,high_female,0.3370786516853932
uc1.32106012161714,"Fenton, Kate",Lions and liquorice / | $c: Kate Fenton,1995,f,,0.337037037037037
uc1.32106018997434,"McAuliffe, Nichola",A fanny full of soap : | the story of a West End musical / | $c: Nichola McAuliffe,2007,f,,0.3370370370370369
mdp.39015024991708,"West, Morris,",The ringmaster.,1991,m,mixed,0.3370044052863437
uiuo.ark:/13960/t7np2f47t,"Dunn, George.",Red cap and blue jacket,1894,m,,0.3369565217391305
uc2.ark:/13960/t8mc8xq2z,"Kingsley, Charles,",Two years ago,1893,m,,0.3369565217391305
uc2.ark:/13960/t93776x58,"Middleton, Richard,",The ghost-ship,1912,m,high_male,0.3369565217391304
nyp.33433074951827,"Cunningham, H. S.",Late laurels,1864,m,mixed,0.336898395721925
uc2.ark:/13960/t3mw2hz91,"Speilmann, M. H.,",My son and I,1908,f,,0.3368421052631579
nyp.33433076043482,"Rose, Héloïse Durant.",A ducal skeleton,1899,m,mixed,0.3367875647668394
uc2.ark:/13960/t87h1h26q,"Sutherland, Joan,",The edge of empire,1916,f,,0.3367768595041322
mdp.39015065135637,"Lengyel, József,",Prenn drifting: | a novel; | $c: translated from the Hungarian by Ilona Duczynska.,1966,u,high_male,0.3367697594501718
mdp.39015026073620,"Rathnamal, Sita.",Beyond the jungle: | a tale of South India; | $c: illustrated by Robert Micklewright.,1968,u,mixed,0.336734693877551
mdp.39015064544821,"Hofland,",Tales of the Priory,1820,f,high_female,0.336734693877551
mdp.39015070756120,"Johnston, Jennifer,",Foolish mortals / | $c: Jennifer Johnston.,2007,f,,0.336734693877551
mdp.39015008468202,"Brome, Vincent,",The way back; | the story of Pat O'Leary.,1958,m,high_male,0.3366197183098591
uc1.32106011190763,"Ellroy, James,",L.A. confidential / | $c: James Ellroy,1994,m,,0.3365650969529086
uc1.$b120255,"Lane, Margaret,",The day of the feast: | a novel.,1968,f,,0.3365384615384616
uc1.b5171132,"Huré, Anne,",The Word made Flesh: | a novel; | $c: translated from the French by Emma  Craufurd.,1967,f,high_female,0.3363636363636363
uc1.b3327366,"Merriman, Henry Seton,",The money-spinner,1897,f,high_female,0.3363636363636363
wu.89057817041,"Lindgren, Torgny,","In praise of truth : | the personal account of Theodore Marklund, picture-framer / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.",1994,u,high_female,0.3363636363636363
uc1.$b86445,"Elvin, Harold,",A cockney in Moscow.,1958,m,high_male,0.3363363363363363
uc1.b3339479,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,mixed,0.3363309352517985
mdp.39015046867852,"Rushdie, Salman.",The satanic verses / | $c: Salman Rushdie.,1989,m,,0.336283185840708
uc1.b4104692,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_female,0.3362831858407079
uc2.ark:/13960/t8jd4zv1w,"Martin, Frederick Townsend,",Things I remember,1913,m,,0.3362445414847162
inu.32000013013240,"Trollope, Anthony,",Sir Harry Hotspur of Humblethwaite,1877,m,mixed,0.3361702127659574
uc2.ark:/13960/t58c9t304,"Randolph,",Woodroffe,1883,f,,0.3360655737704918
mdp.39015030147337,"Kirst, Hans Hellmut,",The Fox of Maulen; | $c: translated from the German by J. Maxwell Brownjohn.,1968,m,high_male,0.3360655737704918
mdp.39015015528881,"Berberova, Nina Nikolaevna.",The revolt / | $c: Nina Berberova ; translated from the Russian by Marian Schwartz.,1989,f,,0.3360655737704917
uiuo.ark:/13960/t9w09qv52,"Walker, George,",The three Spaniards,1832,m,,0.3359999999999999
mdp.39015061141506,"Martín Gaite, Carmen.",Living's the strange thing / | $c: Carmen Martín Gaite ; translated by Anne McLean.,1996,f,mixed,0.3358778625954198
pst.000017803342,"Auchincloss, Louis.",Skinny island : | more tales of Manhattan / | $c: Louis Auchincloss.,1987,m,,0.3358490566037735
uc1.$b794739,"Frankau, Gilbert,","The dangerous years; | a trilogy, | $c: Gilbert Frankau.",1937,m,mixed,0.3358208955223881
uc1.b3475708,"Forbes, Bryan,",The rewrite man / | $c: Bryan Forbes.,1983,m,,0.3358208955223881
inu.32000001390089,"Vidal, Gore,","Washington, D.C.",1967,m,mixed,0.3358070500927644
uiuo.ark:/13960/t4cn7mt35,"Chalcraft, Harriette Amiel.",Lucy Aylmer,1857,f,high_female,0.3357664233576641
uc1.$b323011,"Belloc, Hilaire,","The hedge and the horse, | $c: by Hilaire Belloc; with forty illustrations by G.K. Chesterton.",1936,m,,0.335593220338983
uc1.32106008874247,"Burgh, Anita,",The azure bowl : | daughter of a granite land / | $c: Anita Burgh,1989,f,high_female,0.3355704697986578
inu.39000001640825,"Doyle, Arthur Conan, Sir,",Tales of adventure and medical life / | $c: A. Conan Doyle.,1920,m,,0.3355704697986577
uc1.$b703806,"Groussard, Serge,",The woman with no past.,1954,m,,0.3355263157894738
mdp.39015020729664,,The comforters.,1957,u,high_female,0.3355263157894737
njp.32101072577735,"Martineau, Harriet,",Illustrations of taxation,1824,f,,0.3355263157894737
uiuo.ark:/13960/t5db8q110,"Williams, F.,","The secret marriage, or, Contrasts in life",1855,u,,0.3354838709677419
uc1.32106005224586,"Barnes, Julian.",Metroland / | $c: Julian Barnes.,1980,m,high_female,0.3354838709677418
uiuo.ark:/13960/t73v04r0s,"Norris, W. E.",Matthew Austin,1894,f,mixed,0.3354430379746835
njp.32101068166030,"Chatterton, Georgiana,","Aunt Dorothy's tale, or, Geraldine Morton",1837,f,high_female,0.3354430379746835
mdp.39015064690491,"Duncan, Glen,",The bloodstone papers / | $c: Glen Duncan.,2006,m,mixed,0.3353783231083845
uc2.ark:/13960/t0cv4d948,"Deeping, Warwick,",A woman's war;,1907,m,high_female,0.3353658536585366
mdp.39015077636275,"Green, James,",Bad Catholics / | $c: James Green.,2008,m,,0.3353293413173652
uc1.32106012770910,"Gale, Patrick,",Dangerous pleasures : | a decade of stories / | $c: Patrick Gale,1996,m,high_female,0.3353293413173652
mdp.39015080831632,"Ishiguro, Kazuo,",Nocturnes : | five stories of music and nightfall / | $c: Kazuo Ishiguro.,2009,m,,0.3351648351648351
uc1.b3269005,"Dàuli, Gian,","The wheel turns, | $c: translated by Bernard Miall.",1937,u,high_female,0.3351351351351351
uiuo.ark:/13960/t09w13v7r,,Wedded life in the upper ranks,1831,u,,0.3351063829787233
uc1.b4974559,"Plater, Alan,",Misterioso / | $c: Alan Plater.,1987,m,,0.3350785340314136
mdp.39015059168735,"Ghosh, Amitav.",The hungry tide / | $c: Amitav Ghosh.,2004,u,mixed,0.335064935064935
mdp.39015037400606,"Symons, Arthur,",The collected works of Arthur Symons.,1924,m,high_female,0.3350253807106598
njp.32101063579898,"Alexander, L. C.",The book of ballynoggin,1902,u,high_male,0.334975369458128
njp.32101073479972,"Francillon, R. E.",Strange waters,1878,f,,0.3349282296650718
mdp.39015060618629,"James, Siân.",Summer shadows / | $c: Siân James.,2004,u,,0.3349282296650717
mdp.39015049550224,"Jenkins, Robin,",Poor Angus / | $c: Robin Jenkins.,2000,f,high_female,0.3349282296650717
mdp.39015066896880,"Tennant, Emma.",The French dancer's bastard / | $c: Emma Tennant.,2006,f,high_female,0.3348623853211008
mdp.39015039573152,"Humphreys, Henry Noel,",Stories by an archæologist and his friends,1856,m,mixed,0.3348214285714285
mdp.39015004270404,"O'Faoláin, Seán,",Selected stories of Sean O'Faolain.,1978,m,mixed,0.3347368421052632
uc2.ark:/13960/t80k28q48,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,0.3344947735191637
uc2.ark:/13960/t7br8r429,"Maxwell-Scott, Mary Monica,","Madame Elizabeth de France, 1764-1794",1908,f,high_female,0.3343949044585987
uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",The unforgotten prisoner / | $c: R. C. Hutchinson.,1983,u,high_male,0.3343949044585987
hvd.hwadam,"Scott, Walter,",The Waverley novels,1829,m,high_male,0.3343373493975903
mdp.39015059414659,"McKenna, Stephen,","The commandment of Moses; | a novel, | $c: by Stephen McKenna.",1923,m,,0.3342541436464088
mdp.49015000357567,"Desai, Anita,",Baumgartner's Bombay / | $c: Anita Desai.,1988,f,high_male,0.3339805825242718
uc1.b3339465,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,mixed,0.3339587242026266
uc2.ark:/13960/t6zw1br9t,"Coulevain, Pierre de.",The unknown isle,1911,m,high_female,0.3337004405286344
uc1.b3311933,"Symons, Arthur,",The collected works of Arthur Symons.,1924,m,high_female,0.3333333333333334
uc1.b5034683,"Roberts, Charles G. D.,",The ledge on Bald Face,1918,m,high_male,0.3333333333333334
mdp.39015030712072,"Sinclair, Andrew.",The Raker / | $c: Andrew Sinclair.,1964,m,high_male,0.3333333333333334
hvd.32044086799103,"Ollier, Charles,","Inesilla, or The tempter",1824,m,,0.3333333333333334
mdp.39015030728268,"Caspary, Vera,",Evvie.,1973,f,mixed,0.3333333333333334
inu.39000008990975,"Baum, Vicki,",Central stores / | $c: Vicki Baum.,1940,f,high_female,0.3333333333333334
njp.32101025796077,"Smollett, T.",[Smollett's novels],1894,m,high_male,0.3333333333333334
uc1.b4949010,"Shadbolt, Maurice.",Strangers and journeys.,1972,m,high_male,0.3333333333333334
mdp.39015053748094,"Kenworthy, Christopher.",The quality of light / | $c: Christopher Kenworthy.,2001,m,,0.3333333333333334
nnc1.1002365308,"Sinclair, Catherine,",Modern flirtations,1841,f,,0.3333333333333334
mdp.39015060017921,"Brandt, William,",The book of the film of the story of my life / | $c: William Brandt.,2003,m,,0.3333333333333334
mdp.39015046802446,"Hartley, L. P. (Leslie Poles),",My fellow devils.,1951,m,,0.3333333333333334
mdp.39015063914819,"Banim, Michael,",Irish tales,1866,m,,0.3333333333333334
nyp.33433074835434,"Benedict, Clare.",European backgrounds,1912,u,,0.3333333333333333
wu.89038451712,"Mason, Gertrude.","New life for old clothes, | $c: by Gertrude Mason...With 190 drawings by Kathleen Mann.",1943,f,high_male,0.3333333333333333
mdp.39015005584647,"Brown, Christy,",A promising career / | $c: Christy Brown.,1982,u,high_female,0.3333333333333333
njp.32101067707347,"Blackmore, R. D.","Erema, or, My father's sin",1877,m,,0.3333333333333333
mdp.39015002385790,"Leverson, Ada.",Love's shadow / | $c: by Ada Leverson.,1950,f,,0.3333333333333333
mdp.39015012305259,"Stuckenberg, Viggo Henrik Fog,",By the wayside;,1917,u,high_male,0.3333333333333333
mdp.39015048877891,"Nelson, Michael.","Knock or ring, | a novel.",1957,m,high_male,0.3333333333333333
mdp.39015016732045,"Pudney, John,",The pick of today's short stories.,1949,m,mixed,0.3333333333333333
uc2.ark:/13960/t3jw8844m,"Stephens, Robert Neilson,","Captain Ravenshaw, or, The maid of Cheapside",1901,m,mixed,0.3333333333333333
uiuo.ark:/13960/t7cr6b55s,"Knight, Legh.",Tonic bitters,1868,u,,0.3333333333333333
uc1.b4393843,"Lavin, Mary,","A memory, and other stories",1972,f,,0.3333333333333333
nyp.33433074970686,"Chatterton, Georgiana,",The heiress and her lovers,1863,f,,0.3333333333333333
mdp.39015024076070,"Godden, Rumer,",The fairy doll / | $c: illustrated by Adrienne Adams.,1956,f,high_female,0.3333333333333333
uiuo.ark:/13960/t5q81zg6k,"Tinsley, Lily.",In the ring,1886,f,mixed,0.3333333333333333
uc2.ark:/13960/t9862rx2r,"MacDonald, George,",Phantastes,1874,m,high_male,0.3333333333333333
