htid,author,title,year,authgender,female_category,urban_metric_global_frac
uiuo.ark:/13960/t7vm4j87s,"Chatterton, Georgiana,",Country coteries,1868,f,high_female,1.0830608646800048
uc1.32106011608509,"McCabe, Pat,",The dead school / | $c: Patrick McCabe,1995,u,mixed,1.0830598095349822
uc1.$b389728,"Duncan, Ronald,",A kettle of fish | $c: [by] Ronald Duncan.,1971,m,mixed,1.0828600384130385
wu.89055051759,"Doorly, Eleanor.",The radium woman : | a youth edition of the life of Madame Curie / | $c: by Eleanor Doorly ... and woodcuts by Robert Gibbings.,1940,f,high_female,1.0826209068940726
mdp.39015034428741,"De Botton, Alain.","The romantic movement : | sex, shopping and the novel / | $c: Alain de Botton.",1994,m,high_female,1.0824487554608284
njp.32101067630614,"Forrester,",The light of other days,1894,f,high_female,1.0821276279720462
uiuo.ark:/13960/t1kh13n2m,"Roosevelt, Blanche,",The copper queen,1886,f,high_female,1.0819831735994374
mdp.39015031693701,"Williams-Ellis, Clough, Sir,",The adventure of building : | being something about architecture and planning for intelligent young citizens and their backward elders / | $c: by Clough Williams-Ellis; with drawings by Geoffrey Robson.,1946,u,,1.081401879812542
uc2.ark:/13960/t2h70c474,"Friswell, J. Hain",Diamonds and spades;,1858,m,,1.0812585718759928
uiuo.ark:/13960/t0ft9464s,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,1.0812273310040112
uiuo.ark:/13960/t8x92ph7m,"Caffyn, Mannington,",A yellow aster,1894,f,high_female,1.0810532674488567
mdp.39015011877555,"Kuznet͡sov, Ėduard.",Russian novel / | $c: Edward Kuznetsov ; translated by Jennifer Bradshaw.,1986,u,mixed,1.0808382736784414
uiuo.ark:/13960/t04x5t50d,"MacDonald, George,",The vicar's daughter,1872,m,high_female,1.0806314806011916
mdp.39015002204744,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,1.080358559884841
uc2.ark:/13960/t04x5ms7c,"Norway, Arthur H.",The government official,1887,f,high_male,1.0799151808891931
uc1.32106008277110,"Beidao,",Waves : | stories / | $c: by Bei Dao ; edited with an introduction by Bonnie S. McDougall ; translated by Bonnie S. McDougall and Susette Ternent Cooke.,1987,u,high_male,1.0797790313400604
uc1.32106015858761,"Beauvoir, Simone de,",A very easy death; | $c: translated [from the French] by Patrick O'Brian,1966,u,high_female,1.0796270300259594
uc1.$b243560,"O'Faoláin, Seán,",Midsummer night madness : | and other stories / | $c: Seán O'Faoláin ; with an introd. by Edward Garnett.,1932,u,,1.0794442404734164
uiuo.ark:/13960/t9z03d97g,"Besant, Walter,",The golden butterfly,1876,m,,1.0793081509777318
uc1.$b392090,"Canning, Victor.",The python project.,1967,m,high_male,1.079188493943417
mdp.39015028919572,"Tizón, Héctor.",The man who came to a village / | $c: Héctor Tizón ; translated by Miriam Frank.,1993,u,high_female,1.0789836525093017
mdp.39015063201548,"Moorcock, Michael,",The vengeance of Rome / | $c: Michael Moorcock.,2006,m,,1.0789463903472782
mdp.39015031332862,"Beresford, J. D.",Goslings,1913,m,high_female,1.0787891196800412
mdp.39015030845740,"Bacon, Walter.",The last experiment / | $c: Walter Bacon.,1974,m,,1.0784462058080722
uc1.$b299663,"Borden, Mary.",Jane-- our stranger : | a novel / | $c: by Mary Borden.,1923,f,high_female,1.0783893800167899
mdp.39015012418243,"Aksenov, Vasiliĭ,",A starry ticket.,1962,u,,1.0777938670026252
njp.32101064789926,"Pickering, Ellen,","The prince and the pedlar, or, The siege of Bristol",1839,f,high_male,1.0775681694401384
mdp.39015050470502,"Greenlaw, Lavinia,",Mary George of Allnorthover / | $c: Lavinia Greenlaw.,2001,f,high_female,1.077124082258271
wu.89087899456,"Beresford, J. D.",The early history of Jacob Stahl,1911,m,,1.0763550222726361
mdp.39015062821890,"McCall Smith, Alexander,","One city / | $c: Alexander McCall Smith, Ian Rankin, Irvine Welsh ; with an introduction by J.K. Rowling ; foreword by Lesley Hinds.",2005,m,,1.0760412423100358
mdp.39015065677026,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,1.075989592206283
mdp.39015000607021,"Orwell, George,","Keep the aspidistra flying,",1936,m,,1.0759615920724146
uc1.32106019839627,,"Wrongteous : | with 11 stories, 48 plates many in colour / | $c: edited by Leo Fitzmaurice & Paul Rooney",2008,u,,1.074356027573197
mdp.39015056825758,"Sibal, Nina.",Yatra : | the journey / | $c: Nina Sibal.,1987,f,,1.0740407647890011
mdp.39015004272384,"Beauvoir, Simone de,",When things of the spirit come first : | five early tales / | $c: Simone de Beauvoir ; translated by Patrick O'Brian.,1982,u,high_female,1.0737552146610017
inu.30000041558622,"Quantrill, Malcolm,",Gotobedlam / | $c: Malcolm Quantrill.,1962,m,mixed,1.0736378533550623
uc1.b4281548,"Nizan, Paul.",The conspiracy / | $c: Paul Nizan ; translated by Quintin Hoare ; with an afterword by Jean-Paul Sartre.,1988,m,,1.0731345966297101
mdp.39015029551986,"Djaman, Noor.",Campus drama : | a contemporary novel / | $c: Noor Djaman.,1992,u,,1.072539059049102
uc2.ark:/13960/t73t9h02h,"Foran, W. Robert",The border of Blades,1916,m,high_male,1.0723814216449814
uc1.b3321970,"Coleman, John,",The rival queens,1887,m,mixed,1.0723351435125679
uc1.b3468424,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,1.0721387559889572
mdp.39015078783324,"Hall, Catherine.",Days of Grace / | $c: Catherine Hall.,2009,f,high_female,1.0721054547048257
mdp.39015029185181,"Davie, Elspeth.",Coming to light / | $c: by Elspeth Davie.,1989,f,,1.0716125437060746
inu.39000003273724,"MacInnes, Colin.",City of Spades.,1957,m,mixed,1.0712240090280902
uc1.$b243507,"O'Connor, Patrick Fitzgerald.","Not in my house, | a novel.",1951,m,,1.0708079189055804
mdp.39015018614969,"Schmidt, Michael,",The love of strangers / | $c: Michael Schmidt.,1989,m,,1.0700048866726202
inu.30000109969711,"Russell, Craig,",Brother Grimm / | $c: Craig Russell.,2006,m,mixed,1.069661109831761
uc1.b4410360,"Higgins, Aidan,","Asylum, and other stories / | $c: [by] Aidan Higgins.",1978,m,,1.0695598425514206
umn.31951002077786s,"Oppenheim, E. Phillips (Edward Phillips),",As a man lives.,1926,m,,1.0694506054935096
mdp.39015031228722,"Davies, W. H.",A weak woman,1911,m,high_female,1.068716882623442
uc1.$b794585,"Fienburgh, Wilfred.",No love for Johnnie.,1959,m,,1.068396152213424
mdp.39015076147670,"Kāniṭakara, Hemanta,",Taking a chance / | $c: V.P. (Hemant) Kanitkar.,2008,u,high_female,1.0681828607451407
uc1.$b244926,"Spewack, Samuel,",The busy busy people / | $c: by Samuel Spewack.,1949,m,,1.0676703954711138
inu.39000000650783,"Nwokolo, Chuma.",The extortionist / | $c: Chuma Nwokolo.,1983,u,high_male,1.0676227024026474
inu.30000082369228,,Libyan stories : | twelve short stories from Libya / | $c: edited by Ahmed Fagih.,2000,u,high_male,1.067564288049545
inu.30000107316949,"Abdolah, Kader,",My father's notebook / | $c: Kader Adbolah ; translated from the Dutch by Susan Massotty.,2006,u,mixed,1.06746268983539
mdp.39015013301679,"Billington, Rachel.",Occasion of sin / | $c: Rachel Billington.,1982,f,high_female,1.0674357560907923
uiuo.ark:/13960/t8hd8g29v,"Roy, Gordon.",His cousin Adair,1891,f,,1.0674218128249735
njp.32101068971058,"Kavanagh, Julia,","Seven years, and other tales",1860,f,,1.066747608557426
mdp.39015045695924,"Gébler, Carlo,",W9 & other lives / | $c: Carlo Gébler.,1998,m,,1.0664626596339186
mdp.39015031227997,"Davie, Elspeth.",Climbers on a stair / | $c: Elspeth Davie.,1978,f,,1.066058455238226
uc1.b3322647,"Burdett, C. D.,",English fashionables abroad,1827,f,high_female,1.0660410870791897
mdp.39015015329116,"Brookner, Anita.",Lewis Percy / | $c: Anita Brookner.,1989,f,,1.0658660406594573
uiuo.ark:/13960/t4xg9x52w,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,1.0658388138640797
mdp.39015076846149,"Cacucci, Pino,",Without a glimmer of remorse / | $c: Pino Cacucci ; illustrated by Flavio Costantini.,2006,u,high_male,1.0657526124938541
uc1.b4097323,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The last revolution, a novel.",1951,m,high_female,1.0655346634574525
mdp.39015018496359,"Nizan, Paul.",The conspiracy / | $c: Paul Nizan ; translated by Quintin Hoare ; with an afterword by Jean-Paul Sartre.,1988,m,,1.064249609896664
mdp.39015000676653,"Silkin, Jon.",The peaceable kingdom.,1954,m,high_male,1.0637956416374486
mdp.39015063748001,"Black, William,",White heather,1885,m,,1.0636838465317116
mdp.39015031228250,"Dawson, Jennifer.",A field of scarlet poppies / | $c: [by] Jennifer Dawson.,1979,f,,1.0636091037924718
uc1.$b119742,"Ford, John,",The blue comedian; | a novel.,1968,m,,1.0634570247767512
uc1.$b244144,"Murry, John Middleton,","The voyage, | $c: by John Middleton Murry.",1924,m,,1.0633946248242114
nyp.33433068197874,"Bennett, Charles H.","The fables of Aesop and others, translated into human nature",1857,m,high_male,1.0629899468192001
mdp.39015061327717,"North, Sam.",Unnumbered / | $c: Sam North.,2004,m,high_female,1.062739603348218
inu.30000045089632,"Macgoye, Marjorie Oludhe.","Victoria ; and, Murder in Majengo / | $c: Marjorie Oludhe Macgoye.",1993,f,high_female,1.0625113286477945
mdp.39015008542618,"Bowen, Elizabeth,",The heat of the day.,1947,f,mixed,1.0621558601084837
mdp.39015014134723,"Newby, P. H. (Percy Howard),",Ten miles from anywhere | & other stories.,1958,m,,1.0614853088422214
umn.31951p00009051h,"Vassanji, M. G.",The gunny sack / | $c: M.G. Vassanji.,1989,u,,1.061118218988562
mdp.39015050556680,"Higgins, Aidan,","Asylum, and other stories / | $c: [by] Aidan Higgins.",1978,m,,1.0602982570914037
uc1.b3545676,,Transatlantic stories : | selected from the Transatlantic review / | $c: with an introduction by Ford Madox Ford.,1926,u,mixed,1.0599701753314064
mdp.39015063268448,"Pullinger, Kate.",A little stranger / | $c: Kate Pullinger.,2006,f,,1.0599211218783404
uc1.$b312336,"Quennell, Peter,","The phoenix-kind, | a novel | $c: by Peter Quennell ...",1931,m,,1.0592449188177526
uiuo.ark:/13960/t8rb7pw6r,"Strange, Calthorpe.",Two worlds of fashion,1872,u,,1.0592095952724816
uc2.ark:/13960/t3fx7513k,"Cournos, John,",The wall,1921,m,,1.0588149598085028
mdp.49015001327015,"Coulter, Stephen,",Damned shall be desire; | the passionate life of Guy de Maupassant.,1958,m,mixed,1.0576776653954114
mdp.39015055048741,"Leitch, David.",Family secrets / | $c: David Leitch.,1984,m,,1.057436515899797
mdp.39015059979099,"Grunberg, Arnon.",Phantom pain / | $c: by Arnon Grunberg ; translated from the Dutch by Sam Garrett.,2003,u,high_female,1.0569219090395336
nyp.33433075904908,"Reade, Charles,",Singleheart and Doubleface;,1884,m,high_female,1.056680427284169
mdp.39015029172643,"Stuart, Alexander,",Tribes / | $c: Alexander Stuart.,1992,m,,1.0566694392937352
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,high_female,1.0566227483348452
mdp.39015017652390,"Milne, Ewart,",Drums without end : | short stories mainly about the Spanish Civil War / | $c: Ewart Milne.,1985,m,mixed,1.0562198565346392
uiuo.ark:/13960/t6j10nk07,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,1.0558370095982936
uc1.$b57087,"Mottram, R. H. (Ralph Hale),","The apple disdained, | a story.",1928,m,high_female,1.0556003504893916
mdp.39015058120448,,Uncut diamonds : | a selection of new writing / | $c: edited by Maggie Hamand.,2003,u,,1.0555952001846782
mdp.39015029276758,,"Fabulous tricks : | stories by gay men / | $c: edited by David Rees, Peter Robins, and Dave Royle.",1992,u,,1.055452933310956
mdp.39015026867310,"Lao, She,","Heavensent, | $c: by Shu She-yu.",1951,u,mixed,1.0549475443269185
uc1.31158004587340,"Andom, R.,",The identity exchange;,1902,u,mixed,1.0539662940715973
mdp.39015020677434,"Dick, Philip K.",The man in the high castle / | $c: by Philip K. Dick.,1975,m,high_male,1.0536154468967651
uc1.b4954689,"Konsalik, Heinz G.,",The heart of the 6th army / | $c: Heinz G. Konsali,1977,m,high_male,1.0535055571888883
uc1.b4084788,"Viscount Samuel, Samuel, Edwin,","My friend Musa, and other stories.",1963,m,,1.0528896695660543
uc1.32106011785422,"Sanza, Silvia.",Twice real / | $c: Silvia Sanza.,1993,f,,1.052687367697336
mdp.39015030354404,"Gobineau, Marcel,",Stephanie / | $c: Marceline Gobineau ; translated from the French by Jocasta Innes.,1974,u,high_female,1.0521606488793154
mdp.39015030855376,"Barstow, Stan,",A season with Eros; | short stories.,1971,m,,1.051370889014798
mdp.39015030947660,"Brooke-Rose, Christine,",Go when you see the green man walking.,1970,f,,1.0513640074129083
mdp.39015020716190,"Coast, John",Railroad of death. | $c: Cover designed by J. Strickland Goodall.,1947,m,high_male,1.0505930654015478
uiuo.ark:/13960/t71v6158f,"Jolly, Emily.",Bond and free,1860,f,mixed,1.0504156946506082
uc1.b3548241,"Dowson, Ernest Christopher,",Dilemmas,1913,m,mixed,1.049380116526741
uiuo.ark:/13960/t9280q47h,"Gambier, James W.",Swifter than a weaver's shuttle,1887,m,,1.0493709136455418
inu.30000039954809,"Bold, Alan Norman,",East is west : | a novel / | $c: Alan Bold.,1991,m,mixed,1.0493400083628255
mdp.39015019555567,"Davy, Ross,",Kenzo : | a Tokyo story / | $c: Ross Davy.,1985,m,,1.0489009670483753
uc1.b4091143,"Hopkins, Kenneth.",The girl who died / | $c: Kenneth Hopkins.,1955,m,mixed,1.048666369474158
mdp.39015002717059,"Richler, Mordecai,",A choice of enemies / | $c: Mordecai Richler.,1957,m,,1.0481167654264303
mdp.39015059246804,"Jacobson, Dan.",All for love / | $c: Dan Jacobsen.,2005,m,,1.0477464095265066
uiuo.ark:/13960/t53f53t6c,"Daniel, Mackenzie,",The student's wife,1852,f,high_female,1.04773458425719
mdp.39015000576945,"Heym, Stefan,","Shadows and lights, | eight short stories.",1963,m,mixed,1.0475042414589097
inu.32000009107717,"Hughes, M. V. (Mary Vivian),",A London home in the nineties | $c: [by] M. Vivian Hughes.,1937,f,,1.0473448018293279
uiuo.ark:/13960/t7dr3gb3w,"Norway, Arthur H.",The government official,1887,f,high_male,1.047331111605534
mdp.39015011542118,"Keery, Sam,",The streets of Laredo.,1986,m,high_male,1.047174901044415
mdp.39015012414994,"Wettach, Adrien,","Grock, king of clowns, | $c: by Grock [pseud.] edited by Ernst Konstantin, translated by Basil Creighton.",1957,m,high_male,1.047118695996627
inu.32000011310887,"Tolstoy, Leo,",My husband and I;,1887,m,,1.0464473006520372
uc1.32106006167297,"Fitzgerald, F. Scott (Francis Scott),",The Bodley Head Scott Fitzgerald / | $n: Scott Fitzgerald with an introd. by J.B. Priestley.,1963,m,mixed,1.046403515126078
mdp.39015029507251,"Ginzburg, Natalia.",Dear Michael : | a novel / | $c: Natalia Ginzburg ; translated by Sheila Cudahy.,1975,f,,1.0453101794758384
uc1.31158002716636,"Berg, Frithjuv,",Swedish fairy tales,1907,u,,1.0451690015682074
njp.32101066120070,"Boswell, Thomas Alexander.",Recollections of a pedestrian,1826,m,mixed,1.0447637325601782
mdp.39015020642511,"O'Faoláin, Seán,",Teresa and other stories.,1947,m,,1.0447325787050117
uc1.$b299542,"Agate, James,","Gemel in London, | $c: by James Agate.",1928,m,,1.0441397104144445
uc1.32106009833739,"Nin, Anaïs,",Collages.,1964,f,,1.0440632188263808
nyp.33433074870266,"Hamel, Felix John.","Harry Roughton, or, Reminiscences of a revenue officer",1859,m,,1.0439947997472596
mdp.39015021968550,"Heyward, DuBose,",Porgy.,1953,m,mixed,1.043963296380083
mdp.39015026729890,"Power, Rhoda D",Under Cossack & Bolshevik,1919,f,high_female,1.0437780064313218
wu.89002047405,"Leasor, James.","Boarding party / | $c: James Leasor ; with a foreword by Admiral of the Fleet, the Earl Mountbatten of Burma.",1978,m,high_male,1.0435708266510744
mdp.39015011299693,"Cooke, Alistair,",Christmas Eve; | $c: illustrated by Marc Simont.,1952,u,high_male,1.0434662297106536
mdp.39015030386992,"Tagore, Rabindranath,",Hungry stones,1916,m,mixed,1.042918561592617
mdp.39015033516314,"Abernethy, Cecil.",Mr. Pepys of Seething Lane.,1974,m,,1.0426483538082867
mdp.39015001068413,"Walker, David Esdaile,",Operation Amsterdam.,1980,m,,1.0424509596932128
uiuo.ark:/13960/t6h13np7s,"Smart, Hawley,",Tie and trick,1885,m,high_male,1.042301095501802
mdp.39015018913924,"Shakespeare, Nicholas,",The vision of Elena Silves / | $c: Nicholas Shakespeare.,1989,m,,1.0420856680606354
mdp.39015082722334,"Briggs, James.",The baby / | $c: James Briggs.,2008,m,high_female,1.0419551586705473
mdp.39015034429038,"Long, Earl G.",Consolation / | $c: Earl G. Long.,1994,m,,1.0407241176661681
uc2.ark:/13960/t4pk07g42,"Crawford, F. Marion",A tale of a lonely parish,1886,m,,1.0407013108432186
mdp.39015059421993,"[Jameson, Annie Edith Foster]","The of Mr. Tubbs,ba story of a knight without armour",1918,f,,1.0402201530249553
mdp.39015002752965,"Hon., Sackville-West, Edward,","Mandrake over the water-carrier, | a recital,",1928,m,mixed,1.0401246694864124
mdp.39015031227575,"Davies, Rhys,",Honeysuckle girl / | $c: Rhys Davies.,1975,m,high_female,1.0397342387131951
uc1.32106014536228,,Don't bet on the prince : | contemporary feminist fairy tales in North America and England / | $c: [edited by] Jack Zipes.,1986,u,high_female,1.039473708314533
mdp.39015056224192,"Thapa, Manjushree.",The tutor of history / | $c: Manjushree Thapa.,2001,u,,1.03943781223385
uc2.ark:/13960/t6h12x84w,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,1.0387771761370077
uc1.32106015520437,"Woolf, Virginia,",Jacob's room.,1960,f,,1.0384154943567836
nyp.33433074855069,"Gallichan, Walter M.",Like stars that fall,1895,m,high_female,1.0383337680036089
uc1.b3872908,"Han, Suyin,",... and the rain my drink.,1956,u,,1.0380423532849599
mdp.39015055804275,"Brookner, Anita.",The next big thing / | $c: Anita Brookner.,2002,f,,1.0379986576743176
mdp.39015016452909,"Balchin, Nigel,",In the absence of Mrs. Petersen.,1966,m,high_female,1.0378811648029151
uiuo.ark:/13960/t3805gj3d,"Gore,",The diary of a désennuyée,1836,f,,1.0372738755379491
mdp.39015002609223,"Moravia, Alberto,","More Roman tales, | $c: by Alberto Moravia [pseud.] Selected and translated by Angus Davidson.",1963,m,high_female,1.0368808536210072
uc2.ark:/13960/t2b85575q,"Oliphant,",Harry Muir,1853,f,,1.036465396882238
mdp.39015004270404,"O'Faoláin, Seán,",Selected stories of Sean O'Faolain.,1978,m,mixed,1.0364000184547797
mdp.39015078770156,"Scudamore, James,",Heliopolis / | $c: James Scudamore.,2009,m,,1.0362315083529492
mdp.39015046867852,"Rushdie, Salman.",The satanic verses / | $c: Salman Rushdie.,1989,m,,1.0359111109521861
mdp.39015022004983,"Dyer, Geoff.",But beautiful : | a book about jazz / | $c: Geoff Dyer.,1991,m,high_male,1.0358198974695327
mdp.39015066411953,"Miller, Miranda,",Loving Mephistopheles / | $c: Miranda Miller.,2007,f,high_female,1.0357429504436833
