htid,author,title,year,authgender,female_category,urban_metric_gb_frac
uc1.32106010068143,"Miller, David,",True points : | eight prose texts 1981-1987 / | $c: David Miller.,1992,m,mixed,1.9467029553509745
uc1.$b104482,"Young, Francis Brett,",Blood oranges / | $c: Francis Brett Young ; [drawings by Albert Edward Berbank].,1932,m,mixed,1.9466427235578836
uc1.31822035047430,"Bilbo, Jack,",I can't escape adventure | $c: [by] Jack Bilbo [pseud.],1937,m,high_male,1.9429365008075443
uc1.$b703632,"Morand, Paul,","Europe at love,",1926,m,mixed,1.9421156595694362
mdp.39076002869522,"Hacikyan, A. J. (Agop Jack),",The lamppost diary / | $c: Agop J. Hacikyan.,2009,m,high_male,1.9396690329991975
uc1.32106013799215,"Okri, Ben",Songs of enchantment / | $c: Ben Okri,1993,m,,1.9359633787543413
uc1.b3475735,"Harvey, J. R. (John Robert)",The plate shop / | $c: [by] John Harvey,1979,m,high_male,1.935110369888054
uc2.ark:/13960/t45q4tq9w,"Ransome, Arthur,",The soldier and death,1920,m,high_male,1.9304470466251629
mdp.39015061467661,"Davidsen, Leif,",Lime's photograph / | $c: Leif Davidsen ; translated from the Danish by Gaye Kynoch.,2002,m,,1.9300956646259027
mdp.39015016424627,"Henrey, Robert, Mrs.,",Madeleine grown up.,1953,f,mixed,1.9283756945845747
mdp.39015033964035,"Valenzuela, Luisa,",Bedside manners / | $c: Luisa Valenzuela.,1994,f,high_female,1.928233028557302
inu.30000057588091,"Royle, Nicholas,",Saxophone dreams / | $c: Nicholas Royle.,1996,m,,1.9268059249091976
mdp.39015025221402,"Feinstein, Elaine.",Loving Brecht / | $c: Elaine Feinstein.,1992,f,,1.9266519736112842
mdp.39015030159027,"Aveline, Claude,",The passenger on the U; | $c: translated by Mervyn Savill.,1968,m,,1.9257816257558416
mdp.39015082691091,"Woolfson, Esther.",Piano angel / | $c: Esther Woolfson.,2008,f,,1.9173448289424662
mdp.39015069302597,"Harris, Joanne,",The lollipop shoes / | $c: Joanne Harris.,2007,f,,1.9150003542839762
mdp.39015024986732,"Poliakoff, Stephen,",Close my eyes / | $c: Stephen Poliakoff.,1991,m,high_female,1.9084012530957508
njp.32101068598281,"Ford, Ford Madox,",The queen who flew,1894,m,high_female,1.9080084884168127
mdp.39015009007900,"Manning, Olivia.",The play room.,1969,f,high_female,1.904211345323954
uc1.32106012238371,"Stangerup, Henrik",Snake in the heart : | a novel / | $c: Henrik Stangerup ; translated from the Danish by Anne Born,1996,u,mixed,1.9038107990783195
mdp.39015046880368,"Singh, Ajay,","Give 'em hell, Hari / | $c: Ajay Singh.",1998,u,high_male,1.9009490956724577
mdp.39015008794425,"Brecht, Bertolt,",Threepenny novel. | $c: Translated by Desmond I. Vesey. Verses translated by Christopher Isherwood.,1972,u,,1.9002697848051113
mdp.39015025157804,"Edgell, Zee.",In times like these / | $c: Zee Edgell.,1991,f,high_female,1.8989365927925852
inu.30000126981145,"May, Katherine.",Burning out / | $c: Katherine May.,2009,f,high_female,1.8986964417474026
uc1.b2794678,"Borrelli, Mario,","A street lamp and the stars, | the autobiography of Don Borrelli of Naples, | $c: written with the help of Anthony Thorne.",1963,m,high_male,1.897626939421104
mdp.39015040376280,"Reed, Jeremy",Dorian / | $c: Jeremy Reed,1997,m,high_male,1.8963172908852388
uc1.32106014295098,"Reed, Jeremy",Dorian / | $c: Jeremy Reed,1997,m,high_male,1.8954328348666067
inu.30000044867673,"Abrahams, Peter,",Mine boy / | $c: Peter Abrahams ; illustrated by Ruth Yudelowitz.,1975,m,high_female,1.893626526283338
uc1.b4949010,"Shadbolt, Maurice.",Strangers and journeys.,1972,m,high_male,1.8898584552867943
pst.000068121068,"Ballard, J. G.,",Crash / | $c: J.G. Ballard.,1975,m,,1.8894416428802159
uc2.ark:/13960/t4qj79244,"Sewell, Anna,",Black Beauty,1877,f,high_male,1.8868444090999503
mdp.39015042556616,"Gilbert, Stephen,",Ratman's notebooks.,1968,m,high_male,1.8835145354030425
uc1.b4358582,"Hindus, Maurice Gerschon,",We shall live again,1939,m,high_male,1.8830835347746304
mdp.39015056754214,"Bird, Robert Montgomery,",Cortes,1835,m,,1.8800329599028023
mdp.39015000607815,"Raworth, Tom.",A serial biography.,1969,m,high_male,1.875780198334085
mdp.39015002287590,"MacLean, Alistair,",Circus / | $c: Alistair MacLean.,1975,m,high_male,1.8737539830338208
mdp.39015082751846,"Walden, Celia.",Harm's way / | $c: Celia Walden.,2008,f,high_female,1.8733941623302743
mdp.39015078805390,"Smith, Tom Rob.",The secret speech / | $c: Tom Rob Smith.,2009,m,mixed,1.8729980705702682
mdp.39015012847250,"Han, Suyin,","Destination Chungking, | $c: an autobiography by Han Suyin.",1942,u,high_male,1.8708032832924293
mdp.39015050478109,"Spinney, Laura.",The doctor / | $c: Laura Spinney.,2001,f,mixed,1.8706875602278374
mdp.39015040178975,"Williams, N. D. (Noel D.),",Prash and Ras / | $c: N.D. Williams.,1997,m,mixed,1.8701395875049123
mdp.39015009167241,"Tert͡s, Abram,",The Makepeace experiment / | $c: Translated by Manya Harari.,1965,m,high_male,1.8697776440143445
mdp.39015058455778,"Molesworth,",The boys and I;,1883,f,,1.8694705484006169
mdp.39015011501684,"Desai, Anita,",Games at twilight ; and other stories / | $c: Anita Desai.,1978,f,high_male,1.8693282097570862
mdp.39015014622016,"Moorcock, Michael,",The sword of the dawn / | $c: Michael Moorcock.,1977,m,high_male,1.866808241232352
inu.30000041996913,,The Dedalus book of Portuguese fantasy / | $c: edited by Eugňio Lisboa & Helder Macedo ; translated by Margaret Jull Costa.,1995,u,mixed,1.8628516030508857
mdp.39015080819553,"Okri, Ben.",Tales of freedom / | $c: Ben Okri.,2009,m,high_male,1.8604262223171273
uc1.32106008017268,"Fuller, Roy,",Image of a society / | $c: Roy Fuller ; new introduction by Jeremy Lewis.,1987,m,high_male,1.8596338895276288
inu.32000005557592,"Burke, Thomas,","Dark nights, | $c: by Thomas Burke.",1944,m,high_male,1.8596158751994962
mdp.39015029925651,"Tabucchi, Antonio,",Indian nocturne / | $c: Antonio Tabucchi ; translated from the Italian by Tim Parks.,1988,m,,1.8568627886893696
uc1.b3762720,"Debray, Régis.","The frontier; | and, A with-it young man; | $c: translated by Louis Allen.",1968,u,,1.854458361480973
mdp.39015000614423,"Smith, Anthony,",Sea never dry.,1958,m,high_male,1.8540413015342385
mdp.39015000612864,"Middleton, Osman Edward.",A walk on the beach | $c: [by] O. E. Middleton.,1964,m,,1.8537873512605425
uc2.ark:/13960/t2p55g671,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,1.8510273899036525
uc1.$b704633,"Mallea, Eduardo,",Chaves and other stories. | $c: Translated from the Spanish by Maria Mercedes,1970,m,,1.8493156724729134
mdp.39015061139039,"Martines, Lauro.",Loredana : | a Venetian tale / | $c: Lauro Martines.,2004,m,,1.8489650823669148
uc1.$b111967,"Benson, E. F. (Edward Frederic),","The male impersonator, | $c: by E. F. Benson.",1929,m,high_female,1.8483022291484923
mdp.39015064690475,"Warner, Alan.",The worms can carry me to heaven / | $c: Alan Warner.,2006,m,high_female,1.8418809333490183
mdp.39015082751119,"Addonia, Sulaiman S. M. Y.",The consequences of love / | $c: Sulaiman S.M.Y. Addonia.,2008,u,high_male,1.841840025259215
uc1.b3346079,"Blight, Leslie,",Love and idleness.,1958,m,,1.8388859807931912
mdp.39015078794370,"Wilson, Robert,",The ignorance of blood / | $c: Robert Wilson.,2009,m,mixed,1.8373958770328214
wu.89080350002,"Enquist, Anna.",The secret / | $c: Anna Enquist ; translated by Jeannette K. Ringold.,2000,f,high_female,1.8369463081938258
njp.32101073695114,"Kennedy, Bart,",The German danger,1914,m,high_male,1.836719692752892
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,high_male,1.836129315934725
wu.89015218159,"Gore, Stuart,","Australians, go home!",1958,m,high_male,1.834441497353581
uc1.$b555999,"Irwin, E. W. (Edward Way).","No longer innocent, | $c: by E.W. Irwin and Ivan Goff.",1933,m,high_male,1.8341318171063712
mdp.39015021991388,"Lively, Penelope,",City of the mind / | $c: Penelope Lively.,1991,f,mixed,1.8321469084950666
uiuo.ark:/13960/t1bk1nv9t,"Disraeli, Benjamin,",The wondrous tale of Alroy,1833,m,mixed,1.8321150380802977
njp.32101075688976,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,1.8305396535176723
mdp.39015019623761,"Lynch, Malcolm.",The kid from Angel Meadow.,1989,m,high_female,1.8298552075299321
mdp.39015084093916,"Mina, Denise.",Still midnight / | $c: Denise Mina.,2009,f,high_male,1.8262741533559939
mdp.39015000651573,"Niebuhr, Barthold Georg,",The Greek heroes,1910,u,mixed,1.8260114057946144
uc1.32106014786138,"Wurlitzer, Rudolph",Quake / | $c: Rudolph Wurlitzer,1995,m,mixed,1.823922406677252
pst.000049733785,"Laurie, Peter.",Mauby's big adventure / | $c: by Peter Laurie ; illustrated by H. Ann Dodson.,2000,m,high_male,1.82115070293777
mdp.39015029187476,"Bracewell, Michael,",The conclave / | $c: Michael Bracewell.,1992,m,mixed,1.8205281892343044
njp.32101067301109,"Hamilton, Cosmo,",The infinite capacity,1910,m,,1.817073706168828
njp.32101074257377,"Graham, Stephen,",A vagabond in the Caucasus,1915,m,mixed,1.8169256147181896
mdp.39015056186672,"Habila, Helon,",Waiting for an angel / | $c: Helon Habila.,2002,f,,1.8166703968283269
uc2.ark:/13960/t12n51x90,"Harvey, T. Edmund",Poor Raoul & other fables,1905,m,high_male,1.815182753754693
nyp.33433074929146,"Bowen, Marjorie,",A moment's madness;,1908,f,high_male,1.811297420256846
wu.89094607942,"Warren, Edward Perry,","Alcmaeon, Hypermestra, Caeneus",1919,m,high_male,1.8110253458947414
uc2.ark:/13960/t3125st0s,"Harris, Edwin.",William d'Albini,1901,u,high_male,1.809864251856422
mdp.39015034995848,"Griffiths, Janette.",The singing house / | $c: Janette Griffiths.,1995,f,,1.8089800961517137
uc1.$b244762,"McClure, Jane,",The sandwiches are waiting & other stories.,1955,f,high_female,1.8084809505786774
uc1.$b301217,"McArthur, Alexander, of Glasgow.",No mean city : | a story of the Glasgow slums / | $c: by Alexander McArthur (of Glasgow) and H. Kingsley Long.,1935,m,,1.8067493654154834
mdp.39015018913122,"Culverwell, David.",Days of yellow / | $c: David Culverwell.,1987,m,,1.8059718342659612
uiuo.ark:/13960/t8qc0kg70,"Morier, David R.",Photo the Suliote,1857,m,,1.8034501610018339
mdp.39015005016343,"Boschère, Jean de,",Beasts & men;,1918,f,,1.802749795892975
inu.30000100607153,"Dalton, John.",The concrete sea / | $c: John Dalton.,2005,m,mixed,1.8026159429325077
uc1.b4365367,"Shrake, Edwin.",But not for love / | $c: Edwin Shrake.,1964,m,high_male,1.8021409310290604
mdp.39015059587454,,"Dreams never end / | $c: Andrew Newsham, Mick Scully, H.P. Tinker ; edited by Nicholas Royle.",2004,u,high_male,1.8015830681453529
mdp.39015056825758,"Sibal, Nina.",Yatra : | the journey / | $c: Nina Sibal.,1987,f,,1.8008508588250258
mdp.39015043610834,"Jackont, Amnon,",Borrowed time : | a novel / | $c: by Amnon Jackont ; translated from the Hebrew by Dorothea Shefer-Vanson.,1986,u,mixed,1.799908184000703
uc1.$b662448,"Emelʹi︠a︡nova, N. (Nina),",The surgeon. | $c: Translated by J. Fineberg.,1945,f,high_male,1.7996055725714482
uc1.b4076279,"Langstaff,","Diary of a driver, | $c: by Langstaff, illustrated by the author.",1943,u,high_male,1.799421538946073
uc1.31822010874279,"Harsányi, Zsolt,",Hungarian melody; | $c: translated  from the Hungarian by Lynton Hudson,1936,u,,1.7993634407810628
uc1.b4948680,"Allbeury, Ted.",The girl from Addis / | $c: Ted Allbeury.,1984,m,high_male,1.7984199878521494
uiuo.ark:/13960/t51g1125d,"Collins, Mabel,",Juliet's lovers,1893,f,high_female,1.7980617651328292
uc2.ark:/13960/t3pv6db05,"Lorimer, Norma Octavia,",By the waters of Carthage,1906,f,,1.7957760940181042
mdp.39015080887105,"LeBor, Adam.",The Budapest protocol / | $c: by Adam LeBor.,2009,m,,1.7924340086004444
uc2.ark:/13960/t3st7g50q,,The Good-natured bear,1846,u,,1.7923350447168123
mdp.39015078783472,"Lee, Tom,",Greenfly / | $c: Tom Lee.,2009,m,mixed,1.7918089719632986
mdp.39015011336198,"Pavese, Cesare.",The house on the hill / | $c: Cesare Pavese ; translated from the Italian by W. J. Strachan.,1956,m,mixed,1.7903479297033975
mdp.39015061751411,"Buckley, Jonathan,",Invisible / | $c: Jonathan Buckley.,2004,m,mixed,1.7900458422128223
mdp.39015063963832,"Quin, Shirland.","I sing of Honolulu, | $c: by Shirland Quin.",1935,u,mixed,1.7896707598014032
mdp.39015014551033,"Selvon, Samuel.",Ways of sunlight.,1957,m,high_male,1.7893939558354106
uc2.ark:/13960/t14m93151,"Wallace, Edgar,",The book of all power,1920,m,,1.7862444990191206
uc1.32106014431339,"Swinfen, Ann",The travellers / | $c: Ann Swinfen,1997,f,,1.7840865842515554
uiuo.ark:/13960/t7hq4g15s,"McCarthy, Justin H.",A London legend,1895,m,,1.7832184366190809
uc1.32106013101248,"Saro-Wiwa, Ken,",A forest of flowers : | short stories / | $c: Ken Saro-Wiwa,1995,m,,1.7825709304396689
mdp.39015018955651,"Farson, Negley,",Bomber's moon / | $c: Negley Farson ; with 48 illustrations by Tom Purvis.,1970,u,high_female,1.7816476608437335
uc1.32106018113032,"Cortázar, Julio.",A change of light : | and other stories / | $c: Julio Cortázar ; translated from the Spanish by Gregory Rabassar.,1984,m,,1.7806994363656994
uc1.32106019864211,"Khemir, Sabiha",The blue manuscript / | $c: Sabiha Al Khemir,2008,u,mixed,1.7764612477994945
mdp.39015031241113,"Jacobson, Dan.",The wonder-worker; | a novel.,1973,m,,1.7761901135581695
uc1.$b243560,"O'Faoláin, Seán,",Midsummer night madness : | and other stories / | $c: Seán O'Faoláin ; with an introd. by Edward Garnett.,1932,u,,1.773980088085516
mdp.39015055109303,"Stuart, Francis,","Black list, section H / | $c: Francis Stuart.",1971,m,mixed,1.7685712655767085
njp.32101068163490,,The eccentric traveller,1826,m,high_male,1.7681284574216627
uc1.$b783870,"Greenwall, Harry J. (Harry James),",Such is life / | $c: Harry J. Greenwall.,1948,m,mixed,1.7680246052799315
inu.39000002580509,"Plivier, Theodor,","Moscow, | a novel; | $c: translated from the German by Stuart Hood.",1953,m,mixed,1.7660105266907127
mdp.39015062402501,"Dagerman, Stig,",The games of night. | $c: Translated by Naomi Walford.,1959,u,,1.7656726419176048
mdp.39015014392008,"Clitandre, Pierre.",Cathedral of the August heat / | $c: Pierre Clitandre ; translated by Bridget Jones.,1987,m,high_male,1.765580475300057
mdp.39015041621841,"Karagiōrgas, Geōrgios,",The fall of a dictator / | $c: George Karagiorgas.,1997,u,high_male,1.7644805088009754
mdp.39015059175672,"Welsh, Louise.",Tamburlaine must die / | $c: Louise Welsh.,2004,f,high_male,1.762110326735984
uc1.$b295058,"Hobart, Alice Tisdale,","Within the walls of Nanking, | $c: by Alice Tisdale Hobart; proem by Florence Ayscough.",1928,f,high_male,1.761378953612925
uc1.b3977304,"Liksom, Rosa.",One night stands / | $c: Rosa Liksom ; translated by Anselm Hollo.,1993,f,,1.760784590259727
mdp.39015080900429,"Weeks, Shelagh.",Up close / | $c: Shelagh Weeks.,2009,f,high_female,1.7595436904169242
mdp.39015016442520,"Kimenye, Barbara.",Kalasandra revisted.,1966,f,high_female,1.7574741024442342
njp.32101076045689,"Chesterton, G. K.",The Napoleon of Notting Hill,1904,m,high_male,1.756916661410832
uc1.b3322521,"Gladstone, Alfred.",The man of the hour,1863,m,,1.7564806079783462
mdp.39015061181114,"Westö, Kjell,",Lang / | $c: Kjell Westö ; translated from the Swedish by Ebba Segerberg.,2005,m,,1.7545920035312812
uc1.b3862766,"Firbank, Ronald,",Sorrow in sunlight.,1924,m,high_female,1.7542334974179719
uc1.32106013836728,"Vassanji, M. G.",Uhuru Street : | short stories / | $c: M.G. Vassanji.,1991,u,,1.7541743250045236
mdp.39015030594983,"Dostoevskai͡a, L. Ḟ.",The emigrant,1916,u,high_female,1.753449533091732
mdp.39015037443770,"Bracewell, Michael,",Saint Rachel / | $c: Michael Bracewell,1995,m,mixed,1.7521801694719197
mdp.39015001075228,"Greig, Francis.",The bite : | and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,1.7504736612464602
uc2.ark:/13960/t0pr7sw88,"Wood, Henry,",Roland Yorke,1869,f,,1.7498002342084635
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,1.7479512754844004
mdp.39015008631205,"Ballard, J. G.,",Hello America / | $c: J.G. Ballard.,1981,m,high_male,1.7477881616259232
inu.39000005640136,"Greig, Francis.",The bite and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,1.7476178786202463
mdp.39015082722045,"Hill, Susan,",The beacon / | $c: Susan Hill.,2008,f,,1.74619720167723
umn.31951p00009051h,"Vassanji, M. G.",The gunny sack / | $c: M.G. Vassanji.,1989,u,,1.7454301683076996
mdp.39015035317620,"Duras, Marguerite.",The little horses of Tarquinia. | $c: Translated by Peter DuBerg.,1960,f,high_female,1.7435720052363988
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,high_female,1.743209964395645
uc1.$b157073,"Arrabal, Fernando.",The burial of the sardine; | $c: translated from the French by Patrick Bowles.,1966,m,high_male,1.7431955805451993
mdp.39015023968418,"Xiao, Qian,","The spinners of silk, | $c: by Hsiao Ch'ien.",1946,u,mixed,1.7429465567607036
uc1.32106018542511,,Russian short stories from Pushkin to Buida / | $c: edited and translated by Robert Chandler,2005,u,mixed,1.7415136793148815
nyp.33433075959621,"Robinson, F. W.","Memoirs of Jane Cameron, female convict",1864,m,high_female,1.7397074602412699
uc1.$b163403,"De Polnay, Peter,",Out of the square.,1950,m,mixed,1.7371639351116388
mdp.39015062631083,"Mehran, Marsha,",Pomegranate soup / | $c: Marsha Mehran.,2005,f,mixed,1.7369175394875431
mdp.39015066053508,"Bowles, Paul,",A little stone; | stories.,1950,m,mixed,1.7353754948316462
mdp.39015065549191,"Ross, Martin,",The silver fox,1898,f,,1.7345866854640537
wu.89098869043,"Pansy,",Mrs. Solomon Smith looking on,1889,f,high_female,1.7343846611746572
uc1.$b282836,"Nivelle, Robert.",And yet France smiled. | $c: Foreword by Jacques Soustelle. Translated by Leigh Waller.,1944,m,high_male,1.7340019002796518
uc2.ark:/13960/t3610z158,"Courlander, Alphonse,",Mightier than the sword,1912,m,,1.733686408896118
mdp.39015000512742,"Simenon, Georges,",Maigret and the ghost / | $c: [by] Georges Simenon ; translated from the French by Eileen Ellenbogen.,1976,m,,1.7331135591795235
