htid,author,title,year,authgender,female_category,female_fraction
nyp.33433074927223,"Begbie, Harold,",The vigil,1907,m,mixed,0.3631612648198443
mdp.39015011600338,,From Trinidad : | an anthology of early West Indian writing / | $c: edited by Reinhard W. Sander with the assistance of Peter K. Ayers.,1978,u,mixed,0.3631273494840593
mdp.39015076865743,"Jha, Raj Kamal,",Fireproof / | $c: Raj Kamal Jha.,2007,m,mixed,0.3631067961165048
uc1.$b285039,"Farrell, James T. (James Thomas),",The girls at the Sphinx.,1959,m,mixed,0.3630515956505767
mdp.39015003682369,"Gainham, Sarah.",Night falls on the city.,1967,f,mixed,0.3628947704897072
njp.32101032335505,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,0.362894239564707
njp.32101032332940,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,0.362894239564707
njp.32101032332254,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,0.362894239564707
njp.32101032330431,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,0.362894239564707
njp.32101030764698,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,0.362894239564707
uiuo.ark:/13960/t2q536t5c,"Reynolds, George W. M.","Agnes, or, Beauty and pleasure",1857,m,mixed,0.3627588068554823
uiuo.ark:/13960/t02z1v22n,"Reynolds, George W. M.","Agnes, or, Beauty and pleasure",1857,m,mixed,0.3627588068554823
umn.319510021396669,"Dilnot, Frank,",I warmed both hands.,1933,m,mixed,0.3627101806422265
uc1.$b312098,"Séchan, Olivier.",The dead won't know. | $c: Translated from the French by Geoffrey Sainsbury.,1952,u,mixed,0.3627070583666097
mdp.39015034114226,"Coe, Jonathan.",A touch of love / | $c: Jonathan Coe.,1989,m,mixed,0.3626284646527561
mdp.39015039779270,"Bloem, Walter,",The iron year,1914,m,mixed,0.3626143066930128
umn.31951002090739o,"Morrison, Nancy Brysson.",When the wind blows.,1937,f,mixed,0.3625714253127198
mdp.39015053039205,"Beaven, Derek.",If the invader comes / | $c: Derek Beaven.,2001,m,mixed,0.3625073523233341
mdp.39015022622859,"Pickthall, Marmaduke William,",The myopes,1907,m,mixed,0.362409738873604
mdp.39015039279156,,Panorama : | an anthology of modern Indian short stories / | $c: edited by Mulk Raj Anand and S. Balu Rao ; with an afterword by Mulk Raj Anand.,1987,u,mixed,0.3623789701831146
mdp.39015042925084,"Granelli, Roger.",Status zero / | $c: Roger Granelli.,1999,m,mixed,0.3623454157782516
uiuo.ark:/13960/t98633q2k,"Payn, James,",Kit,1883,m,mixed,0.3622642907008828
uiuo.ark:/13960/t59c7j387,"Payn, James,",Kit,1883,m,mixed,0.3622642907008828
uiuo.ark:/13960/t7gq7h84p,"Payn, James,",Kit,1883,m,mixed,0.3622642907008828
uiuo.ark:/13960/t17m0nz2t,"Gore,",The opera,1832,f,mixed,0.3622389867957079
uiuo.ark:/13960/t5gb2gp5w,"Gore,",The opera,1832,f,mixed,0.3622389867957079
uiuo.ark:/13960/t1rf64b75,"Gore,",The opera,1832,f,mixed,0.3622389867957079
uc2.ark:/13960/t5n874w37,"Robinson, F. W.",Mattie,1864,m,mixed,0.362215921664599
uiuo.ark:/13960/t0cv5585s,"Robinson, F. W.",Mattie,1864,m,mixed,0.362215921664599
uiuo.ark:/13960/t6pz5vh5p,"Robinson, F. W.",Mattie,1864,m,mixed,0.362215921664599
uc1.$b244198,"Pudney, John,","The accomplice, | a novel.",1950,m,mixed,0.3621730382293762
uc2.ark:/13960/t5fb4zq7j,"Brockway, Archibald Birt.",The Locust and the Ladybird,1911,m,mixed,0.3621471004887924
uiuo.ark:/13960/t0xp7n379,"Smart, Hawley,",Sunshine and snow,1878,m,mixed,0.3621105773071861
uiuo.ark:/13960/t4cn7r971,"Smart, Hawley,",Sunshine and snow,1878,m,mixed,0.3621105773071861
uiuo.ark:/13960/t9t15n977,"Smart, Hawley,",Sunshine and snow,1878,m,mixed,0.3621105773071861
hvd.hxxy9m,"Overs, John A.",Evenings of a working man,1844,m,mixed,0.3621091444920726
nyp.33433074877204,"Kingsley, Henry,",Mademoiselle Mathilde,1868,m,mixed,0.3621048701400988
nyp.33433074877196,"Kingsley, Henry,",Mademoiselle Mathilde,1868,m,mixed,0.3621048701400988
mdp.39015047512127,"Jewell, Lisa.",Ralph's party / | $c: Lisa Jewell.,1999,f,mixed,0.3620498297142581
uc1.$b301159,"Lloyd, Lavender,",The verandah room.,1955,u,mixed,0.3620452004461444
uva.x030581137,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,mixed,0.3620395238268066
njp.32101066477678,"Balfour, Frederic Henry.","Giraldi, or, The curse of love",1889,m,mixed,0.3619596059723339
njp.32101066477686,"Balfour, Frederic Henry.","Giraldi, or, The curse of love",1889,m,mixed,0.3619596059723339
nyp.33433006524338,"Jenkins, Edward,",The devil's chain,1876,m,mixed,0.3619376468227267
njp.32101067486900,"Walpole, Hugh,",A Hugh Walpole anthology,1921,m,mixed,0.3619287405254106
mdp.39015082729305,"McDermid, Val.",A darker domain / | $c: by Val McDermid.,2008,m,mixed,0.3618876527626931
uc1.b3324273,"Scotus, Johannes.",The weird of the Wentworths;,1862,m,mixed,0.3618624933540282
uc1.b3324272,"Scotus, Johannes.",The weird of the Wentworths;,1862,m,mixed,0.3618624933540282
uc1.b3322425,Author of Told in the verandah.,"A black prince, and other stories",1893,u,mixed,0.3617714598141061
uc2.ark:/13960/t6g15wj1f,"Castle, Agnes (Sweetman),",Incomparable Bellairs,1907,f,mixed,0.3617550758525064
mdp.39015053127695,"Wright, S. Fowler (Sydney Fowler),",The siege of Malta / | $c: by S. Fowler Wright ; founded on an unfinished romance by Sir Walter Scott.,1942,u,mixed,0.3617205175099912
mdp.39015082749253,"Finn, Robert.",Underlife : | Adept / | $c: Robert Finn.,2008,m,mixed,0.3616763476427077
mdp.39015065992979,"(Herbert Ernest), Bates, H. E.",Thirty-one selected tales.,1951,u,mixed,0.3616274991231147
mdp.39015049689485,"Wheatle, Alex,",East of acre lane / | $c: Alex Wheatle.,2001,m,mixed,0.3614951356886841
uc1.$b251638,"Stuart-Young, J. M. (John Moray)",Chits from West Africa : | stories and sketches from the tropics / | $c: by J. M. Stuart-Young.,1923,m,mixed,0.361466049382716
mdp.39015010535022,"Huxley, Elspeth Joscelin Grant,",The merry hippo; | a novel.,1963,m,mixed,0.361450334516055
umn.319510020517648,"Dunstan, Mary.",Banners in Bavaria : | A novel / | $c: by Mary Dunstan.,1939,f,mixed,0.3613881132828081
njp.32101064912015,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,0.3613615951585088
nyp.33433075771638,"Prest, Thomas Peckett.",The Gipsy boy,1847,m,mixed,0.3613268196481362
uc1.b3872935,"Hartley, L. P. (Leslie Poles),","The boat, | $c: by L.P. Hartley.",1961,m,mixed,0.361276209045325
uc2.ark:/13960/t1sf2p739,"Moore, T. Sturge",The powers of the air,1920,u,mixed,0.3611653568309915
uiuo.ark:/13960/t3320jw9v,"Riddell, J. H.,",The head of the firm,1892,f,mixed,0.3611647110325233
uiuo.ark:/13960/t41r7dx2g,"Riddell, J. H.,",The head of the firm,1892,f,mixed,0.3611647110325233
uiuo.ark:/13960/t0cv54b6r,"Riddell, J. H.,",The head of the firm,1892,f,mixed,0.3611647110325233
mdp.39015082746093,"Manyika, Sarah Ladipo,",In dependence / | $c: Sarah Ladipo Mayika.,2008,f,mixed,0.3611498879397865
uc1.$b242775,"Johnston, Mary,","Old Virginia omnibus : | comprising, The Old Dominion ; By order of the company ; Audrey / | $c: Mary Johnston.",1932,f,mixed,0.3611498181851278
mdp.39015005513612,"Van Vogt, A. E. (Alfred Elton),",Supermind / | $c: A.E. Van Vogt.,1978,m,mixed,0.3611306751390933
uc1.$b245288,"Lavin, Mary,","The patriot son, and other stories.",1956,f,mixed,0.3611280266782659
uc2.ark:/13960/t51g0q189,"St. Johnston, Alfred,",A South Sea lover,1890,m,mixed,0.3611138540535203
njp.32101075728475,"Opie, Amelia Alderson,",Tales of the heart,1820,f,mixed,0.3610383854770395
njp.32101035850393,"Opie, Amelia Alderson,",Tales of the heart,1820,f,mixed,0.3610383854770395
njp.32101075728467,"Opie, Amelia Alderson,",Tales of the heart,1820,f,mixed,0.3610383854770395
njp.32101075728483,"Opie, Amelia Alderson,",Tales of the heart,1820,f,mixed,0.3610383854770395
uc1.32106000768884,"(Robert Sutherland), Rattray, R. S.","Akan-Ashanti folk-tales,",1930,u,mixed,0.361022945404223
inu.30000055891182,"Abrahams, Peter,",Song of the city; | a novel.,1943,m,mixed,0.3609946820078987
inu.30000109970230,"Conway, Peter,",Locked in / | $c: Peter Conway.,2006,m,mixed,0.3608999888929439
uc1.b4511935,"Wilkins, Louisa (Jebb)",By desert ways to Baghdad,1909,f,mixed,0.360893131105677
mdp.39015053683051,"Giono, Jean,",To the slaughterhouse: | a novel; | $c: translated from the French by Norman Glass.,1969,f,mixed,0.360847147660905
nyp.33433075865695,"Navarro Villoslada, Francisco,",Doña Blanca of Navarre,1854,m,mixed,0.3607093128952112
nyp.33433075865703,"Navarro Villoslada, Francisco,",Doña Blanca of Navarre,1854,m,mixed,0.3607093128952112
nyp.33433075865711,"Navarro Villoslada, Francisco,",Doña Blanca of Navarre,1854,m,mixed,0.3607093128952112
mdp.39015068383564,"Dale, W. V. Y.",I rest my claims.,1948,u,mixed,0.3606885275276621
uc1.b2801278,"Klein-Haparash, Jacob,",He who flees the lion. | $c: Translated from the German by Richard and Clara Winston.,1963,m,mixed,0.3606866788842923
mdp.39015050116816,"Germain, Sylvie,",The book of Tobias / | $c: Sylvie Germain ; translated from the French by Christine Donougher.,2000,f,mixed,0.3606770833333333
uiuo.ark:/13960/t0bv81g07,,The Gables,1857,u,mixed,0.3606446042337758
uiuo.ark:/13960/t10p1mg3h,,The Gables,1857,u,mixed,0.3606446042337758
uiuo.ark:/13960/t13n2q40s,,The Gables,1857,u,mixed,0.3606446042337758
mdp.39015061139385,"Gordon, John R.",Warriors & outlaws / | $c: John R. Gordon.,2001,m,mixed,0.3606382978723404
inu.30000008735916,"Ngumy, James.",Poisoned bait / | $c: James Ngumy.,1992,m,mixed,0.3605236656596173
uc1.b3741294,"Sinclair, Clive,",Bedbugs / | $c: by Clive Sinclair.,1982,m,mixed,0.360497512437811
uc2.ark:/13960/t8cf9m759,"Young, F. E. Mills",Grit Lawless,1912,m,mixed,0.3604475070853397
uc1.32106015570499,"Williams, Nigel,",Fortysomething / | $c: Nigel Williams,1999,m,mixed,0.3604431871758605
mdp.39015074299119,"Rahim, Jennifer,",Songster and other stories / | $c: Jennifer Rahim.,2007,f,mixed,0.3604163922622341
inu.39000003111643,"Read, Miss.","Winter in Thrush Green, | $c: by Miss Read [pseud.]  Illustrated by J. S. Goodall.",1962,f,mixed,0.3604138792257604
mdp.39015014138302,"Lytton, David.",The freedom of the cage.,1966,m,mixed,0.3604075691411936
mdp.39015008877386,"Linklater, Eric,",The faithful ally.,1954,m,mixed,0.360332096802685
mdp.39015012165620,"Spark, Muriel.",The only problem / | $c: Muriel Spark.,1984,f,mixed,0.3603230431470944
mdp.39015003884379,"Pasternak, Boris Leonidovich,",The collected prose work / | $c: Boris Pasternak ; arranged with an introduction by Stefan Schimanski.,1945,u,mixed,0.3603206967213115
mdp.39015013932242,"Marcus, David,",A land not theirs / | $c: David Marcus.,1986,m,mixed,0.3602884592445667
uc1.b3834693,"De la Mare, Walter,",Ding dong bell / | $c: by Walter de la Mare.,1924,m,mixed,0.3602563454120834
uc1.b3321188,"Boyd, Archibald.",The crown ward,1856,m,mixed,0.3602386135195408
uc1.b3321187,"Boyd, Archibald.",The crown ward,1856,m,mixed,0.3602386135195408
uc1.b3321189,"Boyd, Archibald.",The crown ward,1856,m,mixed,0.3602386135195408
njp.32101068606126,"Whitechurch, Victor L.",The locum tenens,1906,m,mixed,0.3601955069686213
mdp.39015030853413,"Bunner, H. C.",Zadoc Pine,1891,m,mixed,0.3601235365941248
uiuo.ark:/13960/t6h13d823,"Godwin, William,",Things as they are;,1816,m,mixed,0.3599636931587324
mdp.39015016424114,"Godwin, William,",Things as they are;,1816,m,mixed,0.3599636931587324
uiuo.ark:/13960/t9474s15t,"Godwin, William,",Things as they are;,1816,m,mixed,0.3599636931587324
uiuo.ark:/13960/t0ns1d08t,"Oliphant,",The second son,1888,f,mixed,0.3598544458238795
uiuo.ark:/13960/t6nz8t582,"Oliphant,",The second son,1888,f,mixed,0.3598544458238795
uiuo.ark:/13960/t3514n62j,"Oliphant,",The second son,1888,f,mixed,0.3598544458238795
inu.30000045714122,"Ginzburg, Natalia.",Family / | $c: Natalia Ginzburg ; translated by Beryl Stockman.,1992,f,mixed,0.359854394175767
mdp.49015002946938,"Straub, Peter,",Mr. X.,2000,m,mixed,0.3598384039145088
uc2.ark:/13960/t04x5639d,"Warner, Anne.",Seeing England with Uncle John,1908,f,mixed,0.3597592883307169
mdp.39015002133448,"Cronin, A. J. (Archibald Joseph),",The Judas tree / | $c: by A.J. Cronin.,1961,m,mixed,0.3597364464103159
uiuo.ark:/13960/t0jt09n3q,"Thornton, Elizabeth.",Truth and falsehood,1847,f,mixed,0.3596612465405161
uiuo.ark:/13960/t86h56p87,"Thornton, Elizabeth.",Truth and falsehood,1847,f,mixed,0.3596612465405161
uiuo.ark:/13960/t2p56709s,"Thornton, Elizabeth.",Truth and falsehood,1847,f,mixed,0.3596612465405161
mdp.39015014304532,,The Blackstaff book of short stories.,1988,u,mixed,0.3596489953126703
njp.32101076207701,,Tales from  Blackwood,1858,u,mixed,0.3596348707897777
uiuo.ark:/13960/t2f771c94,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,0.3596003108587265
uiuo.ark:/13960/t9x06rz7z,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,0.3596003108587265
uiuo.ark:/13960/t7rn3tq31,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,0.3596003108587265
mdp.39015013125623,"Carr, Emily,",The house of all sorts. | $c: With a foreword by Ira Dilworth.,1946,u,mixed,0.3595744680851064
nyp.33433074947817,"Annesley, Maude.",The wine of life,1908,f,mixed,0.3595307848836386
uc1.b3727919,"Work, George.",White man's harvest : | a novel / | $c: by George Work.,1932,m,mixed,0.3594862717331445
mdp.39015064868196,"Hardy, Justine.",The wonder house / | $c: Justine Hardy.,2005,f,mixed,0.3594413081565116
mdp.39015054103141,"Drabble, Margaret,",The ice age / | $c: Margaret Drabble.,1977,f,mixed,0.3593521716137516
uc1.32106005259707,"Leonov, Leonid,",The thief / | $c: by Leonid Leonov. [Authorized translation from the Russian by Hubert Butler],1931,u,mixed,0.3592575948462847
uiuo.ark:/13960/t4cn7p80c,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,0.3592017738359201
uiuo.ark:/13960/t3320h99t,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,0.3592017738359201
uiuo.ark:/13960/t7tm7sf49,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,0.3592017738359201
uc1.32106009522654,"Humphreys, Emyr.",Bonds of attachment / | $c: Emyr Humphreys.,1991,m,mixed,0.3591344802861185
wu.89016145146,"Black, Jack.","You can't win, | $c: by Jack Black; with a foreword by Robert Herrick.",1927,m,mixed,0.3590973655061573
uc1.$b696721,"Bertin, Célia,",Last innocence;,1955,u,mixed,0.3590653322734677
mdp.39015005105880,"Wain, John.",Young shoulders / | $c: John Wain.,1982,m,mixed,0.3590551181102362
njp.32101066134873,"Ducray-Duminil,","The little mountaineers of Auvergne, or, The adventures of James and Georgette",1801,f,mixed,0.3590093818984547
uc1.$b244687,"Lindsay, Jack,","The barriers are down; | a tale of the collapse of a civilisation, | $c: by Jack Lindsay.",1945,m,mixed,0.3589927600211902
uiuo.ark:/13960/t5n87wh6v,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,0.3589651571986543
uiuo.ark:/13960/t1xd1j576,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,0.3589651571986543
uiuo.ark:/13960/t20c5kz2k,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,0.3589651571986543
uc1.32106012885155,"North, Sam",By desire / | $c: Sam North,1996,m,mixed,0.3589630931458699
nyp.33433074876800,"Cleeve, Lucas,",Counsels of the night,1906,f,mixed,0.358863929107597
mdp.39015068802860,"Litt, Toby,",Hospital : | a dream-vision / | $c: Toby Litt.,2007,m,mixed,0.3588621586174615
uc1.32106012097280,"Edmondson, Adrian",The gobbler / | $c: Adrian Edmondson,1995,m,mixed,0.3588002967068341
mdp.39015077124553,"Carr, Reg.",The last tango of Señor Menendez / | $c: Reg Carr.,2008,m,mixed,0.358743581999396
uc1.$b102497,"Hartley, L. P. (Leslie Poles),",The boat / | $c: by L.P. Hartley.,1949,m,mixed,0.3587254571008744
inu.30000092205339,"Pritchard, Francis Henry,",Humour of to-day / | $c: selected by F. H. Pritchard.,1927,m,mixed,0.3586343213556981
uc2.ark:/13960/t9g44m417,"Cannan, Gilbert,",Time and eternity,1919,m,mixed,0.3586187789552771
uc2.ark:/13960/t7sn08r4h,"Stewart, Charles D.",The fugitive blacksmith,1905,m,mixed,0.3586083853702052
nyp.33433074876685,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,0.358600534112681
nyp.33433074876669,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,0.358600534112681
nyp.33433074876677,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,0.358600534112681
uva.x030581120,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,mixed,0.3584934741122068
mdp.39015041920052,"O'Grady, Timothy.","I could read the sky : | a novel / | $c: Timothy O'Grady, Steve Pyke ; with a preface by John Berger.",1997,m,mixed,0.358474312057124
njp.32101036109179,"Bage, Robert,",Man as he is not,1820,m,mixed,0.3584213435561805
inu.30000116410105,,Short stories from Wales / | $c: selected and introduced by David Elias ; frontispiece by Peter Kesteven.,1978,u,mixed,0.3583882567568992
uiuo.ark:/13960/t0ms43w92,"Grant, James,",Derval Hampton,1881,m,mixed,0.3583291488709474
uiuo.ark:/13960/t87h2024x,"Grant, James,",Derval Hampton,1881,m,mixed,0.3583291488709474
mdp.39015056903779,"Jenkins, Robin,",Lady Magdalen / | $c: Robin Jenkins.,2003,f,mixed,0.3582881253767329
uc1.$b244303,"Young, Francis Brett,","Cold Harbour, | $c: by Francis Brett Young.",1924,m,mixed,0.3582743949832851
uc1.b3327615,"Prior, James.",Three shots from a popgun,1880,m,mixed,0.3582562885406278
mdp.39015037036558,"Karodia, Farida.",Coming home and other stories / | $c: Farida Karodia.,1988,f,mixed,0.358184799505952
njp.32101042592251,"Sackville-West, V.",The dragon in shallow waters,1921,u,mixed,0.3581619806966009
mdp.39015031604625,"Amis, Martin.",Dead babies / | $c: Martin Amis.,1975,m,mixed,0.3580822322285377
uc2.ark:/13960/t5k932k04,"Reeve, Wybert.","Romance of reality, or, Tales from a wanderer's diary",1862,u,mixed,0.3580043232246169
nnc1.1002326213,"McNulty, Edward,",Misther O'Ryan,1894,m,mixed,0.3579677324368806
mdp.39015049549614,"Rendell, Ruth,",Grasshopper / | $c: Barbara Vine.,2000,f,mixed,0.3579510703363914
uc2.ark:/13960/t3jw88p4s,"Aulnoy,",[Fairy Tales,1854,f,mixed,0.3579306590616765
mdp.39015040053749,"Thynne, Jane.",Patrimony : | a novel / | $c: Jane Thynne.,1997,f,mixed,0.3579018612521151
mdp.39015040132576,"Meersch, Maxence van der,",Mask of flesh / | $c: by Maxence van der Meersch.,1960,m,mixed,0.3578989510769477
njp.32101067522902,"Erckman, Emile,",The history of a conscript of 1813 and Waterloo,1909,m,mixed,0.3577142857142857
uc1.32106018746583,"Kennedy, Douglas,",Temptation / | $c: Douglas Kennedy,2006,m,mixed,0.3577099020322241
uc2.ark:/13960/t1gh9hf3g,"Maxwell, W. H.","The bivouac; or, Stories of the Peninsular War",1837,m,mixed,0.3575943391497519
uc2.ark:/13960/t0gt5mj2w,"Marryat, Frederick,",Joseph Rushbrook,1841,m,mixed,0.3575379243080372
uc2.ark:/13960/t6f18zx6f,"Marryat, Frederick,",Joseph Rushbrook,1841,m,mixed,0.3575379243080372
uc2.ark:/13960/t7pn93z91,"Marryat, Frederick,",Joseph Rushbrook,1841,m,mixed,0.3575379243080372
mdp.39015031242459,"Lytton, David.",The goddam white man.,1960,m,mixed,0.3575
uc1.$b103174,"Mitchison, Naomi,",Behold your king : | a novel / | $c: by Naomi Mitchison.,1957,f,mixed,0.3574493902492024
mdp.39015063914017,"Doyle, Arthur Conan, Sir,","The tragedy of the Korosko, | $c: by Arthur Conan Doyle.",1927,m,mixed,0.3574059926123576
mdp.39015001064651,"Ribnikar, Jara.",I and you and she / | $c: Jara Ribnikar ; translated by Eva Tucker.,1972,u,mixed,0.3573966909391527
uc1.$b111149,,Atlantic anthology / | $c: edited by Nicholas Moore and Douglas Newton.,1945,u,mixed,0.3573316530155576
uc1.$b674232,"Oppenhejm, Ralph.",Spain in the looking-glass; | translated by K. John.,1955,m,mixed,0.3572815533980583
uiuo.ark:/13960/t95721n6t,"Reid, Mayne,","Lost Lenore, or, The adventures of a rolling stone",1864,m,mixed,0.3572627880876178
uiuo.ark:/13960/t2c82x47m,"Reid, Mayne,","Lost Lenore, or, The adventures of a rolling stone",1864,m,mixed,0.3572627880876178
uiuo.ark:/13960/t80k3088f,"Reid, Mayne,","Lost Lenore, or, The adventures of a rolling stone",1864,m,mixed,0.3572627880876178
uc2.ark:/13960/t74t6gw1f,"Francillon, R. E.",A real queen,1885,f,mixed,0.3572396485782114
mdp.39015063542032,"Beckett, Arthur,",Emancipation,1907,m,mixed,0.3571841822460468
uc1.32106014953365,"Legge, Gordon,",Near neighbors / | $c: Gordon Legge,1998,m,mixed,0.3571521968719092
mdp.39015021924884,"Kiely, Benedict.","The cards of the gambler, | a folktale.",1953,m,mixed,0.3571428571428571
mdp.39015016424031,"Maltz, Albert,",A tale of one January: | a novel.,1967,m,mixed,0.357054054054054
uc2.ark:/13960/t8z894h07,"Johns, Richard.","Legend and romance, African and European",1839,m,mixed,0.3569728867025455
uc2.ark:/13960/t10p0zd3c,"Johns, Richard.","Legend and romance, African and European",1839,m,mixed,0.3569728867025455
uc2.ark:/13960/t24b2zw4z,"Johns, Richard.","Legend and romance, African and European",1839,m,mixed,0.3569728867025455
mdp.39015003344721,"Faulkner, William,",Sanctuary.,1957,m,mixed,0.3569726238127674
mdp.39015030853793,"Barrett, Susan,",Private view.,1972,f,mixed,0.3569638554216867
dul1.ark:/13960/t6pz5zn09,"Morgan,",Florence Macarthy,1818,f,mixed,0.3569537317883078
dul1.ark:/13960/t8df7h88h,"Morgan,",Florence Macarthy,1818,f,mixed,0.3569537317883078
dul1.ark:/13960/t20c5qc71,"Morgan,",Florence Macarthy,1818,f,mixed,0.3569537317883078
dul1.ark:/13960/t7gq7p55w,"Morgan,",Florence Macarthy,1818,f,mixed,0.3569537317883078
mdp.39015073748397,,The British essayists;,1823,m,mixed,0.3568683155080214
uiuo.ark:/13960/t41r7cd9q,"Oliphant,",For love and life,1874,f,mixed,0.3567898341785351
