htid,author,title,year,authgender,female_category,windows
uc1.b4076279,"Langstaff,","Diary of a driver, | $c: by Langstaff, illustrated by the author.",1943,u,high_male,102.19375936776127
uc1.31158007652646,"Middleton, Jessie Adelaide.",The white ghost book,1916,f,,102.1369315796044
mdp.39015019622516,"Wilson, Anna.",Cactus / | $c: by Anna Wilson.,1980,f,high_female,102.02910380185948
mdp.39015005515948,"Nichols, Beverley,",Laughter on the stairs / | $c: with drawings by William McLaren.,1953,m,,101.92499247144941
uc1.b2806594,"Grayland, Valerie.",Night of the reaper.,1963,f,,101.88110917520598
uc1.b3579008,"Borrow, George,",The story of Tim;,1913,m,high_male,101.6260162601626
inu.32000000359739,"Greene, Graham,","Stamboul train, | $c: by Graham Greene.",1932,m,mixed,101.5942482025633
inu.39000002585144,"Burley, W. J. (William John)",The schoolmaster : | a novel / | $c: by W. J. Burley.,1977,m,,101.55615274045373
mdp.39015032939251,"Saʻdāwī, Nawāl.",The innocence of the devil / | $c: Nawal el Saadawi ; translated from the Arabic by Sherif Hetata.,1994,f,mixed,101.40220232908183
uc1.32106017509099,"May, Sarah",The internationals / | $c: Sarah May,2003,f,,101.3870612852428
uc1.$b244175,"Pritchett, V. S. (Victor Sawdon),",Shirley Sanz.,1932,m,,101.30935962268649
mdp.39015003493155,"Taylor, Elizabeth,",Palladian.,1969,f,high_female,101.18340592142889
mdp.39015066824031,"Spinney, Laura.",The quick / | $c: Laura Spinney.,2007,f,high_female,101.00612595595084
pst.000045392085,"Du Maurier, Daphne,",Rebecca.,1941,f,,100.8620062180907
uc1.b3727131,"Bongartz, Roy.",Twelve chases on West Ninety-ninth Street.,1966,m,,100.77430382814792
inu.32000002913129,"Bunin, Ivan Alekseevich,","Dark avenues, and other stories / | $c: by Ivan Bunin ; translated from the Russian by Richard Hare.",1949,m,high_female,100.75276710278222
inu.30000047618552,"Pavese, Cesare.","The political prisoner, and, The beautiful summer / | $c: translated from the Italian by W.J. Strachan.",1966,m,mixed,100.69338227796472
uc2.ark:/13960/t4dn4205x,"Jørgensen, Johannes,",Pilgrim walks in Franciscan Italy,1908,u,high_male,100.6629872609254
uiuo.ark:/13960/t17m0v995,"Warden, Florence,",Ralph Ryder of Brent,1892,f,high_female,100.40790712268591
mdp.39015058230056,"Mortier, Erwin,",My fellow skin / | $c: Erwin Mortier ; translated from the Dutch by Ina Rilke.,2000,m,high_male,100.37961746240327
inu.30000036578213,"Fink, Ida.",The journey / | $c: Ida Fink ; translated by Joanna Weschler and Francine Prose.,1992,f,high_female,100.30090270812437
mdp.39015060120865,"Cooke, Sophie.",The glass house / | $c: Sophie Cooke.,2004,f,,100.2902203722276
mdp.39015000618754,"Greene, Graham,",The collected edition.,1970,m,,99.92971975753316
mdp.39015014331220,"(Aleksandr), Tarasov-Rodionov, A.","Chocolate, | a novel | $c: by Alexander Tarasov-Rodionov; translated from the Russian by Charles Malamuth.",1933,u,high_female,99.75966988618329
inu.30000044450660,"Mackay, Shena.",Collected short stories / | $c: Shena Mackay.,1994,f,,99.73996366615609
mdp.39015049970950,"Rendell, Ruth,",The bridesmaid.,1989,f,,99.65209181978706
mdp.39015032299565,"Hartnett, D. W.,",Black milk / | $c: David Hartnett.,1994,u,,99.62321987355514
uc1.$b193963,"Askildsen, Kjell,",A sudden liberating thought : | selected stories / | $c: Kjell Askildsen ; translated and with an introduction by Sverre Lyngstad.,1994,u,high_female,99.60445538390813
inu.30000087182360,"Hayder, Mo.",Pig island / | $c: Mo Hayder.,2006,u,,99.59498041298718
mdp.39015017670186,"Alain-Fournier,",Lost domain | (Le grand Meaulnes),1959,u,,99.48049077042113
uiuo.ark:/13960/t74t75v1n,"Warden, Florence,",Ralph Ryder of Brent,1892,f,high_female,99.33199235143658
mdp.39015066086391,"Seiffert, Rachel.",The dark room / | $c: Rachel Seiffert.,2001,f,,99.2785106257495
inu.39000003701963,"Mansfield, Katherine,","The aloe, | $c: by Katherine Mansfield.",1930,f,high_female,99.16945580761126
mdp.39015018623226,"MacLaverty, Bernard.",Cal / | $c: Bernard MacLaverty.,1983,m,high_female,98.9450930844991
mdp.39015013125623,"Carr, Emily,",The house of all sorts. | $c: With a foreword by Ira Dilworth.,1946,u,mixed,98.94051201714969
mdp.39015016441175,"Hanley, James,",Say nothing / | $c: James Hanley.,1962,m,high_female,98.82579353211189
uc1.b3325344,"Fraser-Tytler, M. E.",Transplanted,1883,f,high_female,98.69232667160128
uiuo.ark:/13960/t17m0zv9k,"Colmore, G.",A daughter of music,1894,u,high_female,98.55058529432974
mdp.39015032107131,"Tennant, Emma.",Woman beware woman / | $c: Emma Tennant.,1983,f,mixed,98.54252427801707
mdp.39015005735652,"Moore, Brian,",The Great Victorian Collection / | $c: [by] Brian Moore.,1975,m,,98.53201576512252
uc2.ark:/13960/t9862cg69,"Heidenstam, Verner von,",A king and his campaigners,1902,u,,98.4369803791154
mdp.39015019638157,"Sansom, William,",The body.,1990,m,high_female,98.36684094216568
mdp.39015064983177,"Johnston, Fred,",The neon rose / | $c: Fred Johnston.,2007,m,,98.18292446829106
mdp.39015050483075,"Buckley, Jonathan,",Ghost MacIndoe / | $c: Jonathan Buckley.,2001,m,mixed,98.0691176125566
mdp.39015015528881,"Berberova, Nina Nikolaevna.",The revolt / | $c: Nina Berberova ; translated from the Russian by Marian Schwartz.,1989,f,,98.02790912236189
uc1.$b245302,"Lane, Margaret,",A crown of convolvulus. | [Stories],1954,f,high_female,97.98748775156403
mdp.39015051353905,"Bracewell, Michael,",The Crypto-Amnesia Club / | $c: Michael Bracewell.,1988,m,high_female,97.96795499794584
uc1.b3139721,"Sansom, William,","The body, | a novel.",1949,m,high_female,97.95278675678323
uc1.$b243907,"Mais, Roger.",Brother man. | With drawings by the author.,1954,m,,97.7561899524966
uc1.b4539013,"Gifford, Douglas.","Scottish short stories, 1800-1900.",1971,m,mixed,97.75608260069515
uc1.$b602341,"Chirikov, E. N. (Evgeniĭ Nikolaevich),",Marka of the pits / | $c: E. Chirkof.  Translated by L. Zarine.  Preface by Stephen Graham.,1930,u,,97.4745237040319
uc1.32106012230790,,The Mandrake root / | $c: selected and arranged by Jeremy Scott,1946,u,,97.37669529306865
uc2.ark:/13960/t2w37sp12,"Bell, May.",What of the night?,1918,f,high_female,97.26791589186097
mdp.39015002716614,"Rhys, Stella.",Five stories.,1952,f,,97.14694754064833
uc1.b3723293,"Vučo, Aleksandar.",The holidays. | $c: Translated by Alec Brown.,1959,u,,97.01753575459183
uc1.b3634960,"Weiss, Peter,",Leavetaking [and] Vanishing point; | $c: translated by Christopher Levenson.,1966,m,,97.01016421810682
uc1.b3739022,"Ebersohn, Wessel.",Store up the anger : | a novel / | $c: by Wessel Ebersohn.,1980,u,high_male,96.80131106337089
mdp.39015000607815,"Raworth, Tom.",A serial biography.,1969,m,high_male,96.77169621429124
mdp.39015004863927,"Borchert, Wolfgang,","The sad geraniums, and other stories. | $c: Translated by Keith Hamnett.",1973,u,mixed,96.74548198599125
mdp.39015062688026,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,,96.71652820264829
mdp.39015032946728,"Mackay, Shena.",The laughing academy / | $c: Shena Mackay.,1993,f,high_female,96.49792931526677
mdp.39015038901628,"Knox, Ronald Arbuthnott,","The three taps; | a detective story without a moral, | $c: by Ronald A. Knox.",1951,m,,96.46145205011112
pst.000068121068,"Ballard, J. G.,",Crash / | $c: J.G. Ballard.,1975,m,,96.46020285872964
mdp.39015036672916,"O'Faoláin, Seán,",Stories.,1958,m,,96.38954141558574
uiuo.ark:/13960/t7zk5vs95,"St. Aubyn, Alan.",The junior dean,1891,f,mixed,96.26955475330927
mdp.39015030947660,"Brooke-Rose, Christine,",Go when you see the green man walking.,1970,f,,96.25776817076466
mdp.39015019807349,"O'Faoláin, Seán,",Stories of Sean O'Faolain.,1970,m,,96.13792927813785
mdp.39015058234751,"Aḥmad, Z̤amīruddīn.",The east wind and other short stories / | $c: Zamiruddin Ahmad; translated and introduced by Shamoon Zamir.,2002,u,,95.976148905974
uc1.32106016638337,"Hansson, Carola",Steinhof / | $c: Carola Hansson ; translated by Irene Scobbie,2002,f,,95.94298245614036
inu.32000006997615,"Ritchie, Anne Thackeray,",Old Kensington,1873,f,high_female,95.9331956110563
uc1.b3578940,"Blackwood, Algernon,",The empty house,1915,m,high_male,95.89964232025297
mdp.39015049694121,"Nichols, Beverley,",Green grows the city : | the story of a London garden / | $c: Beverley Nichols.,1939,m,,95.83825653144282
mdp.39015002713280,"Quin, Ann,",Passages : | a novel.,1969,f,high_female,95.76876197109524
mdp.39015050563843,"Hocking, Mary.",March house / | $c: Mary Hocking.,1981,f,high_female,95.70637284810202
inu.30000027138738,"Russo, Richard Paul.",Subterranean gallery / | $c: Richard Paul Russo.,1991,m,,95.68146915277677
mdp.39015011579797,"Figes, Eva.",Nelly's version / | $c: Eva Figes.,1985,f,,95.63543771144397
umn.319510020793826,"Evans, Margiad,",The old and the young / | $c: by Margiad Evans [pseud.] ; With decorations by the author.,1948,u,high_female,95.50414249218059
mdp.39015029108498,"Bedford, William,",Catwalking / | $c: William Bedford.,1993,m,,95.43340981542772
uc1.32106018410123,"Byrd, Max.",California thriller / | $c: Max Byrd.,1981,m,,95.3770197486535
mdp.39015056205076,"Echenoz, Jean.",I'm off ; | + One year / | $c: Jean Echenoz ; translated from the French by Guido Waldman.,2002,f,,95.33605961012569
mdp.39015059177553,"Harwood, John,",The ghost writer / | $c: John Harwood.,2004,m,high_female,95.27453905084693
uiuo.ark:/13960/t8rb7dj02,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,95.16785229949323
mdp.39015046879600,"Warner, Alan.",The Sopranos / | $c: Alan Warner.,1998,m,,95.1641095358322
wu.89011120391,"Martenson, Jan,",Death calls on the witches : | a novel / | $c: by Jan Martenson ; translated from the Swedish by Joan Tate.,1979,u,high_female,95.07136149146096
mdp.39015041621841,"Karagiōrgas, Geōrgios,",The fall of a dictator / | $c: George Karagiorgas.,1997,u,high_male,95.02436262914215
mdp.39015016415252,"Henrey, Robert, Mrs.,",Paloma.,1957,f,high_female,95.01392817810793
mdp.39015073645346,,"Short story introductions. | $c: Gary Allen, D.W. Lewis, Heather Richardson. | $n: 1 /",2007,u,,94.97239864664331
uc1.b4692439,"Vince, Charles,",Wayfarers in Arcady,1921,m,high_male,94.9257852951329
uc1.$b244479,"Richardson, Dorothy Miller,","Oberland, | $c: by Dorothy M. Richardson ...",1928,f,high_female,94.80102557473121
uiuo.ark:/13960/t1wd4cf3m,"Le Fanu, Joseph Sheridan,",In a glass darkly,1872,m,high_male,94.75878624523574
mdp.39015038528884,"Healy, Dermot,",The bend for home / | $c: Dermot Healy.,1996,m,,94.73114399133887
uc1.b3834735,"Du Maurier, Daphne,",The scapegoat.,1957,f,,94.7222540082135
mdp.39015038166156,"Chukovskai͡a, Lidii͡a Korneevna.",The deserted house / | $c: Lydia Chukovskaya ; translated from the Russian by Aline B. Werth.,1967,u,high_female,94.6710182117143
mdp.39015050531303,"Dodds, Robert.","Rattlesnake, and other tales / | $c: Robert Dodds.",2001,m,,94.65916996453133
uc1.b4101775,"De la Mare, Walter,",The lord fish | $c: [by] Walter De La Mare; illustrated by Rex Whistler.,1933,m,,94.6177881441711
uc1.32106001540621,"Samarakēs, Antōnēs.","The flaw: | a novel, | $c: by Antonis Samarakis; translated by Peter Mansfield and Richard Burns.",1969,u,,94.58252325153697
mdp.39015013254670,"Storey, David,",A temporary life. -,1973,m,mixed,94.43258334701922
umn.31951002041619n,"Raymond, Diana.",Between the stirrup and the ground : | a novel / | $c: by Diana Raymond.,1956,f,mixed,94.21518748822311
mdp.39015019360232,"Jones, Glyn,",Selected short stories.,1971,m,,94.13680367387958
mdp.39015078771626,"Kelly, Julia,",With my lazy eye / | $c: Julia Kelly.,2009,f,high_female,94.116304936828
uc1.$b794536,"Lincoln, John,",Heaven for horses; | $c: a novel by John Lincoln [pseud.],1957,m,high_male,94.11187037112812
mdp.39015027338147,"Kuncewiczowa, Maria Szczepańska,","The keys; | a journey through Europe at war, translated from the Polish.",1945,f,,94.00139909059112
mdp.39015051123217,"Meredith, Christopher,",Shifts / | $c: Christopher Meredith.,1988,m,,93.90826057306398
mdp.39015062872141,"Hale, Stephanie.",Firebug / | $c: Stephanie Hale.,2005,f,high_female,93.76844981072665
wu.89070237797,"Arjouni, Jakob.",Magic Hoffman / | $c: Jakob Arjouni ; translated by Geoffrey Mulligan.,1998,m,high_male,93.73852019811763
mdp.39015082702856,"Rooney, Jennie,",Inside the whale / | $c: Jennie Rooney.,2008,f,high_female,93.71217347164556
mdp.39015011956490,"MacHarg, William Briggs,",The blind man's eyes,1916,m,mixed,93.66804046459347
mdp.39015049705992,"Rivas, Manuel,",Butterfly's tongue / | $c: Manuel Rivas.,2000,m,,93.17493594223154
nyp.33433074936968,"Barrie, J. M.",Better dead,1888,m,high_male,93.10986964618249
uc1.32106013744492,"Jordan, Neil,",Collected fiction / | $c: Neil Jordan,1997,m,,92.92652167179237
mdp.39015080892956,"Bilton, Alan.",The sleepwalkers' ball / | $c: Alan Bilton.,2009,m,,92.91023441966838
uc1.32106012238371,"Stangerup, Henrik",Snake in the heart : | a novel / | $c: Henrik Stangerup ; translated from the Danish by Anne Born,1996,u,mixed,92.89541971839637
inu.30000029988874,"Stewart, Michael,",Birthright / | $c: Michael Stewart.,1990,m,,92.8052241889704
uc1.$b794766,"Frankland, Edward  Percy,",England growing. / | $c: by Edward Frankland.,1944,m,mixed,92.794959768501
mdp.39015050478109,"Spinney, Laura.",The doctor / | $c: Laura Spinney.,2001,f,mixed,92.78503562945369
mdp.39015056903191,"Thorpe, Adam,",No telling / | $c: Adam Thorpe.,2003,m,mixed,92.77170265682365
mdp.39015013345882,"Johnston, Jennifer,",The captains and the kings.,1972,f,mixed,92.61009261009261
mdp.39015016440474,"Dayan, Yaël,",Death had two sons: | a novel.,1967,u,,92.59554902774674
mdp.39015063238458,"Roberts, Michael Symmons,",Patrick's alphabet / | $c: Michael Symmons Roberts.,2006,m,high_male,92.51352120694563
mdp.39015013949824,"Meek, James,",McFarlane boils the sea / | $c: James Meek.,1989,m,,92.47645570696656
mdp.39015080900411,"Duggan, A. J.,",Scars beneath the skin / | $c: A.J. Duggan.,2009,u,high_male,92.4389401819822
uc1.b3472748,"Levine, Norman,","I don't want to know anyone too well, and other stories.",1971,m,,92.37487403426267
uiuo.ark:/13960/t6g16ns50,"Wood, Henry,",Anne Hereford,1868,f,,92.35419232060897
mdp.39015047519601,"Petley, Dexter,",Joyride.,1999,m,,92.31296733439713
uc1.b3898302,"Beechey, Winifred.",The rich Mrs. Robinson / | $c: by Winifred Beechey : illustrated by Mary P. Taylor.,1984,f,high_female,92.27809082520173
mdp.39015000550361,"Poole, Josephine.",The lilywhite boys.,1968,f,high_female,92.25556468792459
njp.32101037077326,"Fenn, George Manville,",The master of the ceremonies,1886,m,high_female,92.09060527292982
mdp.39015014392008,"Clitandre, Pierre.",Cathedral of the August heat / | $c: Pierre Clitandre ; translated by Bridget Jones.,1987,m,high_male,92.08276173115593
uc1.$b794684,"Mac Intyre, Tom,",Dance the dance.,1970,m,,92.05397888634272
uc1.$b252534,"Everett, Peter.",Negatives / | $c: by Peter Everett.,1964,m,high_female,92.03935059448368
inu.30000025896477,"Chambers, Aidan.",Great ghosts / | $c: Aidan Chambers.,1991,m,high_female,91.86653105416845
mdp.39015019987141,"Özakın, Aysel,",The prizegiving / | $c: Aysel Özakın ; translated from the Turkish by Celia Kerslake.,1988,u,,91.83970611294043
mdp.39015038071356,"Minco, Marga.",The glass bridge / | $c: Marga Minco.,1988,f,high_female,91.79170344218888
mdp.39015021881159,"Gardam, Jane.",The queen of the tambourine / | $c: Jane Gardam.,1991,f,,91.4822106875087
uiuo.ark:/13960/t7pn9p39v,"Warden, Florence,",Ralph Ryder of Brent,1892,f,high_female,91.44947416552355
uc1.b4948777,"Mais, Roger",Brother man / | $c: Roger Mais ; introduction by Edward Brathwaite ; with drawings by the author,1974,m,,91.43596668917398
uc1.$b189644,"Mauriac, François,",The Holy Terror. | $c: Translated by Anne Carter and illustrated by Eileen Green.,1964,m,,91.40767824497257
uiuo.ark:/13960/t2891xh63,"Hardy, Thomas,",The trumpet-major,1880,m,high_female,91.33532241368812
uiuo.ark:/13960/t2d79zq3b,"Stephenson, Eliza Tabor.",St. Olave's,1863,f,high_female,91.29640900791236
mdp.39015084093510,"Hickey, Christine Dwyer.",Last train from Liguria / | $c: Christine Dwyer Hickey.,2009,f,high_female,91.24673889295858
uc2.ark:/13960/t7br8pv5b,"Thomas, Edward,",Rest and unrest,1910,m,high_female,91.01373236608936
uiuo.ark:/13960/t6058760s,"Wilkie, William Patrick.","Dina; or, Familiar faces",1865,m,,90.90771351949213
mdp.39015037443770,"Bracewell, Michael,",Saint Rachel / | $c: Michael Bracewell,1995,m,mixed,90.84545847171132
uc1.b4097894,"Bates, H. E. (Herbert Ernest),",The day of the tortoise / | $c: by H.E. Bates ; illustrated by Peter Farmer.,1961,m,,90.76144071844845
mdp.39015038031988,"Kataev, Valentin,",The holy well / | $c: [by] Valentin Katayev; translated from the Russian by Max Hayward and Harold Shukman.,1967,m,high_male,90.5653542237417
mdp.39015016424627,"Henrey, Robert, Mrs.,",Madeleine grown up.,1953,f,mixed,90.51774769732523
mdp.39015063025194,"Chase, Richard,","The honeymoon, and A religious man.",1955,m,,90.49978506301048
uc2.ark:/13960/t6zw1d58j,"Bojer, Johan,",Our kingdom,1920,m,,90.47343049802797
inu.30000038165381,"Lively, Adam.",Blue fruit / | $c: Adam Lively.,1993,m,high_male,90.46103936614885
nyp.33433074893383,"Mathew, Frank James,",The Spanish wine,1898,m,,90.45812664137729
mdp.39015058209936,"Beck, Heather,",Home is where / | $c: Heather Beck.,2003,f,high_female,90.44966404410498
