htid,author,title,year,authgender,female_category,trains
mdp.39015027338022,"Lomnitz, Alfred.","""Never mind, Mr. Lom!"" or, The uses of Adversity, with illustrations by the author.",1941,m,high_male,77.3854515351114
uc1.b3977304,"Liksom, Rosa.",One night stands / | $c: Rosa Liksom ; translated by Anselm Hollo.,1993,f,,77.21794765726263
uiuo.ark:/13960/t74t6z08z,"Thomas, Annie,","No hero, but a man",1894,f,,77.11527190844875
uc2.ark:/13960/t4sj1fg8f,"Bashford, H. H.",Vagabonds in Périgord,1914,m,mixed,77.10640684144118
mdp.39015059392269,"Davidson, John,",A random itinerary,1894,m,high_male,77.10510223073037
mdp.39015011403071,"Bron, Alice.",Diary of a nurse in South Africa;,1901,f,,77.10252659048673
inu.30000055651669,"Nkhana, Miriam.",The money road / | $c: Miriam Nkhana.,1996,f,,76.91800540623696
uc1.32106013744492,"Jordan, Neil,",Collected fiction / | $c: Neil Jordan,1997,m,,76.70125598306672
uc1.b3810796,"Boyd, Martin,","When blackbirds sing, | a novel.",1962,m,mixed,76.3235531549515
uc1.$b270466,"Thompson, R. W. (Reginald William)","Argentine interlude, | the first roll of a rolling stone, | $c: by R. W. Thompson.",1931,m,high_male,76.28371183827853
mdp.39015034274525,"Kesavan, Mukul.",Looking through glass / | $c: Mukul Kesavan.,1995,u,,76.23699167591221
mdp.39015035335341,"Saʻdāwī, Nawāl.",The circling song / | $c: Nawal El Saadawi ; translated by Marilyn Booth.,1989,f,high_male,76.07232722804143
inu.30000005082858,"Wideman, John Edgar.",Sent for you yesterday / | $c: John Edgar Wideman.,1984,m,,75.92659650270416
mdp.39015020716190,"Coast, John",Railroad of death. | $c: Cover designed by J. Strickland Goodall.,1947,m,high_male,75.90685691940838
uiuo.ark:/13960/t3xs62m41,"Diehl, Alice M.",Griselda,1886,f,high_female,75.78218036158925
wu.89004301826,"Crawford, Hew T. M.,",The long green tunnel | $c: [by] Hew T.M. Crawford.,1967,u,high_male,75.74015716082612
mdp.39015008818588,"Sykes, John,",A Japanese family / | $c: by John Sykes.,1957,m,,75.68904724104192
uc1.32106019391561,"Rohan, Zina,",The officer's daughter / | $c: Zina Rohan,2007,f,high_female,75.6855852598118
mdp.39015063972528,"Barr, Dennis.","A dock brief, | a novel | $c: by Dennis Barr.",1932,m,high_male,75.5066250974279
uc2.ark:/13960/t87h1gb9b,Officer's wife.,Experiences of an officer's wife in Ireland,1921,u,high_male,75.44322897019993
uc1.$b555999,"Irwin, E. W. (Edward Way).","No longer innocent, | $c: by E.W. Irwin and Ivan Goff.",1933,m,high_male,75.41547488756656
uc1.b4265616,"Sykes, John,",A Japanese family / | $c: by John Sykes.,1957,m,,75.08882458518003
mdp.39015053247493,"Frith, Henry,",Through flood-through fire;,1880,m,,74.51564828614009
mdp.39015056944732,"Smith, Ali,",The whole story and other stories / | $c: Ali Smith.,2003,m,high_female,74.48427734058745
mdp.39015032438205,"Antunes, António Lobo,",Act of the damned / | $c: António Lobo Antunes ; translated from the Portuguese by Richard Zenith.,1993,u,high_female,74.42241732640163
mdp.39015063014073,"Archibald, Norman,","Heaven high, hell deep, 1917-1918, | $c: Norman Archibald.",1935,m,high_male,74.32022620684943
nyp.33433074850706,"Harrison, J. E.",The Kara Yerta tragedy,1889,f,,74.1980898748145
mdp.39015018943913,"Treherne, John.",The walk to Acorn Bridge.,1989,m,high_female,74.15097137772504
uc2.ark:/13960/t20c4w069,"Goldring, Douglas,",The permanent uncle,1912,m,,73.96645093118478
inu.30000043479777,"MacKenna, John,",A year of our lives / | $c: John MacKenna.,1995,m,,73.8865919416453
uc1.b3582177,"Maron, Monika.",The defector / | $c: Monika Maron ; translated by David Newton Marinelli.,1988,f,high_female,73.71789501901587
uc1.b4095578,"Green, Henry,","Party going, | a novel.",1947,m,high_female,73.70974442821341
njp.32101068142742,"Hill, George Birkbeck Norman,",Letters written by a grandfather,1903,m,mixed,73.70101953077018
mdp.39015066090047,"Hamilton, Hugo.",Last shot / | $c: Hugo Hamilton.,2006,m,high_female,73.6942785016542
mdp.39015020000231,"Lees, Michael,",Special operations executed in Serbia and Italy / | $c: Michael Lees.,1986,m,high_male,73.47714621153432
mdp.39015065677018,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,73.23146023531709
uc1.b3468425,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,73.19126096344097
uc1.b3160554,"Moorcock, Michael,","Before Armageddon; an anthology of Victorian and Edwardian imaginative fiction published before 1914, vol. 1",1975,m,high_male,73.10660911864359
mdp.39015001075228,"Greig, Francis.",The bite : | and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,73.09360748732779
mdp.39015031219481,,Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914 / | $c: edited and introduced by Michael Moorcock.,1975,u,high_male,73.02857945369006
inu.39000005640136,"Greig, Francis.",The bite and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,72.97880441680417
uc1.32106005747230,,Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914 / | $c: edited and introduced by Michael Moorcock.,1975,u,high_male,72.92411684687337
uc1.$b243186,"Heppenstall, Rayner,",The woodshed.,1962,u,,72.73608922293612
mdp.39015058131080,"Madsen, David.",A box of dreams / | $c: David Madsen.,2003,m,,72.71340191438891
mdp.39015040122403,"Dikobe, Modikwe,",The Marabi dance. -,1973,u,,72.68088641015753
uc1.b4091319,"Lawrence, D. H. (David Herbert),",The spirit of place; | an anthology compiled from the prose of D.H.Lawrence. | $c: Edited with an introd. by Richard Aldington.,1935,m,high_female,72.64162365035165
mdp.39015030110863,"Richter, Hans Peter,",The time of the young soldiers / | $c: Hans Peter Richter ; translated by Anthea Bell.,1976,m,high_female,72.46901949416625
uiuo.ark:/13960/t1kh19p4h,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,72.45720496331855
njp.32101074257377,"Graham, Stephen,",A vagabond in the Caucasus,1915,m,mixed,72.32029592042396
nnc1.0039198642,"Morris, Isabel.",A summer in Kieff;,1891,f,,72.04231167964014
mdp.39015000606619,"(Victor Sawdon), Pritchett, V. S.","Nothing like leather,",1935,u,,72.00920530047141
uiuo.ark:/13960/t1vd7d824,"Oliphant,",Carità,1877,f,,71.96463452246324
uc2.ark:/13960/t7sn0686c,"Gorrie, Daniel.","Geordie Purdie in London, or, The adventures of a Fifeshireman in the metropolis",1875,m,high_male,71.88820507425525
uc1.32106006702077,"Forbes, Colin.",The leader and the damned / | $c: Colin Forbes.,1983,m,,71.7776754991562
uc1.$b255853,"Ellis, Royston,",The rush at the end / | $c: Royston Ellis.,1967,m,,71.56780578757545
mdp.39015030855608,"Bates, H. E. (Herbert Ernest),",Sally go round the moon.,1932,m,,71.52344947379177
wu.89018081877,"Gibson, Ronald.","Nine days, 17th to 25th September, 1944. | $c: Illustrated by Gordon C. Power.",1956,m,high_male,71.50837988826815
uc1.32106011768030,"Marías, Javier.",All souls / | $c: Javier Marías ; translated from the Spanish by Margaret Jull Costa.,1992,m,mixed,71.17437722419929
mdp.39015063974300,"White, Richard Grant,",Mr. Washington Adams in England,1883,m,,71.14062129475931
nyp.33433074914643,"Belloc, Hilaire,",On nothing & kindred subjects,1908,m,high_male,71.10015642034412
mdp.39015016454624,"Bonnar, Robert.",Stewartie.,1964,m,,70.99019877255657
mdp.39015059433303,"Tynan, Katharine,","Pat the adventurer, | $c: by Katharine Tynan.",1923,f,,70.79181961195596
mdp.39015054454502,"Lustig, Arnošt.",Lovely green eyes / | $c: Arnošt Lustig ; translated from the Czech by Ewald Osers.,2001,u,,70.78860620404024
uiuo.ark:/13960/t7pn9m92b,"Lewis, Helen Prothero.",Hooks of steel,1894,f,,70.78706366411538
mdp.39015059168438,"Davey, Janet,",First aid / | $c: Janet Davey.,2004,f,high_female,70.45526090932258
mdp.39015066797344,"Sutton, William.",The worms of Euston Square / | $c: William Sutton.,2006,m,mixed,70.43010110897566
uc2.ark:/13960/t3qv3h130,"Swinton, Ernest Dunlop,",The green curve and other stories,1914,m,high_male,70.2685821361649
mdp.39015016453741,"Hoult, Norah.",Poor women! | $c: By Norah Hoult.,1928,f,high_female,70.2569396650608
uiuo.ark:/13960/t7np2gb6f,"Hardy, Duffus,",In sight of land;,1885,m,,70.24938531787846
mdp.39015069302852,"Moggach, Deborah.",In the dark / | $c: Deborah Moggach.,2007,f,mixed,70.11514684679346
mdp.39015013250157,"Hoban, Russell.",The Medusa frequency / | $c: Russell Hoban.,1987,m,high_female,70.05253940455341
uc1.$b322271,"Loch, Joice NanKivell,",The river of a hundred ways : | life in the war-devastated areas of eastern Poland / | $c: by Joice M. Nankivell and Sydney Loch.,1924,u,,69.9900957411687
mdp.39015028406018,"Beeding, Francis.","The seven sleepers, | $c: by Francis Beeding.",1928,m,,69.9475915060656
mdp.39015034649288,"Borowski, Tadeusz,","This way for the gas, ladies and gentlemen: and other stories; | $c: selected and translated by Barbara Vedder.",1967,m,,69.90691342580669
uiuo.ark:/13960/t9474wz74,"Lucy, Henry W.",Gideon Fleyce,1883,m,high_male,69.48546016745996
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,high_female,69.47339169098235
mdp.39015059178874,"Vassanji, M. G.",The in-between world of Vikram Lall / | $c: M.G. Vassanji.,2004,u,,69.30109112356237
mdp.39015058691299,,Tales from  Blackwood.,1858,u,,69.13334439466844
uc1.b3157742,"Imog, Jo.",The demon flower: | a novel; | $c: translated from the German by Catherine Hanf Noren.,1972,f,,69.08993206156681
njp.32101076207685,,Tales from  Blackwood,1858,u,,69.03788799293052
mdp.39015014317757,"Kernan, Thomas Dickenson,","Now with the morning star, | a novel | $c: by Thomas Kernan.",1945,m,high_male,68.98015494004032
uc2.ark:/13960/t2f76cm34,"Mills, Arthur,",With my regiment from the Aisne to La Bassée,1915,m,high_male,68.95057228975
uc1.$b244479,"Richardson, Dorothy Miller,","Oberland, | $c: by Dorothy M. Richardson ...",1928,f,high_female,68.94620041798635
uc1.$b724105,"Tranter, Gladdis Joy,",Link to the North.,1946,f,high_male,68.81694692118964
uc1.b3321970,"Coleman, John,",The rival queens,1887,m,mixed,68.7825488847401
mdp.39015078807446,"Upson, Nicola.",An expert in murder / | $c: Nicola Upson.,2009,u,mixed,68.76843376071642
nnc1.cu50294199,"Bjørnson, Bjørnstjerne,",Captain Mansana,1884,m,,68.69929337869668
mdp.39015013160810,"Adamson, Iain,",The forgotten men.,1965,u,high_male,68.613630409561
uiuo.ark:/13960/t7rn3mn3n,"Hart, Fanny Wheeler.",Freda,1878,f,high_female,68.60823298795856
mdp.39015034434301,"Jordan, Neil,",Sunrise with sea monster / | $c: Neil Jordan,1994,m,high_male,68.6059275521405
uc1.32106013652091,"Tey, Josephine,","The singing sands,",1952,f,high_male,68.48985869460732
uiuo.ark:/13960/t88g93j61,"Cobban, J. Maclaren",The burden of Isabel,1893,m,high_male,68.46106727200663
nyp.33433075767693,"Whitelaw, David.",MacStodger's affinity;,1906,m,high_male,68.25938566552901
mdp.39015074228654,"Thomas, Leslie",Soldiers and lovers / | $c: Leslie Thomas.,2007,m,mixed,67.99299579002273
uc1.32106015022251,"Husain, ʻAbdullāh",The weary generations / | $c: Abdullah Hussein ; translated from the Urdu by the author,1999,u,high_male,67.87847142903763
inu.30000029791955,"Sinclair, Iain,","Downriver, (or the vessels of wrath) : | a narrative in twelve tales / | $c: Iain Sinclair.",1991,m,,67.84562890917104
uiuo.ark:/13960/t2s475k5m,"Kevill-Davies, Albert.",Miss Blanchard of Chicago,1892,m,mixed,67.81547236084786
mdp.39015055807542,"Nair, Anita.",Ladies coupé : | a novel in parts / | $c: Anita Nair.,2001,f,high_female,67.80914807052152
nyp.33433074904867,"Moon, G. Washington","He-- With all my worldly goods I thee endow,  She-- But, what is written in the law, how readest thou?",1890,m,,67.80615116933626
uc2.ark:/13960/t70v8k70j,"Matthews, Caroline Twigge,",Experiences of a woman doctor in Serbia,1916,f,,67.75517795698211
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,high_male,67.69607685116534
mdp.39015067689664,"Guo, Xiaolu,",A concise Chinese-English dictionary for lovers / | $c: Xiaolu Guo.,2007,u,,67.60205841369701
uiuo.ark:/13960/t2k64vj35,"Gissing, Algernon,",At society's expense,1894,m,high_female,67.5692584899522
uiuo.ark:/13960/t2k653z2b,"Sharp, William,",The sport of chance,1888,m,mixed,67.51109110782485
wu.89100103373,"La Barre, Georges.",Captive of the kaiser in Belgium (with the fall of Namur),1914,u,high_male,67.47922904980811
mdp.39015009367114,"Anderson, Sherwood,",Windy McPherson's son | $c: [by] Sherwood Anderson.,1923,m,high_male,67.336288648224
inu.39000002580509,"Plivier, Theodor,","Moscow, | a novel; | $c: translated from the German by Stuart Hood.",1953,m,mixed,67.11875390561714
uc1.$b244264,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",His fellow men : | a novel / | $c: Lord Dunsany.,1952,m,,67.0376794322015
uc1.32106005301624,"Williams, Raymond.",Border country : | a novel / | $c: by Raymond Williams.,1978,m,,67.01383556480098
uc1.b3595548,"Moravia, Alberto,","Disobedience, | $c: [by Alberto Moravia [pseud.] Translated by Angus Davidson.",1950,m,high_male,66.97795468462952
uc1.b3834613,"Cusack, Dymphna.",Say no to death.,1951,u,,66.90290990898264
mdp.39015050498776,"Gardam, Jane.",The flight of the maidens / | $c: Jane Gardam.,2000,f,high_female,66.89307399403108
uiuo.ark:/13960/t4rj4tp90,"Gissing, Algernon,",At society's expense,1894,m,high_female,66.7786389299229
uc1.b4974562,"Potter, Dennis.",Ticket to ride / | $c: Dennis Potter.,1986,m,,66.52512384996461
mdp.39015065676994,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,66.43729979831534
mdp.39015014854197,"Symonds, John.","Bezill, | a novel.",1962,m,,66.23877937918274
uc1.b3489091,"Symons, Julian,",The criminal comedy of the contented couple / | $c: Julian Symons.,1985,m,,66.20212968885
uc2.ark:/13960/t41r6qp2p,"Bryusov, Valery Yakovlevich,","The Republic of the Southern Cross, and other stories",1913,u,high_female,66.19593998234775
mdp.39015004038900,"Boyd, William,",An ice-cream war/ | $c: by William Boyd.,1982,m,,66.0747735495625
njp.32101063580326,"Hume, Fergus,",The harlequin opal,1893,m,high_male,66.01941747572816
mdp.39015012847250,"Han, Suyin,","Destination Chungking, | $c: an autobiography by Han Suyin.",1942,u,high_male,66.00552490689961
mdp.39015000555220,"Bauer, Josef Martin,",As far as my feet will carry me / | $c: Josef Martin Bauer ; translated from the German by Lawrence Wilson.,1973,m,high_male,65.99571027883188
mdp.39015041834410,,"Jazz and palm wine, and other stories / | $c: edited with an introduction by Willfried F. Feuser.",1981,u,high_male,65.96473423823417
uc1.$b662124,"Guerney, Bernard Guilbert,",New Russian stories.,1953,m,high_male,65.93406593406593
inu.30000124502752,"Dickinson, David,",Death of a pilgrim / | $c: David Dickinson.,2009,m,,65.85733555502658
uc2.ark:/13960/t53f4qb46,"Drake, Maurice,",The ocean sleuth,1915,m,,65.81616553216428
inu.30000107498333,,Loffing matters / | $c: edited by Paul McDonald.,2006,u,,65.74920080712812
mdp.39015023517025,"Chalmers, Thomas Wightman.","The automatic stabilisation of ships,",1931,m,high_male,65.67002742689381
wu.89007244767,"Klein, Gerda Weissmann,",My tortured years.,1960,f,,65.66604127579737
mdp.39015003928861,"Gerhardie, William Alexander,",Works.,1970,m,,65.51787299395545
pst.000049507164,"Atkins, Marc.","Thirteen / | $c: Marc Atkins ; texts, Toby Litt ... [et al.].",2002,m,high_female,65.46644844517185
uc1.$b63717,"Russell, William Richard,",A wind is rising.,1946,m,,65.32019961853004
uc1.b3114119,"Hallé, Clifford.",To Menelek in a motor-car,1913,m,,65.2507259143258
mdp.39015020677111,"Ngũgĩ wa Thiongʼo,",A grain of wheat.,1967,u,,65.1750972762646
nyp.33433074859459,"Greer, Tom.",A modern Dædalus,1887,m,high_male,65.00956022944551
uc2.ark:/13960/t59c7659g,"Dickinson, Humphrey Neville,",Thomson's friend,1917,m,high_male,64.86135884546782
uc1.$b787118,"McNellie, John.",A Galloway childhood,1967,m,,64.81743090295667
uc1.$b174673,"Lord, Derek Rowland,","""Germany quivers,"" | $c: edited by Peter Rance ...",1942,m,high_male,64.79873512869028
inu.30000107605267,"Broadbent, Sabrina.",A boy's guide to track and field / | $c: Sabrina Broadbent.,2006,f,,64.79455236744624
mdp.39015082749253,"Finn, Robert.",Underlife : | Adept / | $c: Robert Finn.,2008,m,mixed,64.71698575736033
mdp.39015002998337,,Contemporary Chinese short stories / | $c: edited and translated by Yuan Chia-hua and Robert Payne.,1946,u,,64.67364064091578
mdp.39015008285564,"Howells, William Dean,",The undiscovered country,1884,m,,64.62035541195476
mdp.39015016452412,"Braithwaite, E. R. (Edward Ricardo)",Choice of straws.,1965,m,mixed,64.47234475738038
uc1.$b745621,"Gordon, Ernest.",Miracle on the River Kwai.,1963,m,high_male,64.47088630502647
inu.39000002201098,"Traven, B.",The cotton-pickers / | $c: B. Traven.,1979,u,high_male,64.40141683117028
mdp.39015030735503,"Belloc, Hilaire,","But soft-we are observed! / | $c: by Hilaire Belloc, with thirty-seven drawings by G. K. Chesterton.",1928,m,,64.35006435006434
mdp.39015002287590,"MacLean, Alistair,",Circus / | $c: Alistair MacLean.,1975,m,high_male,64.34356942797305
inu.30000110628397,,Ox-tales fire : | original stories from remarkable writers.,2009,u,mixed,64.00256010240409
mdp.39015003928895,"Gerhardie, William Alexander,",The polyglots / | $c: William Gerhardi.,1947,m,high_female,63.970284770945106
