htid,author,title,year,authgender,female_category,urban_metric_global
mdp.39015024822465,"(Izrailʹ) Metter, I.",The fifth corner of the room / | $c: Israel Metter ; translated from the Russian by Michael Duncan.,1991,u,high_female,0.3386717327914135
nyp.33433074938816,"Lytton, Edward Bulwer Lytton,",Alice;,1838,m,,0.3382022838453388
mdp.39015010305368,,The thousand and one nights,1859,m,high_male,0.33802308295054206
uiuo.ark:/13960/t1vd7gc5r,"Speight, T. W.",A secret of the sea,1876,m,mixed,0.3378542980373529
inu.39000001211882,"Thomas, Gordon,",Desire and denial : | sexuality and vocation - a church in crisis / | $c: Gordon Thomas.,1986,m,,0.33784670219569823
uc2.ark:/13960/t78s4kw9p,,Jack and Jill and old Dame Gill,1806,u,mixed,0.3378035936608793
uiuo.ark:/13960/t1mg89134,"Wraxall, Lascelles,","Fides, or, The beauty of Mayence",1866,m,,0.3377696520907311
uc1.b4116977,,The apocrypha according to the authorized version.,1957,u,,0.3375007566973765
nyp.33433034410799,"Riddell, J. H.,",George Geith of Fen Court,1886,f,high_female,0.3374543162114303
mdp.39015053230317,"Wakefield, Tom.","Trixie Trash, star ascending / | $c: Tom Wakefield.",1977,m,high_female,0.337439666976072
njp.32101047141310,,"The thousand & one nights, or, Arabian nights' entertainments",1896,m,,0.3371769299054723
mdp.39015022293156,"Watson, Helen.",Women in the City of the Dead / | $c: Helen Watson.,1991,f,mixed,0.3368065088125466
mdp.39015010950064,"Pickthall, Marmaduke William,",The children of the Nile,1908,m,high_male,0.3366600265840691
mdp.39015063918802,"Hare, Martin.","Polonaise, | $c: by Martin Hare [pseud.]",1939,m,high_female,0.33645321792001714
uiuo.ark:/13960/t8hd8gh67,"Lee, Holme,",Mrs. Denys of Cote,1880,f,,0.3361597785631107
uiuo.ark:/13960/t3126j49n,"Sala, George Augustus,",The strange adventures of Captain Dangerous,1863,m,,0.33597296336233656
njp.32101068142288,"Llanos Gutierrez, Valentin.","Don Esteban, or, Memoirs of a Spaniard",1826,m,,0.3359389074609076
mdp.39015009013494,"Drieu La Rochelle, Pierre,","The comedy of Charleroi, and other stories. | $c: Translated and with an introduction by Douglas Gallagher.",1973,m,high_male,0.3358987182935833
uiuo.ark:/13960/t78s5br6x,"Riddell, J. H.,",The senior partner,1881,f,high_male,0.33574428856530425
mdp.39015054251098,"Hadley, Tessa.",Accidents in the home / | $c: Tessa Hadley.,2002,f,high_female,0.335741116519239
uc1.32106018343456,"Mohsin, Moni",The end of innocence / | $c: Moni Mohsin,2006,f,high_female,0.3356628859526902
uc1.32106005534992,"Ackroyd, Peter,",Hawksmoor / | $c: by Peter Ackroyd.,1985,m,high_male,0.33534963897649456
mdp.39015049647244,"Armstrong, Adam,",Cry of the panther / | $c: Adam Armstrong.,2000,m,,0.3352947213402172
mdp.39015018936289,"Mawer, Simon",Chimera / | $c: by Simon Mawer.,1989,m,,0.33515589270647167
mdp.39015060827410,"Nicholson, William.",The trial of true love / | $c: William Nicholson.,2005,m,,0.33500965350918566
uiuo.ark:/13960/t5z60vf41,,Caught napping,1866,u,,0.334910989191619
njp.32101068596525,"Cooper, James Fenimore,",Lionel Lincoln,1832,f,,0.3346860309156463
mdp.39015056908935,"Griffiths, Niall,",Stump / | $c: Niall Griffiths.,2003,m,high_male,0.3346478933120839
mdp.39015022055332,"Deighton, Len,",MAMista / | $c: Len Deighton.,1991,m,mixed,0.33463254103388795
inu.30000027170517,"Miss. Read,",Christmas at Fairacre / | $c: Miss Read ; illustrated by John S. Goodall.,1991,m,high_female,0.3344068937570626
mdp.39015048877891,"Nelson, Michael.","Knock or ring, | a novel.",1957,m,high_male,0.333926064566234
mdp.39015066678700,"Lartéguy, Jean,",Sauveterre; | $c: translated by Xan Fielding from the French.,1968,f,,0.333783586323743
mdp.39015010817990,"Green, F. L. (Frederick Lawrence),",Odd man out.,1945,m,,0.33373670043264125
mdp.39015021834695,,Consequences.,1989,u,high_female,0.33359827170014156
uc1.32106007568261,"Templeton, Edith.",Living on yesterday / | $c: Edith Templeton ; new introduction by Anita Brookner.,1986,f,,0.3332228572025645
mdp.39015049548434,"Paling, Chris.",Newton's swing.,2000,m,mixed,0.333158919990438
uc1.b3711108,"Masters, John,",Trial at Monomoy.,1964,m,,0.3329699556131405
uc1.b3339464,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.33270529414802313
uc1.32106016491844,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,high_female,0.33211699764115127
uiuo.ark:/13960/t7vm4vg0t,"Pirkis, Catherine Louisa,",At the moment of victory,1889,f,,0.33189830118731334
uc1.$b299621,"Baerlein, Henry,","Mariposa, | $c: by Henry Baerlein.",1924,m,high_male,0.33183157365171684
mdp.39015059975873,"Rathbone, Julian,",As bad as it gets / | $c: Julian Rathbone.,2003,m,mixed,0.3315785784624937
mdp.39015019665150,,The Parchment moon : | an anthology of modern women's short stories / | $c: selected and introduced by Susan Hill.,1990,u,high_female,0.3313028282971812
mdp.39015003941385,"Gilliatt, Penelope.",Quotations from other lives : | stories / | $c: by Penelope Gilliatt.,1982,f,,0.33129546290443795
inu.30000038737031,"Heath, Catherine.",Behaving badly / | $c: by Catherine Heath.,1993,f,,0.33122339256196387
nnc1.cu50294199,"Bjørnson, Bjørnstjerne,",Captain Mansana,1884,m,,0.33111125339891834
njp.32101069186466,,"La coquetterie, or, Sketches of society in France and Belgium",1832,f,,0.33104569318827387
uc1.$b242958,"Hanley, James,",Ebb and flood : | a novel / | $c: by James Hanley.,1932,m,high_female,0.33091566805111317
mdp.39015030855376,"Barstow, Stan,",A season with Eros; | short stories.,1971,m,,0.33059644210002687
mdp.39015067683691,"Fletcher, Susan,",Oystercatchers / | $c: Susan Fletcher.,2007,f,high_female,0.3305467379827105
mdp.39015050494759,"Drabble, Margaret,",The peppered moth / | $c: Margaret Drabble.,2000,f,high_female,0.33040173162268516
mdp.39015059246861,,Bracket : | [a new generation in fiction / | $c: edited by Ra Page].,2004,u,,0.3301656975449898
uc1.b3324270,"Deale,",Life in the West;,1828,m,high_male,0.32993550350158335
uiuo.ark:/13960/t3708pg68,"Riddell, J. H.,",A struggle for fame,1883,f,,0.32985473055193426
mdp.39015063967478,"Galt, John,",The earthquake;,1820,m,high_male,0.3298121464169559
pst.000055919845,"Maupin, Armistead.",Tales of the city / | $c: Armistead Maupin.,1978,m,high_female,0.32939923100678414
uiuo.ark:/13960/t18k7z08h,"Combermere,",Shattered idols,1865,u,,0.3293914183475434
mdp.39015054132066,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,high_female,0.32931116299489793
uc1.32106014861121,"Dunn, Suzannah,",Commencing our descent / | $c: Suzannah Dunn,1999,f,,0.32903356501591297
uc2.ark:/13960/t9r20tz3q,"Gaskell, Elizabeth Cleghorn,",Mrs. Gaskell,1911,f,,0.328858026848923
uc1.$b169792,"Carson, Anthony",The golden kiss.,1966,m,mixed,0.3288546313577132
uc1.$b111157,,To the hustings : | election scenes from English fiction / | $c: H.G. Nicholas.,1956,u,high_male,0.3288354802031809
mdp.39015079152578,"McLean, Russel D.",The good son / | $c: Russel D. McLean.,2008,m,mixed,0.32852757821639866
mdp.39015068649048,"Hartley, Edward R.",Rounds with the socialists,1914,m,high_male,0.3284608526072814
uiuo.ark:/13960/t0ft8z28g,"Gambier, James W.",Swifter than a weaver's shuttle,1887,m,,0.3283848473310525
uc1.b3314596,"Maxwell, W. H.",O'Hara;,1825,m,,0.3283830057784788
uc2.ark:/13960/t9m32zf40,"Aranha, Graça,",Canaan,1920,u,mixed,0.3281896415103066
mdp.39015031233755,"Fisher, Michael,",The voyager.,1972,m,,0.3279451674337048
uc1.32106019365151,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,0.3279427135074069
uc1.$b164461,"Frank, Leonhard,",The singers : | a novel / | $c: by Leonhard Frank ; translated by Cyrus Brooks.,1932,u,high_male,0.32766153355623007
mdp.39015014741485,"Isherwood, Christopher,","The world in the evening, | a novel.",1954,m,,0.32763102016569534
uc1.32106008277110,"Beidao,",Waves : | stories / | $c: by Bei Dao ; edited with an introduction by Bonnie S. McDougall ; translated by Bonnie S. McDougall and Susette Ternent Cooke.,1987,u,high_male,0.3274888189340792
wu.89098012180,"Birdsall, Anna Huntington.",A conflict of sex,1898,f,,0.32743392534877336
mdp.39015069302704,"Enright, Anne,",The gathering / | $c: Anne Enright.,2007,f,mixed,0.3270281989021063
uc1.b3578247,,A. E. Housman; | catalogue of an exhibition on the centenary of his birth. | $c: Assembled by John Carter [and] Joseph W. Scott.,1959,u,,0.32693005475069903
mdp.39015039279156,,Panorama : | an anthology of modern Indian short stories / | $c: edited by Mulk Raj Anand and S. Balu Rao ; with an afterword by Mulk Raj Anand.,1987,u,mixed,0.32631352879538184
mdp.39015029232769,"Cleary, Jon,",Dark summer / | $c: Jon Cleary.,1992,m,,0.3261451723783758
uiuo.ark:/13960/t1bk23b10,"Collins, Wilkie,",The fallen leaves,1879,m,high_female,0.32580207859332705
uva.x000491597,"Cookson, Sybil Irene Eleanor Taylor,",Echo,1919,f,,0.3257636325741835
mdp.39015028896069,"Rendell, Ruth,",Asta's book / | $c: Barbara Vine.,1993,f,,0.32569601438763895
wu.89087924775,"Austin, F. Britten (Frederick Britten),","The war god walks again,/ | $c: by F. Britten Austin.",1926,m,high_male,0.3256750733761575
uva.x030581136,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,0.32536504730816806
uc1.32106007155127,,"Women writing, 3 : | an anthology of short stories / | $c: edited by Denys Val Baker.",1980,u,high_female,0.3252289180911647
mdp.39015001785305,"Woolf, Virginia,","The Captain's death bed, | and other essays.",1950,f,mixed,0.32522421012251634
mdp.39015021859718,"Micou, Paul.",The music programme.,1989,m,mixed,0.3252115497614618
uc2.ark:/13960/t6rx96z9c,"George, Walter Lionel,",The making of an Englishman,1914,m,high_female,0.3251218404584064
nyp.33433075904908,"Reade, Charles,",Singleheart and Doubleface;,1884,m,high_female,0.3247736153370257
mdp.39015011393140,"Sedgwick, Catharine Maria,",The Linwoods;,1835,f,,0.3245949908658954
uc1.32106012964505,"Flusfeder, D. L.,",Like plastic / | $c: David Flusfeder,1996,u,,0.3245476030775204
mdp.39015064876025,"Ngũgĩ wa Thiongʼo,",Wizard of the crow / | $c: Ngũgĩ Wa Thiongʼo.,2006,u,mixed,0.32447249595262184
mdp.39015061465392,"Carpelan, Bo Gustaf Bertelsson,",Axel : | a novel / | $c: Bo Carpelan ; translated by David McDuff.,1991,m,,0.3244296696118067
inu.30000100600638,"Close, Helena.",Pinhead Duffy / | $c: Helena Close.,2005,f,mixed,0.32436279782622834
mdp.39015029088732,"Aldiss, Brian Wilson,",A Tupolev too far : | and other stories / | $c: Brian Aldiss.,1993,m,mixed,0.3242817107942893
hvd.32044086799046,"Normanby, Constantine Henry Phipps,",Matilda,1825,m,,0.32408374789820554
uc2.ark:/13960/t6j09zs35,"Goldring, Douglas,",It's an ill wind,1915,m,,0.32392525401034283
uc1.b3321286,"Cooper, Thomas,",Wise saws and modern instances,1845,m,high_male,0.32386349481057275
nyp.33433074878657,"Lever, Charles James,",Arthur O'Leary,1844,m,,0.32379443809083
mdp.39015051882689,"McCall Smith, Alexander,",The No. 1 Ladies' Detective Agency / | $c: Alexander McCall Smith.,1998,m,high_male,0.3237943206945579
inu.39000002201098,"Traven, B.",The cotton-pickers / | $c: B. Traven.,1979,u,high_male,0.32368532657430665
uiuo.ark:/13960/t3rv13h5t,"Braddon, M. E.",The story of Barbara,1880,f,high_female,0.3235476136558482
uc1.32106007155168,"Pavese, Cesare.",The leather jacket : | stories / | $c: by Cesare Pavese ; translated by Alma Murch ; introd. by Margaret Crosland.,1980,m,high_female,0.3234626018821471
mdp.39015012184530,"Fitzgerald, Penelope.",Innocence / | $c: Penelope Fitzgerald.,1986,f,mixed,0.323328666861712
mdp.39015012902220,"Marotta, Giuseppe,",Enchanted in the sun.,1953,u,,0.3232884175625821
uc1.b3127428,"Disraeli, Benjamin,",Novels and tales by the Earl of Beaconsfield,1881,m,,0.3232677984895792
uiuo.ark:/13960/t9n30gr6r,Sejanus.,Littledale,1878,u,,0.32309045601747904
mdp.39015013949824,"Meek, James,",McFarlane boils the sea / | $c: James Meek.,1989,m,,0.32297536199954024
uc1.$b787118,"McNellie, John.",A Galloway childhood,1967,m,,0.3228400682161044
mdp.39015001090334,,Stories from the Raj : | from Kipling to Independence / | $c: selected and introduced by Saros Cowasjee ; with a preface by Paul Theroux.,1982,u,,0.3227819229147396
mdp.39015059164262,"Imoja, Nailah Folami.",Pick of the crop : | a novella / | $c: Nailah Folami Imoja.,2004,u,,0.3227615511778489
mdp.39015047112548,"Duncan, Glen,",Hope / | $c: Glen Duncan.,1998,m,high_female,0.322753518145696
uiuo.ark:/13960/t9377rb8q,"Gore,",Preferment;,1840,f,mixed,0.3224327412482597
uiuo.ark:/13960/t7wm1p76p,"Gray, Arnold.",Periwinkle,1888,m,mixed,0.3223100652783458
uc1.b3327537,"Normanby, Constantine Henry Phipps,","Historiettes; or, Tales of continental life",1827,m,mixed,0.32224262285026595
inu.30000110544305,"Smith, Neil,",Bang crunch : | stories / | $c: Neil Smith.,2007,m,mixed,0.32208366785746595
uc1.$b244698,"Lindsay, Jack,",Hannibaal takes a hand / | $c: Jack Lindsay.,1941,m,high_male,0.32202259816117285
uc2.ark:/13960/t7zk5890h,"Hudson, Stephen,",Richard Kurt,1919,m,mixed,0.32192159147447164
uc1.b3759962,"(Herbert George), Wells, H. G.","The dream, | a novel.",1924,m,,0.3217130364514461
mdp.39015063513314,"Drage, Charles,",William King's profession.,1960,m,,0.3216913097389247
uc1.32106015471367,"Nicolson, Adam,",Perch Hill : | a new life / | $c: Adam Nicolson,1999,m,mixed,0.32149205622569443
mdp.39015001600769,"Čapek, Karel,",The absolute at large | $c: [by] Karel Čapek.,1944,u,high_male,0.3213756005324966
inu.32000006230694,"Zweig, Stefan,",Stories and legends / | $c: Stefan Zweig ; translations by Eden and Cedar Paul and Constantine FitzGibbon.,1955,u,mixed,0.3212678627946929
uiuo.ark:/13960/t8hd8g29v,"Roy, Gordon.",His cousin Adair,1891,f,,0.32125332186846767
mdp.39015054064137,,"Great works of Jewish fantasy : | Yenne velt / | $c: compiled, translated [from the Yiddish] and introduced by Joachim Neugroschel.",1976,u,,0.3212304936266137
uc2.ark:/13960/t4hm5fv45,"Fielding, H.",The field of honour,1915,m,high_female,0.3210097401699834
uc2.ark:/13960/t6qz2fq9h,"Hood, Alexander Nelson,",Tales of old Sicily,1906,m,high_male,0.32100822248999045
wu.89096955281,"Price, Nancey.",A vagabond's way : | haphazard wanderings on the fells / | $c: by Nancy Price ; with illustrations by A.S. Hartrick.,1936,u,high_male,0.32089237248305735
mdp.39015063560489,"Howitt, William,",The man of the people,1860,m,,0.3208660851344587
mdp.39015063560687,"Hewlett, J.",The parish clerk,1841,m,,0.3208421225515757
uc1.32106013464307,"Galloway, Janice,",Blood,1991,f,high_female,0.32061571944766104
inu.30000048161057,"Grace, Patricia,",The sky people / | $c: Patricia Grace.,1995,f,,0.3203130409983919
mdp.39015054151579,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,0.32021197330982754
uiuo.ark:/13960/t7np2nx64,"Pickering, Percival,",A life awry,1893,f,high_female,0.3202075656114636
dul1.ark:/13960/t0ns18511,"Braddon, M. E.",Birds of prey,1867,f,mixed,0.320196842812116
uc1.$b197957,"Leblanc, Georgette,",Maeterlinck's dogs,1919,f,high_male,0.3199689633189824
hvd.32044004468302,"Croker, Marianne Nicholson,",The adventures of Barney Mahoney,1832,f,,0.31977270465857
mdp.39015015764148,"Hoyle, Fred, Sir.",Comet Halley : | a novel in two parts.,1985,m,high_male,0.31958795365969356
uc2.ark:/13960/t2x34w21d,"Kemp, John,",Wild Dayrell,1861,m,mixed,0.31953764649930094
uc2.ark:/13960/t55d8qw45,"Tagore, Rabindranath,",The king of the dark chamber,1914,m,high_female,0.3195092004480083
uc1.$b445470,"Beneš, Bohuš.",God's village : | a novel / | $c: by Bohus Benes ; foreword by Thomas Mann.,1947,u,high_female,0.31947692320639853
nyp.33433075752893,"Straus, Ralph,",The man apart,1906,m,,0.31944488172017294
uc2.ark:/13960/t8bg2k016,"D'Annunzio, Gabriele,",The child of pleasure,1898,f,high_female,0.31936790263362236
nyp.33433006838928,A. E.,A month in the coasting trade,1877,u,high_male,0.3192654213972168
uc2.ark:/13960/t8mc8tn6r,"Oliphant,",The Melvilles,1852,f,,0.3192609222252196
njp.32101067647709,"James, G. P. R.",One in a thousand,1835,m,,0.3192275356073695
uc1.$b119559,"Davies, A. A. T.",The horses of winter [by] A.A.T. Davies.,1967,u,,0.31917185430052947
mdp.39015063956414,"Seymour, Beatrice Kean (Stapleton)",Invisible tides,1920,f,high_female,0.3191151547148933
uiuo.ark:/13960/t12n5jk49,"Hardy, Iza Duffus.",Glencairn,1877,f,,0.3191112203169983
mdp.39015048881729,"MacBeth, George.",Dizzy's woman / | $c: George Macbeth.,1986,m,,0.3191029610340092
mdp.39015030913548,"Warburton, Ernest.",Behind Boche bars,1920,m,high_male,0.3185824041865962
uiuo.ark:/13960/t02z1vj99,"Savage, M. W.",My uncle the curate,1849,m,mixed,0.318506346480238
inu.30000107317632,"Haskell, John,",I am not Jackson Pollock / | $c: John Haskell.,2006,m,mixed,0.3180830258016282
mdp.39015054095768,"Fantouré, Alioum,",Tropical circle / | $c: Alioum Fantouré ; adapted into English by Dorothy S. Blair.,1981,u,,0.3180270815907724
mdp.39015065590278,"Fane, Violet,",The story of Helen Davenant,1889,f,,0.3179453027401882
uc2.ark:/13960/t59c6xv2c,"Grant, James,",Second to none,1864,m,mixed,0.31789452233783483
uiuo.ark:/13960/t3pv73f43,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,0.31771538293255885
njp.32101066459726,"Gore,",The lettre de cachet,1827,f,,0.31758141576712784
njp.32101067173243,"Scott, Walter,",Tales and romances,1833,m,,0.3174272219738326
uc1.$b312720,"Upward, Edward.",Journey to the border | $c: [by] Edward Upward.,1938,m,,0.3173111132445816
mdp.39015002299959,"O'Brien, Edna.",Girls in their married bliss / | $c: Edna O'Brien.,1974,f,high_female,0.31705017536335794
njp.32101067644698,"Fleming, George,",Vestigia,1884,f,high_male,0.3169773291746678
mdp.39015049630034,"Pears, Tim,",A revolution of the sun / | $c: Tim Pears.,2000,m,mixed,0.3167092731994242
inu.30000115655668,"Ghata, Yasmine,",The calligraphers' night / | $c: Yasmine Ghata ; translated by Andrew Brown.,2007,f,high_male,0.3165572455137058
uc1.32106019365060,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,0.31648790111436365
uc1.$b391279,"Cooper, Edmund,",All Fools' Day.,1966,m,mixed,0.31643042761115736
uiuo.ark:/13960/t42r46g5s,"Edwards, Amelia Ann Blanford,",Debenham's vow,1870,f,high_female,0.31631364812227797
uc2.ark:/13960/t2697881b,"Merezhkovsky, Dmitry Sergeyevich,",The forerunner,1902,m,,0.31627411551649137
mdp.39015030847076,"Harte, Bret,","Wan Lee, the Pagan",1876,m,,0.3158848076686979
uc1.32106014582875,"Duncan, Glen",Hope / | $c: Glen Duncan,1997,m,high_female,0.31588446926663066
